caseid,task,start_timestamp,end_timestamp
Case00,Stress Relief,2021-02-16 20:55:39.465258,2021-02-16 20:55:39.465258
Case00,Round  Q.C.,2021-02-17 08:39:40.804274,2021-02-17 12:02:30.280974
Case00,Round Grinding,2021-02-17 15:44:57.200654,2021-02-17 15:44:57.200654
Case00,Laser Marking,2021-02-17 19:29:58.365806,2021-02-17 23:14:06.586727
Case00,Milling,2021-02-17 23:14:06.586727,2021-02-17 23:14:06.586727
Case00,Turning Rework,2021-02-17 23:14:06.586727,2021-02-17 23:14:06.586727
Case00,Fix,2021-02-16 16:57:22.271754,2021-02-16 20:31:09.777152
Case00,Lapping,2021-02-18 02:36:01.347610,2021-02-18 02:36:01.347610
Case00,Milling Q.C.,2021-02-18 08:21:25.503477,2021-02-18 10:27:16.561293
Case00,Turn & Mill. & Screw Assem,2021-02-18 10:27:16.561293,2021-02-18 10:27:16.561293
Case00,Round  Q.C.,2021-02-18 10:27:16.561293,2021-02-18 13:29:20.295243
Case00,Laser Marking,2021-02-18 15:03:15.694489,2021-02-18 15:03:15.694489
Case00,Turning,2021-02-18 17:37:54.625773,2021-02-18 21:49:22.311549
Case00,Turning,2021-02-18 03:13:19.895758,2021-02-18 08:21:25.503477
Case00,Turning Rework,2021-02-16 15:46:23.342692,2021-02-16 16:57:22.271754
Case00,Round  Q.C.,2021-02-17 23:22:27.928888,2021-02-18 01:38:07.694031
Case00,Round  Q.C.,2021-02-16 09:51:34.627747,2021-02-16 12:17:35.642065
Case00,Turning Q.C.,2021-02-13 12:37:34.073706,2021-02-13 12:37:34.073706
Case00,Round  Q.C.,2021-02-13 12:37:34.073706,2021-02-13 16:24:29.785490
Case00,Rework Milling,2021-02-13 16:24:29.785490,2021-02-13 17:37:01.786668
Case00,Nitration Q.C.,2021-02-13 18:03:40.251383,2021-02-13 18:03:40.251383
Case00,Lapping,2021-02-14 08:48:46.244082,2021-02-14 10:41:03.854208
Case00,Round  Q.C.,2021-02-14 12:20:22.373166,2021-02-14 12:20:22.373166
Case00,Packing,2021-02-14 13:22:20.728536,2021-02-14 18:10:08.895746
Case00,Grinding Rework,2021-02-14 18:10:08.895746,2021-02-14 18:32:00.825866
Case00,Laser Marking,2021-02-14 18:32:00.825866,2021-02-14 18:32:00.825866
Case00,Grinding Rework,2021-02-16 02:14:57.442535,2021-02-16 04:06:04.980701
Case00,Round  Q.C.,2021-02-16 04:41:31.558424,2021-02-16 04:41:31.558424
Case00,Flat Grinding,2021-02-16 09:45:45.681581,2021-02-16 09:51:34.627747
Case00,Turning,2021-02-16 09:51:34.627747,2021-02-16 09:51:34.627747
Case00,Grinding Rework,2021-02-16 14:51:41.189503,2021-02-16 14:51:41.189503
Case01,Fix,2021-02-13 18:09:36.730480,2021-02-13 18:09:36.730480
Case01,Round Grinding,2021-02-13 15:21:15.890639,2021-02-13 21:04:09.437144
Case01,Lapping,2021-02-13 12:37:34.073706,2021-02-13 15:19:50.104261
Case02,Change Version,2021-02-13 14:46:26.369887,2021-02-13 15:24:43.398345
Case02,Flat Grinding,2021-02-13 19:31:16.338425,2021-02-13 19:43:37.517104
Case02,Setup,2021-02-13 17:37:01.786668,2021-02-13 17:37:01.786668
Case02,Turning Rework,2021-02-14 06:15:21.531023,2021-02-14 09:03:47.995457
Case03,Rework Milling,2021-02-14 12:20:22.373166,2021-02-14 13:20:58.837047
Case03,Final Inspection,2021-02-15 23:45:32.691482,2021-02-16 01:46:38.576191
Case03,Stress Relief,2021-02-14 18:32:00.825866,2021-02-15 00:14:20.837892
Case03,Lapping,2021-02-14 18:33:32.525228,2021-02-14 18:33:32.525228
Case03,Flat Grinding,2021-02-14 12:09:01.449561,2021-02-14 16:54:59.518313
Case03,Round  Q.C.,2021-02-14 11:16:44.699244,2021-02-14 12:54:31.008362
Case03,Lapping,2021-02-13 17:46:43.924408,2021-02-13 19:06:31.866412
Case03,Final Inspection Q.C.,2021-02-13 17:44:30.156958,2021-02-13 18:05:53.213366
Case03,Rework Milling,2021-02-13 12:37:34.073706,2021-02-13 13:43:27.610097
Case03,Final Inspection,2021-02-13 13:54:09.598649,2021-02-13 18:29:46.651900
Case04,Nitration Q.C.,2021-02-16 12:17:35.642065,2021-02-16 14:18:42.963580
Case04,Setup,2021-02-16 15:32:44.724240,2021-02-16 15:32:44.724240
Case04,Flat Grinding,2021-02-16 17:18:59.693805,2021-02-16 17:18:59.693805
Case04,Turning & Milling,2021-02-16 22:27:26.786019,2021-02-16 22:27:26.786019
Case04,Turning Q.C.,2021-02-17 12:02:30.280974,2021-02-17 15:05:46.010993
Case04,Turn & Mill. & Screw Assem,2021-02-17 16:08:24.343615,2021-02-17 16:08:24.343615
Case04,Laser Marking,2021-02-18 03:42:24.545196,2021-02-18 03:42:24.545196
Case04,Nitration Q.C.,2021-02-16 21:39:05.446858,2021-02-17 01:11:59.965539
Case04,Turning,2021-02-20 03:38:51.704830,2021-02-20 04:36:31.223382
Case04,Turn & Mill. & Screw Assem,2021-02-18 01:59:52.691177,2021-02-18 03:40:51.082295
Case04,Turning Rework,2021-02-18 02:54:48.898283,2021-02-18 02:54:48.898283
Case04,Turning Rework,2021-02-17 23:14:06.586727,2021-02-17 23:14:06.586727
Case04,Milling Q.C.,2021-02-16 12:35:49.281678,2021-02-16 12:35:49.281678
Case04,Fix,2021-02-17 12:39:19.287379,2021-02-17 15:22:34.818557
Case04,Turning Q.C.,2021-02-16 05:34:48.938788,2021-02-16 05:34:48.938788
Case04,Turning & Milling,2021-02-13 12:20:19.718745,2021-02-13 13:41:51.091450
Case04,Final Inspection,2021-02-13 13:49:35.174227,2021-02-13 13:49:35.174227
Case04,Turning & Milling,2021-02-13 23:12:24.795444,2021-02-13 23:12:24.795444
Case04,Round  Q.C.,2021-02-14 13:31:55.122523,2021-02-14 15:43:40.482983
Case04,Round  Q.C.,2021-02-13 16:41:30.349176,2021-02-13 16:41:30.349176
Case04,Fix,2021-02-14 15:17:06.427498,2021-02-14 15:36:57.250007
Case04,Turning & Milling Q.C.,2021-02-14 19:16:07.755142,2021-02-14 19:16:07.755142
Case04,Turning,2021-02-15 02:58:24.245857,2021-02-15 02:58:24.245857
Case04,Round  Q.C.,2021-02-16 08:13:18.740676,2021-02-16 11:40:58.459857
Case04,Lapping,2021-02-16 04:06:04.980701,2021-02-16 05:54:28.347076
Case04,Fix,2021-02-14 10:41:03.854208,2021-02-14 11:41:01.733546
Case05,Stress Relief,2021-02-16 20:55:39.332847,2021-02-16 20:55:39.332847
Case05,Turning Rework,2021-02-17 23:14:06.454316,2021-02-17 23:14:06.454316
Case05,Round  Q.C.,2021-02-17 08:39:40.671863,2021-02-17 12:02:30.148563
Case05,Round Grinding,2021-02-17 15:44:57.068243,2021-02-17 15:44:57.068243
Case05,Laser Marking,2021-02-17 19:29:58.233395,2021-02-17 23:14:06.454316
Case05,Milling,2021-02-17 23:14:06.454316,2021-02-17 23:14:06.454316
Case05,Round  Q.C.,2021-02-17 23:22:27.796477,2021-02-18 01:38:07.561620
Case05,Turning,2021-02-18 17:37:54.493362,2021-02-18 21:49:22.179138
Case05,Turning,2021-02-18 03:13:19.763347,2021-02-18 08:21:25.371066
Case05,Milling Q.C.,2021-02-18 08:21:25.371066,2021-02-18 10:27:16.428882
Case05,Turn & Mill. & Screw Assem,2021-02-18 10:27:16.428882,2021-02-18 10:27:16.428882
Case05,Round  Q.C.,2021-02-18 10:27:16.428882,2021-02-18 13:29:20.162832
Case05,Laser Marking,2021-02-18 15:03:15.562078,2021-02-18 15:03:15.562078
Case05,Fix,2021-02-16 16:57:22.139343,2021-02-16 20:31:09.644741
Case05,Lapping,2021-02-18 02:36:01.215199,2021-02-18 02:36:01.215199
Case05,Turning Rework,2021-02-16 15:46:23.210281,2021-02-16 16:57:22.139343
Case05,Packing,2021-02-14 13:22:20.596125,2021-02-14 18:10:08.763335
Case05,Round  Q.C.,2021-02-16 09:51:34.495336,2021-02-16 12:17:35.509654
Case05,Turning Q.C.,2021-02-13 12:37:33.941295,2021-02-13 12:37:33.941295
Case05,Round  Q.C.,2021-02-13 12:37:33.941295,2021-02-13 16:24:29.653079
Case05,Rework Milling,2021-02-13 16:24:29.653079,2021-02-13 17:37:01.654257
Case05,Lapping,2021-02-14 08:48:46.111671,2021-02-14 10:41:03.721797
Case05,Round  Q.C.,2021-02-14 12:20:22.240755,2021-02-14 12:20:22.240755
Case05,Grinding Rework,2021-02-16 14:51:41.057092,2021-02-16 14:51:41.057092
Case05,Nitration Q.C.,2021-02-13 18:03:40.118972,2021-02-13 18:03:40.118972
Case05,Laser Marking,2021-02-14 18:32:00.693455,2021-02-14 18:32:00.693455
Case05,Grinding Rework,2021-02-16 02:14:57.310124,2021-02-16 04:06:04.848290
Case05,Round  Q.C.,2021-02-16 04:41:31.426013,2021-02-16 04:41:31.426013
Case05,Flat Grinding,2021-02-16 09:45:45.549170,2021-02-16 09:51:34.495336
Case05,Turning,2021-02-16 09:51:34.495336,2021-02-16 09:51:34.495336
Case05,Grinding Rework,2021-02-14 18:10:08.763335,2021-02-14 18:32:00.693455
Case06,Round Grinding,2021-02-13 15:21:15.758228,2021-02-13 21:04:09.304733
Case06,Lapping,2021-02-13 12:37:33.941295,2021-02-13 15:19:49.971850
Case06,Fix,2021-02-13 18:09:36.598069,2021-02-13 18:09:36.598069
Case07,Setup,2021-02-13 17:37:01.654257,2021-02-13 17:37:01.654257
Case07,Flat Grinding,2021-02-13 19:31:16.206014,2021-02-13 19:43:37.384693
Case07,Turning Rework,2021-02-14 06:15:21.398612,2021-02-14 09:03:47.863046
Case07,Change Version,2021-02-13 14:46:26.237476,2021-02-13 15:24:43.265934
Case08,Final Inspection,2021-02-15 23:45:32.559071,2021-02-16 01:46:38.443780
Case08,Stress Relief,2021-02-14 18:32:00.693455,2021-02-15 00:14:20.705481
Case08,Lapping,2021-02-14 18:33:32.392817,2021-02-14 18:33:32.392817
Case08,Rework Milling,2021-02-14 12:20:22.240755,2021-02-14 13:20:58.704636
Case08,Flat Grinding,2021-02-14 12:09:01.317150,2021-02-14 16:54:59.385902
Case08,Lapping,2021-02-13 17:46:43.791997,2021-02-13 19:06:31.734001
Case08,Final Inspection Q.C.,2021-02-13 17:44:30.024547,2021-02-13 18:05:53.080955
Case08,Rework Milling,2021-02-13 12:37:33.941295,2021-02-13 13:43:27.477686
Case08,Final Inspection,2021-02-13 13:54:09.466238,2021-02-13 18:29:46.519489
Case08,Round  Q.C.,2021-02-14 11:16:44.566833,2021-02-14 12:54:30.875951
Case09,Setup,2021-02-16 15:32:44.591829,2021-02-16 15:32:44.591829
Case09,Flat Grinding,2021-02-16 17:18:59.561394,2021-02-16 17:18:59.561394
Case09,Turning & Milling,2021-02-16 22:27:26.653608,2021-02-16 22:27:26.653608
Case09,Fix,2021-02-17 12:39:19.154968,2021-02-17 15:22:34.686146
Case09,Turning Q.C.,2021-02-17 12:02:30.148563,2021-02-17 15:05:45.878582
