caseid,task,start_timestamp,end_timestamp
Case00,Stress Relief,2021-02-16 20:55:23.064361,2021-02-16 20:55:23.064361
Case00,Round  Q.C.,2021-02-17 08:39:24.403377,2021-02-17 12:02:13.880077
Case00,Round Grinding,2021-02-17 15:44:40.799757,2021-02-17 15:44:40.799757
Case00,Laser Marking,2021-02-17 19:29:41.964909,2021-02-17 23:13:50.185830
Case00,Milling,2021-02-17 23:13:50.185830,2021-02-17 23:13:50.185830
Case00,Turning Rework,2021-02-17 23:13:50.185830,2021-02-17 23:13:50.185830
Case00,Fix,2021-02-16 16:57:05.870857,2021-02-16 20:30:53.376255
Case00,Lapping,2021-02-18 02:35:44.946713,2021-02-18 02:35:44.946713
Case00,Milling Q.C.,2021-02-18 08:21:09.102580,2021-02-18 10:27:00.160396
Case00,Turn & Mill. & Screw Assem,2021-02-18 10:27:00.160396,2021-02-18 10:27:00.160396
Case00,Round  Q.C.,2021-02-18 10:27:00.160396,2021-02-18 13:29:03.894346
Case00,Laser Marking,2021-02-18 15:02:59.293592,2021-02-18 15:02:59.293592
Case00,Turning,2021-02-18 17:37:38.224876,2021-02-18 21:49:05.910652
Case00,Turning,2021-02-18 03:13:03.494861,2021-02-18 08:21:09.102580
Case00,Turning Rework,2021-02-16 15:46:06.941795,2021-02-16 16:57:05.870857
Case00,Round  Q.C.,2021-02-17 23:22:11.527991,2021-02-18 01:37:51.293134
Case00,Round  Q.C.,2021-02-16 09:51:18.226850,2021-02-16 12:17:19.241168
Case00,Turning Q.C.,2021-02-13 12:37:17.672809,2021-02-13 12:37:17.672809
Case00,Round  Q.C.,2021-02-13 12:37:17.672809,2021-02-13 16:24:13.384593
Case00,Rework Milling,2021-02-13 16:24:13.384593,2021-02-13 17:36:45.385771
Case00,Nitration Q.C.,2021-02-13 18:03:23.850486,2021-02-13 18:03:23.850486
Case00,Lapping,2021-02-14 08:48:29.843185,2021-02-14 10:40:47.453311
Case00,Round  Q.C.,2021-02-14 12:20:05.972269,2021-02-14 12:20:05.972269
Case00,Packing,2021-02-14 13:22:04.327639,2021-02-14 18:09:52.494849
Case00,Grinding Rework,2021-02-14 18:09:52.494849,2021-02-14 18:31:44.424969
Case00,Laser Marking,2021-02-14 18:31:44.424969,2021-02-14 18:31:44.424969
Case00,Grinding Rework,2021-02-16 02:14:41.041638,2021-02-16 04:05:48.579804
Case00,Round  Q.C.,2021-02-16 04:41:15.157527,2021-02-16 04:41:15.157527
Case00,Flat Grinding,2021-02-16 09:45:29.280684,2021-02-16 09:51:18.226850
Case00,Turning,2021-02-16 09:51:18.226850,2021-02-16 09:51:18.226850
Case00,Grinding Rework,2021-02-16 14:51:24.788606,2021-02-16 14:51:24.788606
Case01,Fix,2021-02-13 18:09:20.329583,2021-02-13 18:09:20.329583
Case01,Round Grinding,2021-02-13 15:20:59.489742,2021-02-13 21:03:53.036247
Case01,Lapping,2021-02-13 12:37:17.672809,2021-02-13 15:19:33.703364
Case02,Change Version,2021-02-13 14:46:09.968990,2021-02-13 15:24:26.997448
Case02,Flat Grinding,2021-02-13 19:30:59.937528,2021-02-13 19:43:21.116207
Case02,Setup,2021-02-13 17:36:45.385771,2021-02-13 17:36:45.385771
Case02,Turning Rework,2021-02-14 06:15:05.130126,2021-02-14 09:03:31.594560
Case03,Rework Milling,2021-02-14 12:20:05.972269,2021-02-14 13:20:42.436150
Case03,Final Inspection,2021-02-15 23:45:16.290585,2021-02-16 01:46:22.175294
Case03,Stress Relief,2021-02-14 18:31:44.424969,2021-02-15 00:14:04.436995
Case03,Lapping,2021-02-14 18:33:16.124331,2021-02-14 18:33:16.124331
Case03,Flat Grinding,2021-02-14 12:08:45.048664,2021-02-14 16:54:43.117416
Case03,Round  Q.C.,2021-02-14 11:16:28.298347,2021-02-14 12:54:14.607465
Case03,Lapping,2021-02-13 17:46:27.523511,2021-02-13 19:06:15.465515
Case03,Final Inspection Q.C.,2021-02-13 17:44:13.756061,2021-02-13 18:05:36.812469
Case03,Rework Milling,2021-02-13 12:37:17.672809,2021-02-13 13:43:11.209200
Case03,Final Inspection,2021-02-13 13:53:53.197752,2021-02-13 18:29:30.251003
Case04,Nitration Q.C.,2021-02-16 12:17:19.241168,2021-02-16 14:18:26.562683
Case04,Setup,2021-02-16 15:32:28.323343,2021-02-16 15:32:28.323343
Case04,Flat Grinding,2021-02-16 17:18:43.292908,2021-02-16 17:18:43.292908
Case04,Turning & Milling,2021-02-16 22:27:10.385122,2021-02-16 22:27:10.385122
Case04,Turning Q.C.,2021-02-17 12:02:13.880077,2021-02-17 15:05:29.610096
Case04,Turn & Mill. & Screw Assem,2021-02-17 16:08:07.942718,2021-02-17 16:08:07.942718
Case04,Laser Marking,2021-02-18 03:42:08.144299,2021-02-18 03:42:08.144299
Case04,Nitration Q.C.,2021-02-16 21:38:49.045961,2021-02-17 01:11:43.564642
Case04,Turning,2021-02-20 03:38:35.303933,2021-02-20 04:36:14.822485
Case04,Turn & Mill. & Screw Assem,2021-02-18 01:59:36.290280,2021-02-18 03:40:34.681398
Case04,Turning Rework,2021-02-18 02:54:32.497386,2021-02-18 02:54:32.497386
Case04,Turning Rework,2021-02-17 23:13:50.185830,2021-02-17 23:13:50.185830
Case04,Milling Q.C.,2021-02-16 12:35:32.880781,2021-02-16 12:35:32.880781
Case04,Fix,2021-02-17 12:39:02.886482,2021-02-17 15:22:18.417660
Case04,Turning Q.C.,2021-02-16 05:34:32.537891,2021-02-16 05:34:32.537891
Case04,Turning & Milling,2021-02-13 12:20:03.317848,2021-02-13 13:41:34.690553
Case04,Final Inspection,2021-02-13 13:49:18.773330,2021-02-13 13:49:18.773330
Case04,Turning & Milling,2021-02-13 23:12:08.394547,2021-02-13 23:12:08.394547
Case04,Round  Q.C.,2021-02-14 13:31:38.721626,2021-02-14 15:43:24.082086
Case04,Round  Q.C.,2021-02-13 16:41:13.948279,2021-02-13 16:41:13.948279
Case04,Fix,2021-02-14 15:16:50.026601,2021-02-14 15:36:40.849110
Case04,Turning & Milling Q.C.,2021-02-14 19:15:51.354245,2021-02-14 19:15:51.354245
Case04,Turning,2021-02-15 02:58:07.844960,2021-02-15 02:58:07.844960
Case04,Round  Q.C.,2021-02-16 08:13:02.339779,2021-02-16 11:40:42.058960
Case04,Lapping,2021-02-16 04:05:48.579804,2021-02-16 05:54:11.946179
Case04,Fix,2021-02-14 10:40:47.453311,2021-02-14 11:40:45.332649
Case05,Stress Relief,2021-02-16 20:55:22.872618,2021-02-16 20:55:22.872618
Case05,Turning Rework,2021-02-17 23:13:49.994087,2021-02-17 23:13:49.994087
Case05,Round  Q.C.,2021-02-17 08:39:24.211634,2021-02-17 12:02:13.688334
Case05,Round Grinding,2021-02-17 15:44:40.608014,2021-02-17 15:44:40.608014
Case05,Laser Marking,2021-02-17 19:29:41.773166,2021-02-17 23:13:49.994087
Case05,Milling,2021-02-17 23:13:49.994087,2021-02-17 23:13:49.994087
