caseid,task,start_timestamp,end_timestamp
Case00,Stress Relief,2021-02-16 20:55:27.312765,2021-02-16 20:55:27.312765
Case00,Round  Q.C.,2021-02-17 08:39:28.651781,2021-02-17 12:02:18.128481
Case00,Round Grinding,2021-02-17 15:44:45.048161,2021-02-17 15:44:45.048161
Case00,Laser Marking,2021-02-17 19:29:46.213313,2021-02-17 23:13:54.434234
Case00,Milling,2021-02-17 23:13:54.434234,2021-02-17 23:13:54.434234
Case00,Turning Rework,2021-02-17 23:13:54.434234,2021-02-17 23:13:54.434234
Case00,Fix,2021-02-16 16:57:10.119261,2021-02-16 20:30:57.624659
Case00,Lapping,2021-02-18 02:35:49.195117,2021-02-18 02:35:49.195117
Case00,Milling Q.C.,2021-02-18 08:21:13.350984,2021-02-18 10:27:04.408800
Case00,Turn & Mill. & Screw Assem,2021-02-18 10:27:04.408800,2021-02-18 10:27:04.408800
Case00,Round  Q.C.,2021-02-18 10:27:04.408800,2021-02-18 13:29:08.142750
Case00,Laser Marking,2021-02-18 15:03:03.541996,2021-02-18 15:03:03.541996
Case00,Turning,2021-02-18 17:37:42.473280,2021-02-18 21:49:10.159056
Case00,Turning,2021-02-18 03:13:07.743265,2021-02-18 08:21:13.350984
Case00,Turning Rework,2021-02-16 15:46:11.190199,2021-02-16 16:57:10.119261
Case00,Round  Q.C.,2021-02-17 23:22:15.776395,2021-02-18 01:37:55.541538
Case00,Round  Q.C.,2021-02-16 09:51:22.475254,2021-02-16 12:17:23.489572
Case00,Turning Q.C.,2021-02-13 12:37:21.921213,2021-02-13 12:37:21.921213
Case00,Round  Q.C.,2021-02-13 12:37:21.921213,2021-02-13 16:24:17.632997
Case00,Rework Milling,2021-02-13 16:24:17.632997,2021-02-13 17:36:49.634175
Case00,Nitration Q.C.,2021-02-13 18:03:28.098890,2021-02-13 18:03:28.098890
Case00,Lapping,2021-02-14 08:48:34.091589,2021-02-14 10:40:51.701715
Case00,Round  Q.C.,2021-02-14 12:20:10.220673,2021-02-14 12:20:10.220673
Case00,Packing,2021-02-14 13:22:08.576043,2021-02-14 18:09:56.743253
Case00,Grinding Rework,2021-02-14 18:09:56.743253,2021-02-14 18:31:48.673373
Case00,Laser Marking,2021-02-14 18:31:48.673373,2021-02-14 18:31:48.673373
Case00,Grinding Rework,2021-02-16 02:14:45.290042,2021-02-16 04:05:52.828208
Case00,Round  Q.C.,2021-02-16 04:41:19.405931,2021-02-16 04:41:19.405931
Case00,Flat Grinding,2021-02-16 09:45:33.529088,2021-02-16 09:51:22.475254
Case00,Turning,2021-02-16 09:51:22.475254,2021-02-16 09:51:22.475254
Case00,Grinding Rework,2021-02-16 14:51:29.037010,2021-02-16 14:51:29.037010
Case01,Fix,2021-02-13 18:09:24.577987,2021-02-13 18:09:24.577987
Case01,Round Grinding,2021-02-13 15:21:03.738146,2021-02-13 21:03:57.284651
Case01,Lapping,2021-02-13 12:37:21.921213,2021-02-13 15:19:37.951768
Case02,Change Version,2021-02-13 14:46:14.217394,2021-02-13 15:24:31.245852
Case02,Flat Grinding,2021-02-13 19:31:04.185932,2021-02-13 19:43:25.364611
Case02,Setup,2021-02-13 17:36:49.634175,2021-02-13 17:36:49.634175
Case02,Turning Rework,2021-02-14 06:15:09.378530,2021-02-14 09:03:35.842964
Case03,Rework Milling,2021-02-14 12:20:10.220673,2021-02-14 13:20:46.684554
Case03,Final Inspection,2021-02-15 23:45:20.538989,2021-02-16 01:46:26.423698
Case03,Stress Relief,2021-02-14 18:31:48.673373,2021-02-15 00:14:08.685399
Case03,Lapping,2021-02-14 18:33:20.372735,2021-02-14 18:33:20.372735
Case03,Flat Grinding,2021-02-14 12:08:49.297068,2021-02-14 16:54:47.365820
Case03,Round  Q.C.,2021-02-14 11:16:32.546751,2021-02-14 12:54:18.855869
Case03,Lapping,2021-02-13 17:46:31.771915,2021-02-13 19:06:19.713919
Case03,Final Inspection Q.C.,2021-02-13 17:44:18.004465,2021-02-13 18:05:41.060873
Case03,Rework Milling,2021-02-13 12:37:21.921213,2021-02-13 13:43:15.457604
Case03,Final Inspection,2021-02-13 13:53:57.446156,2021-02-13 18:29:34.499407
Case04,Nitration Q.C.,2021-02-16 12:17:23.489572,2021-02-16 14:18:30.811087
Case04,Setup,2021-02-16 15:32:32.571747,2021-02-16 15:32:32.571747
Case04,Flat Grinding,2021-02-16 17:18:47.541312,2021-02-16 17:18:47.541312
Case04,Turning & Milling,2021-02-16 22:27:14.633526,2021-02-16 22:27:14.633526
Case04,Turning Q.C.,2021-02-17 12:02:18.128481,2021-02-17 15:05:33.858500
Case04,Turn & Mill. & Screw Assem,2021-02-17 16:08:12.191122,2021-02-17 16:08:12.191122
Case04,Laser Marking,2021-02-18 03:42:12.392703,2021-02-18 03:42:12.392703
Case04,Nitration Q.C.,2021-02-16 21:38:53.294365,2021-02-17 01:11:47.813046
Case04,Turning,2021-02-20 03:38:39.552337,2021-02-20 04:36:19.070889
Case04,Turn & Mill. & Screw Assem,2021-02-18 01:59:40.538684,2021-02-18 03:40:38.929802
Case04,Turning Rework,2021-02-18 02:54:36.745790,2021-02-18 02:54:36.745790
Case04,Turning Rework,2021-02-17 23:13:54.434234,2021-02-17 23:13:54.434234
Case04,Milling Q.C.,2021-02-16 12:35:37.129185,2021-02-16 12:35:37.129185
Case04,Fix,2021-02-17 12:39:07.134886,2021-02-17 15:22:22.666064
Case04,Turning Q.C.,2021-02-16 05:34:36.786295,2021-02-16 05:34:36.786295
Case04,Turning & Milling,2021-02-13 12:20:07.566252,2021-02-13 13:41:38.938957
Case04,Final Inspection,2021-02-13 13:49:23.021734,2021-02-13 13:49:23.021734
Case04,Turning & Milling,2021-02-13 23:12:12.642951,2021-02-13 23:12:12.642951
Case04,Round  Q.C.,2021-02-14 13:31:42.970030,2021-02-14 15:43:28.330490
Case04,Round  Q.C.,2021-02-13 16:41:18.196683,2021-02-13 16:41:18.196683
Case04,Fix,2021-02-14 15:16:54.275005,2021-02-14 15:36:45.097514
Case04,Turning & Milling Q.C.,2021-02-14 19:15:55.602649,2021-02-14 19:15:55.602649
Case04,Turning,2021-02-15 02:58:12.093364,2021-02-15 02:58:12.093364
Case04,Round  Q.C.,2021-02-16 08:13:06.588183,2021-02-16 11:40:46.307364
Case04,Lapping,2021-02-16 04:05:52.828208,2021-02-16 05:54:16.194583
Case04,Fix,2021-02-14 10:40:51.701715,2021-02-14 11:40:49.581053
Case05,Stress Relief,2021-02-16 20:55:27.353735,2021-02-16 20:55:27.353735
