caseid,task,start_timestamp,end_timestamp
Case000,Evaluacion curso,2021-02-14 02:08:32.805057,2021-02-14 04:32:37.986570
Case000,Validar solicitud,2021-02-14 04:32:37.986570,2021-02-14 13:16:35.445181
Case000,Homologacion por grupo de cursos,2021-02-14 13:16:35.445181,2021-02-14 14:24:28.712808
Case000,Evaluacion curso,2021-02-14 21:30:27.236177,2021-02-15 08:46:33.136121
Case001,Visto Bueno Cierre Proceso,2021-02-14 15:23:25.217625,2021-02-14 20:53:57.777926
Case001,Notificacion estudiante cancelacion soli,2021-02-14 04:32:37.986570,2021-02-14 04:32:37.986570
Case001,Evaluacion curso,2021-02-14 13:16:35.445181,2021-02-14 17:27:35.267740
Case001,Traer informacion estudiante - banner,2021-02-15 05:21:09.094659,2021-02-16 11:55:08.050729
Case002,Avanzar recepcion documentos,2021-02-14 14:24:28.712808,2021-02-15 07:06:53.719751
Case002,Avanzar recepcion documentos,2021-02-14 13:16:35.445181,2021-02-14 13:16:35.445181
Case002,Validar solicitud,2021-02-14 04:32:37.986570,2021-02-14 04:32:37.986570
Case002,Validacion final,2021-02-13 10:56:24.112812,2021-02-15 01:37:11.475330
Case003,Homologacion por grupo de cursos,2021-02-14 21:32:06.772953,2021-02-14 21:32:06.772953
Case003,Traer informacion estudiante - banner,2021-02-14 04:32:37.986570,2021-02-14 04:32:37.986570
Case003,Visto Bueno Cierre Proceso,2021-02-14 13:16:35.445181,2021-02-15 03:14:16.459547
Case003,Avanzar recepcion documentos,2021-02-14 14:24:28.712808,2021-02-14 19:09:34.949695
Case004,Evaluacion curso,2021-02-14 05:55:54.003406,2021-02-14 05:55:54.003406
Case005,Evaluacion curso,2021-02-14 21:30:27.174478,2021-02-15 08:46:33.074422
Case005,Validar solicitud,2021-02-14 04:32:37.924871,2021-02-14 13:16:35.383482
Case005,Homologacion por grupo de cursos,2021-02-14 13:16:35.383482,2021-02-14 14:24:28.651109
Case005,Evaluacion curso,2021-02-14 02:08:32.743358,2021-02-14 04:32:37.924871
Case006,Visto Bueno Cierre Proceso,2021-02-14 15:23:25.155926,2021-02-14 20:53:57.716227
Case006,Notificacion estudiante cancelacion soli,2021-02-14 04:32:37.924871,2021-02-14 04:32:37.924871
Case006,Evaluacion curso,2021-02-14 13:16:35.383482,2021-02-14 17:27:35.206041
Case006,Traer informacion estudiante - banner,2021-02-15 05:21:09.032960,2021-02-16 11:55:07.989030
Case007,Validacion final,2021-02-13 10:56:24.051113,2021-02-15 01:37:11.413631
Case007,Validar solicitud,2021-02-14 04:32:37.924871,2021-02-14 04:32:37.924871
Case007,Avanzar recepcion documentos,2021-02-14 13:16:35.383482,2021-02-14 13:16:35.383482
