caseid,task,start_timestamp,end_timestamp
Case000,Evaluacion curso,2021-02-14 02:08:24.410607,2021-02-14 04:32:29.592120
Case000,Validar solicitud,2021-02-14 04:32:29.592120,2021-02-14 13:16:27.050731
Case000,Homologacion por grupo de cursos,2021-02-14 13:16:27.050731,2021-02-14 14:24:20.318358
Case000,Evaluacion curso,2021-02-14 21:30:18.841727,2021-02-15 08:46:24.741671
Case001,Visto Bueno Cierre Proceso,2021-02-14 15:23:16.823175,2021-02-14 20:53:49.383476
Case001,Notificacion estudiante cancelacion soli,2021-02-14 04:32:29.592120,2021-02-14 04:32:29.592120
Case001,Evaluacion curso,2021-02-14 13:16:27.050731,2021-02-14 17:27:26.873290
Case001,Traer informacion estudiante - banner,2021-02-15 05:21:00.700209,2021-02-16 11:54:59.656279
Case002,Avanzar recepcion documentos,2021-02-14 14:24:20.318358,2021-02-15 07:06:45.325301
Case002,Avanzar recepcion documentos,2021-02-14 13:16:27.050731,2021-02-14 13:16:27.050731
Case002,Validar solicitud,2021-02-14 04:32:29.592120,2021-02-14 04:32:29.592120
Case002,Validacion final,2021-02-13 10:56:15.718362,2021-02-15 01:37:03.080880
Case003,Homologacion por grupo de cursos,2021-02-14 21:31:58.378503,2021-02-14 21:31:58.378503
Case003,Traer informacion estudiante - banner,2021-02-14 04:32:29.592120,2021-02-14 04:32:29.592120
Case003,Visto Bueno Cierre Proceso,2021-02-14 13:16:27.050731,2021-02-15 03:14:08.065097
Case003,Avanzar recepcion documentos,2021-02-14 14:24:20.318358,2021-02-14 19:09:26.555245
Case004,Evaluacion curso,2021-02-14 05:55:45.608956,2021-02-14 05:55:45.608956
Case005,Evaluacion curso,2021-02-14 21:30:18.816236,2021-02-15 08:46:24.716180
Case005,Validar solicitud,2021-02-14 04:32:29.566629,2021-02-14 13:16:27.025240
Case005,Homologacion por grupo de cursos,2021-02-14 13:16:27.025240,2021-02-14 14:24:20.292867
Case005,Evaluacion curso,2021-02-14 02:08:24.385116,2021-02-14 04:32:29.566629
Case006,Visto Bueno Cierre Proceso,2021-02-14 15:23:16.797684,2021-02-14 20:53:49.357985
Case006,Notificacion estudiante cancelacion soli,2021-02-14 04:32:29.566629,2021-02-14 04:32:29.566629
Case006,Evaluacion curso,2021-02-14 13:16:27.025240,2021-02-14 17:27:26.847799
Case006,Traer informacion estudiante - banner,2021-02-15 05:21:00.674718,2021-02-16 11:54:59.630788
Case007,Validacion final,2021-02-13 10:56:15.692871,2021-02-15 01:37:03.055389
Case007,Validar solicitud,2021-02-14 04:32:29.566629,2021-02-14 04:32:29.566629
Case007,Avanzar recepcion documentos,2021-02-14 13:16:27.025240,2021-02-14 13:16:27.025240
Case007,Avanzar recepcion documentos,2021-02-14 14:24:20.292867,2021-02-15 07:06:45.299810
Case008,Homologacion por grupo de cursos,2021-02-14 21:31:58.353012,2021-02-14 21:31:58.353012
Case008,Avanzar recepcion documentos,2021-02-14 14:24:20.292867,2021-02-14 19:09:26.529754
Case008,Visto Bueno Cierre Proceso,2021-02-14 13:16:27.025240,2021-02-15 03:14:08.039606
Case008,Traer informacion estudiante - banner,2021-02-14 04:32:29.566629,2021-02-14 04:32:29.566629
Case009,Evaluacion curso,2021-02-14 05:55:45.583465,2021-02-14 05:55:45.583465
Case010,Homologacion por grupo de cursos,2021-02-14 13:16:27.374949,2021-02-14 14:24:20.642576
Case010,Evaluacion curso,2021-02-14 02:08:24.734825,2021-02-14 04:32:29.916338
Case010,Validar solicitud,2021-02-14 04:32:29.916338,2021-02-14 13:16:27.374949
Case010,Evaluacion curso,2021-02-14 21:30:19.165945,2021-02-15 08:46:25.065889
Case011,Traer informacion estudiante - banner,2021-02-15 05:21:01.024427,2021-02-16 11:54:59.980497
Case011,Notificacion estudiante cancelacion soli,2021-02-14 04:32:29.916338,2021-02-14 04:32:29.916338
Case011,Evaluacion curso,2021-02-14 13:16:27.374949,2021-02-14 17:27:27.197508
Case011,Visto Bueno Cierre Proceso,2021-02-14 15:23:17.147393,2021-02-14 20:53:49.707694
Case012,Validacion final,2021-02-13 10:56:16.042580,2021-02-15 01:37:03.405098
Case012,Validar solicitud,2021-02-14 04:32:29.916338,2021-02-14 04:32:29.916338
Case012,Avanzar recepcion documentos,2021-02-14 13:16:27.374949,2021-02-14 13:16:27.374949
Case012,Avanzar recepcion documentos,2021-02-14 14:24:20.642576,2021-02-15 07:06:45.649519
Case013,Homologacion por grupo de cursos,2021-02-14 21:31:58.702721,2021-02-14 21:31:58.702721
Case013,Traer informacion estudiante - banner,2021-02-14 04:32:29.916338,2021-02-14 04:32:29.916338
Case013,Visto Bueno Cierre Proceso,2021-02-14 13:16:27.374949,2021-02-15 03:14:08.389315
Case013,Avanzar recepcion documentos,2021-02-14 14:24:20.642576,2021-02-14 19:09:26.879463
Case014,Evaluacion curso,2021-02-14 05:55:45.933174,2021-02-14 05:55:45.933174
Case015,Evaluacion curso,2021-02-14 02:08:23.973552,2021-02-14 04:32:29.155065
Case015,Validar solicitud,2021-02-14 04:32:29.155065,2021-02-14 13:16:26.613676
Case015,Homologacion por grupo de cursos,2021-02-14 13:16:26.613676,2021-02-14 14:24:19.881303
Case015,Evaluacion curso,2021-02-14 21:30:18.404672,2021-02-15 08:46:24.304616
Case016,Visto Bueno Cierre Proceso,2021-02-14 15:23:16.386120,2021-02-14 20:53:48.946421
Case016,Notificacion estudiante cancelacion soli,2021-02-14 04:32:29.155065,2021-02-14 04:32:29.155065
Case016,Evaluacion curso,2021-02-14 13:16:26.613676,2021-02-14 17:27:26.436235
Case016,Traer informacion estudiante - banner,2021-02-15 05:21:00.263154,2021-02-16 11:54:59.219224
Case017,Avanzar recepcion documentos,2021-02-14 13:16:26.613676,2021-02-14 13:16:26.613676
Case017,Avanzar recepcion documentos,2021-02-14 14:24:19.881303,2021-02-15 07:06:44.888246
Case017,Validar solicitud,2021-02-14 04:32:29.155065,2021-02-14 04:32:29.155065
Case017,Validacion final,2021-02-13 10:56:15.281307,2021-02-15 01:37:02.643825
Case018,Homologacion por grupo de cursos,2021-02-14 21:31:57.941448,2021-02-14 21:31:57.941448
Case018,Traer informacion estudiante - banner,2021-02-14 04:32:29.155065,2021-02-14 04:32:29.155065
Case018,Visto Bueno Cierre Proceso,2021-02-14 13:16:26.613676,2021-02-15 03:14:07.628042
Case018,Avanzar recepcion documentos,2021-02-14 14:24:19.881303,2021-02-14 19:09:26.118190
Case019,Evaluacion curso,2021-02-14 05:55:45.171901,2021-02-14 05:55:45.171901
Case020,Evaluacion curso,2021-02-14 21:30:18.839050,2021-02-15 08:46:24.738994
Case020,Homologacion por grupo de cursos,2021-02-14 13:16:27.048054,2021-02-14 14:24:20.315681
Case020,Validar solicitud,2021-02-14 04:32:29.589443,2021-02-14 13:16:27.048054
Case020,Evaluacion curso,2021-02-14 02:08:24.407930,2021-02-14 04:32:29.589443
Case021,Visto Bueno Cierre Proceso,2021-02-14 15:23:16.820498,2021-02-14 20:53:49.380799
Case021,Notificacion estudiante cancelacion soli,2021-02-14 04:32:29.589443,2021-02-14 04:32:29.589443
Case021,Evaluacion curso,2021-02-14 13:16:27.048054,2021-02-14 17:27:26.870613
Case021,Traer informacion estudiante - banner,2021-02-15 05:21:00.697532,2021-02-16 11:54:59.653602
Case022,Validacion final,2021-02-13 10:56:15.715685,2021-02-15 01:37:03.078203
Case022,Validar solicitud,2021-02-14 04:32:29.589443,2021-02-14 04:32:29.589443
Case022,Avanzar recepcion documentos,2021-02-14 13:16:27.048054,2021-02-14 13:16:27.048054
Case022,Avanzar recepcion documentos,2021-02-14 14:24:20.315681,2021-02-15 07:06:45.322624
Case023,Avanzar recepcion documentos,2021-02-14 14:24:20.315681,2021-02-14 19:09:26.552568
Case023,Visto Bueno Cierre Proceso,2021-02-14 13:16:27.048054,2021-02-15 03:14:08.062420
Case023,Homologacion por grupo de cursos,2021-02-14 21:31:58.375826,2021-02-14 21:31:58.375826
Case023,Traer informacion estudiante - banner,2021-02-14 04:32:29.589443,2021-02-14 04:32:29.589443
Case024,Evaluacion curso,2021-02-14 05:55:45.606279,2021-02-14 05:55:45.606279
Case025,Evaluacion curso,2021-02-14 02:08:24.339685,2021-02-14 04:32:29.521198
Case025,Validar solicitud,2021-02-14 04:32:29.521198,2021-02-14 13:16:26.979809
Case025,Homologacion por grupo de cursos,2021-02-14 13:16:26.979809,2021-02-14 14:24:20.247436
Case025,Evaluacion curso,2021-02-14 21:30:18.770805,2021-02-15 08:46:24.670749
Case026,Traer informacion estudiante - banner,2021-02-15 05:21:00.629287,2021-02-16 11:54:59.585357
Case026,Evaluacion curso,2021-02-14 13:16:26.979809,2021-02-14 17:27:26.802368
Case026,Visto Bueno Cierre Proceso,2021-02-14 15:23:16.752253,2021-02-14 20:53:49.312554
Case026,Notificacion estudiante cancelacion soli,2021-02-14 04:32:29.521198,2021-02-14 04:32:29.521198
Case027,Validacion final,2021-02-13 10:56:15.647440,2021-02-15 01:37:03.009958
Case027,Validar solicitud,2021-02-14 04:32:29.521198,2021-02-14 04:32:29.521198
Case027,Avanzar recepcion documentos,2021-02-14 13:16:26.979809,2021-02-14 13:16:26.979809
Case027,Avanzar recepcion documentos,2021-02-14 14:24:20.247436,2021-02-15 07:06:45.254379
Case028,Homologacion por grupo de cursos,2021-02-14 21:31:58.307581,2021-02-14 21:31:58.307581
Case028,Traer informacion estudiante - banner,2021-02-14 04:32:29.521198,2021-02-14 04:32:29.521198
Case028,Visto Bueno Cierre Proceso,2021-02-14 13:16:26.979809,2021-02-15 03:14:07.994175
Case028,Avanzar recepcion documentos,2021-02-14 14:24:20.247436,2021-02-14 19:09:26.484323
Case029,Evaluacion curso,2021-02-14 05:55:45.538034,2021-02-14 05:55:45.538034
Case030,Evaluacion curso,2021-02-14 02:08:24.181589,2021-02-14 04:32:29.363102
Case030,Validar solicitud,2021-02-14 04:32:29.363102,2021-02-14 13:16:26.821713
Case030,Homologacion por grupo de cursos,2021-02-14 13:16:26.821713,2021-02-14 14:24:20.089340
Case030,Evaluacion curso,2021-02-14 21:30:18.612709,2021-02-15 08:46:24.512653
Case031,Visto Bueno Cierre Proceso,2021-02-14 15:23:16.594157,2021-02-14 20:53:49.154458
Case031,Notificacion estudiante cancelacion soli,2021-02-14 04:32:29.363102,2021-02-14 04:32:29.363102
Case031,Evaluacion curso,2021-02-14 13:16:26.821713,2021-02-14 17:27:26.644272
Case031,Traer informacion estudiante - banner,2021-02-15 05:21:00.471191,2021-02-16 11:54:59.427261
Case032,Validar solicitud,2021-02-14 04:32:29.363102,2021-02-14 04:32:29.363102
Case032,Avanzar recepcion documentos,2021-02-14 14:24:20.089340,2021-02-15 07:06:45.096283
Case032,Avanzar recepcion documentos,2021-02-14 13:16:26.821713,2021-02-14 13:16:26.821713
Case032,Validacion final,2021-02-13 10:56:15.489344,2021-02-15 01:37:02.851862
Case033,Homologacion por grupo de cursos,2021-02-14 21:31:58.149485,2021-02-14 21:31:58.149485
Case033,Traer informacion estudiante - banner,2021-02-14 04:32:29.363102,2021-02-14 04:32:29.363102
Case033,Visto Bueno Cierre Proceso,2021-02-14 13:16:26.821713,2021-02-15 03:14:07.836079
Case033,Avanzar recepcion documentos,2021-02-14 14:24:20.089340,2021-02-14 19:09:26.326227
Case034,Evaluacion curso,2021-02-14 05:55:45.379938,2021-02-14 05:55:45.379938
Case035,Evaluacion curso,2021-02-14 21:30:18.622440,2021-02-15 08:46:24.522384
Case035,Homologacion por grupo de cursos,2021-02-14 13:16:26.831444,2021-02-14 14:24:20.099071
Case035,Evaluacion curso,2021-02-14 02:08:24.191320,2021-02-14 04:32:29.372833
Case035,Validar solicitud,2021-02-14 04:32:29.372833,2021-02-14 13:16:26.831444
Case036,Visto Bueno Cierre Proceso,2021-02-14 15:23:16.603888,2021-02-14 20:53:49.164189
Case036,Notificacion estudiante cancelacion soli,2021-02-14 04:32:29.372833,2021-02-14 04:32:29.372833
Case036,Evaluacion curso,2021-02-14 13:16:26.831444,2021-02-14 17:27:26.654003
Case036,Traer informacion estudiante - banner,2021-02-15 05:21:00.480922,2021-02-16 11:54:59.436992
Case037,Avanzar recepcion documentos,2021-02-14 13:16:26.831444,2021-02-14 13:16:26.831444
Case037,Validar solicitud,2021-02-14 04:32:29.372833,2021-02-14 04:32:29.372833
Case037,Avanzar recepcion documentos,2021-02-14 14:24:20.099071,2021-02-15 07:06:45.106014
Case037,Validacion final,2021-02-13 10:56:15.499075,2021-02-15 01:37:02.861593
Case038,Homologacion por grupo de cursos,2021-02-14 21:31:58.159216,2021-02-14 21:31:58.159216
Case038,Traer informacion estudiante - banner,2021-02-14 04:32:29.372833,2021-02-14 04:32:29.372833
Case038,Visto Bueno Cierre Proceso,2021-02-14 13:16:26.831444,2021-02-15 03:14:07.845810
Case038,Avanzar recepcion documentos,2021-02-14 14:24:20.099071,2021-02-14 19:09:26.335958
Case039,Evaluacion curso,2021-02-14 05:55:45.389669,2021-02-14 05:55:45.389669
Case040,Homologacion por grupo de cursos,2021-02-14 13:16:26.993308,2021-02-14 14:24:20.260935
Case040,Validar solicitud,2021-02-14 04:32:29.534697,2021-02-14 13:16:26.993308
Case040,Evaluacion curso,2021-02-14 21:30:18.784304,2021-02-15 08:46:24.684248
Case040,Evaluacion curso,2021-02-14 02:08:24.353184,2021-02-14 04:32:29.534697
Case041,Visto Bueno Cierre Proceso,2021-02-14 15:23:16.765752,2021-02-14 20:53:49.326053
Case041,Notificacion estudiante cancelacion soli,2021-02-14 04:32:29.534697,2021-02-14 04:32:29.534697
Case041,Evaluacion curso,2021-02-14 13:16:26.993308,2021-02-14 17:27:26.815867
Case041,Traer informacion estudiante - banner,2021-02-15 05:21:00.642786,2021-02-16 11:54:59.598856
Case042,Validacion final,2021-02-13 10:56:15.660939,2021-02-15 01:37:03.023457
Case042,Validar solicitud,2021-02-14 04:32:29.534697,2021-02-14 04:32:29.534697
Case042,Avanzar recepcion documentos,2021-02-14 13:16:26.993308,2021-02-14 13:16:26.993308
Case042,Avanzar recepcion documentos,2021-02-14 14:24:20.260935,2021-02-15 07:06:45.267878
Case043,Avanzar recepcion documentos,2021-02-14 14:24:20.260935,2021-02-14 19:09:26.497822
Case043,Visto Bueno Cierre Proceso,2021-02-14 13:16:26.993308,2021-02-15 03:14:08.007674
Case043,Homologacion por grupo de cursos,2021-02-14 21:31:58.321080,2021-02-14 21:31:58.321080
Case043,Traer informacion estudiante - banner,2021-02-14 04:32:29.534697,2021-02-14 04:32:29.534697
Case044,Evaluacion curso,2021-02-14 05:55:45.551533,2021-02-14 05:55:45.551533
Case045,Evaluacion curso,2021-02-14 02:08:24.363133,2021-02-14 04:32:29.544646
Case045,Validar solicitud,2021-02-14 04:32:29.544646,2021-02-14 13:16:27.003257
Case045,Homologacion por grupo de cursos,2021-02-14 13:16:27.003257,2021-02-14 14:24:20.270884
Case045,Evaluacion curso,2021-02-14 21:30:18.794253,2021-02-15 08:46:24.694197
Case046,Traer informacion estudiante - banner,2021-02-15 05:21:00.652735,2021-02-16 11:54:59.608805
