caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,rp_start_oc,start_timestamp
Case1,Create Purchase Requisition,res_55293ed8-9df1-4bb1-90a3-906dab35ade2,Role 1,2011-06-20 19:25:06,41,0,0.0,2011-06-20 19:16:56
Case1,Create Request for Quotation,res_7073177c-bf02-4613-bd76-2d8eeb96b817,Role 3,2011-06-20 20:50:54,41,0,0.0,2011-06-20 20:36:37
Case2,Create Purchase Requisition,res_55293ed8-9df1-4bb1-90a3-906dab35ade2,Role 1,2011-06-21 00:03:03,42,0,0.0,2011-06-20 23:55:05
Case2,Create Request for Quotation,res_7073177c-bf02-4613-bd76-2d8eeb96b817,Role 3,2011-06-21 02:45:19,42,0,0.0,2011-06-21 02:29:33
Case3,Create Purchase Requisition,res_57178085-49fc-4b36-a810-48ed16346a74,Role 1,2011-06-21 02:59:13,43,0,0.0,2011-06-21 02:50:03
Case4,Create Purchase Requisition,res_c55948c5-dde6-4026-bdf4-d5d80d6ec72e,Role 1,2011-06-21 04:34:56,44,0,0.0,2011-06-21 04:25:49
Case3,Create Request for Quotation,res_4731fd64-e5b2-4752-b36b-ceb9c056ebee,Role 3,2011-06-21 05:42:51,44,0,0.0,2011-06-21 05:26:32
Case5,Create Purchase Requisition,res_55293ed8-9df1-4bb1-90a3-906dab35ade2,Role 1,2011-06-21 07:33:19,45,0,0.0,2011-06-21 07:24:17
Case6,Create Purchase Requisition,res_4cc73309-1f58-4310-bb20-d9888a3443b1,Role 1,2011-06-21 07:55:40,46,0,0.0,2011-06-21 07:46:39
Case5,Create Request for Quotation,res_77b7481e-87db-4451-9142-ae18720aa0e1,Role 3,2011-06-21 10:18:55,46,0,0.0,2011-06-21 10:02:16
Case7,Create Purchase Requisition,res_a56ba668-0ac6-4289-a3ad-cc7e6335c6d3,Role 1,2011-06-21 14:25:28,47,0,0.0,2011-06-21 14:16:35
Case8,Create Purchase Requisition,res_7223fcad-3a67-46e6-9c80-704ee4efb9b7,Role 1,2011-06-21 16:40:18,48,0,0.0,2011-06-21 16:31:27
Case7,Create Request for Quotation,res_7073177c-bf02-4613-bd76-2d8eeb96b817,Role 3,2011-06-21 17:13:13,48,0,0.0,2011-06-21 16:56:04
Case9,Create Purchase Requisition,res_a56ba668-0ac6-4289-a3ad-cc7e6335c6d3,Role 1,2011-06-21 17:39:38,49,0,0.0,2011-06-21 17:30:48
Case10,Create Purchase Requisition,res_7223fcad-3a67-46e6-9c80-704ee4efb9b7,Role 1,2011-06-21 19:03:03,50,0,0.0,2011-06-21 18:54:14
Case11,Create Purchase Requisition,res_68098137-6e69-4a49-8287-15936de5e2f0,Role 1,2011-06-21 19:55:00,51,0,0.0,2011-06-21 19:46:11
