caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,rp_start_oc,start_timestamp
Case1,Create Purchase Requisition,res_964342b8-54fb-48bf-b691-c4634ec456b0,Role 1,2011-06-20 22:28:15,41,0,0.0,2011-06-20 22:20:14
Case1,Create Request for Quotation,res_34f6c41a-7bc5-43ff-88ed-4f092243e785,Role 3,2011-06-20 23:54:08,41,0,0.0,2011-06-20 23:39:46
Case2,Create Purchase Requisition,res_56ca3409-8479-4f16-b2af-387707523792,Role 1,2011-06-21 04:05:22,42,0,0.0,2011-06-21 03:56:14
Case3,Create Purchase Requisition,res_f6c390fb-aa64-4137-8d34-73d5add978ba,Role 1,2011-06-21 05:50:58,43,0,0.0,2011-06-21 05:41:53
Case4,Create Purchase Requisition,res_834e69d0-0dc4-42a1-a1c4-6e698f30aba2,Role 1,2011-06-21 06:15:54,44,0,0.0,2011-06-21 06:06:50
Case2,Create Request for Quotation,res_3449e2da-e183-4fe2-ad98-1acfb0530c45,Role 3,2011-06-21 06:48:16,44,0,0.0,2011-06-21 06:31:52
Case5,Create Purchase Requisition,res_32247bbc-e130-4987-b7d3-106e006be1bc,Role 1,2011-06-21 07:58:08,45,0,0.0,2011-06-21 07:49:07
Case3,Create Request for Quotation,res_34f6c41a-7bc5-43ff-88ed-4f092243e785,Role 3,2011-06-21 08:34:48,45,0,0.0,2011-06-21 08:18:17
Case4,Create Request for Quotation,res_34f6c41a-7bc5-43ff-88ed-4f092243e785,Role 3,2011-06-21 09:00:36,45,0,0.0,2011-06-21 08:44:02
Case6,Create Purchase Requisition,res_5c4cabb7-c6c9-49e8-9455-7fdcdd692249,Role 1,2011-06-21 09:40:47,46,0,0.0,2011-06-21 09:31:48
Case7,Create Purchase Requisition,res_5c4cabb7-c6c9-49e8-9455-7fdcdd692249,Role 1,2011-06-21 10:22:45,47,0,0.0,2011-06-21 10:13:47
Case8,Create Purchase Requisition,res_c32acb25-393c-4ce6-b0d1-77c4973890b9,Role 1,2011-06-21 11:01:45,48,0,0.0,2011-06-21 10:52:48
Case7,Create Request for Quotation,res_3449e2da-e183-4fe2-ad98-1acfb0530c45,Role 3,2011-06-21 13:10:12,48,0,0.0,2011-06-21 12:53:21
Case8,Create Request for Quotation,res_3449e2da-e183-4fe2-ad98-1acfb0530c45,Role 3,2011-06-21 13:50:05,48,0,0.0,2011-06-21 13:33:11
Case9,Create Purchase Requisition,res_5c4cabb7-c6c9-49e8-9455-7fdcdd692249,Role 1,2011-06-21 17:18:41,49,0,0.0,2011-06-21 17:09:51
Case10,Create Purchase Requisition,res_70201a2b-7e95-4254-aa09-f86dbe7449d8,Role 1,2011-06-21 18:21:28,50,0,0.0,2011-06-21 18:12:38
Case9,Create Request for Quotation,res_34f6c41a-7bc5-43ff-88ed-4f092243e785,Role 3,2011-06-21 20:08:16,50,0,0.0,2011-06-21 19:50:57
