caseid,task,start_timestamp,end_timestamp
Case0001,W_Completeren aanvraag,2021-02-14 00:22:05.067804,2021-02-14 00:22:05.067804
Case0001,W_Beoordelen fraude,2021-02-13 16:38:07.938570,2021-02-13 18:19:13.553628
Case0001,W_Nabellen offertes,2021-02-13 12:44:03.585939,2021-02-13 14:04:52.276437
Case0001,W_Completeren aanvraag,2021-02-13 14:51:21.158756,2021-02-13 16:38:07.938570
Case0001,W_Nabellen offertes,2021-02-13 12:44:03.585939,2021-02-13 12:44:03.585939
Case0001,W_Nabellen offertes,2021-02-13 12:44:03.585939,2021-02-13 12:44:03.585939
Case0001,W_Nabellen incomplete dossiers,2021-02-13 23:04:44.304724,2021-02-13 23:15:44.501022
Case0001,W_Afhandelen leads,2021-02-13 10:58:14.921361,2021-02-13 10:58:14.921361
Case0002,W_Beoordelen fraude,2021-02-13 11:35:29.031150,2021-02-13 15:31:07.559974
Case0002,W_Beoordelen fraude,2021-02-13 10:58:14.921441,2021-02-13 10:58:14.921441
Case0002,W_Beoordelen fraude,2021-02-13 17:41:49.776459,2021-02-13 18:37:56.201973
Case0002,W_Valideren aanvraag,2021-02-13 11:41:58.125962,2021-02-13 12:50:08.249663
Case0003,W_Completeren aanvraag,2021-02-13 13:59:52.664062,2021-02-13 14:14:18.983563
Case0003,W_Afhandelen leads,2021-02-13 13:02:33.137917,2021-02-13 13:02:33.137917
Case0003,W_Valideren aanvraag,2021-02-13 13:36:55.611945,2021-02-13 13:36:55.611945
Case0003,W_Valideren aanvraag,2021-02-13 17:41:49.776459,2021-02-13 18:03:43.255716
Case0003,W_Beoordelen fraude,2021-02-13 13:01:05.271245,2021-02-13 13:01:05.271245
Case0004,W_Afhandelen leads,2021-02-13 14:36:23.797621,2021-02-13 14:36:23.797621
Case0004,W_Completeren aanvraag,2021-02-14 00:23:31.582644,2021-02-14 00:23:31.582644
Case0004,W_Beoordelen fraude,2021-02-13 17:35:08.380770,2021-02-13 17:35:08.380770
Case0004,W_Nabellen offertes,2021-02-13 23:45:22.238473,2021-02-14 01:30:57.298378
Case0004,W_Afhandelen leads,2021-02-13 13:14:57.263593,2021-02-13 13:14:57.263593
Case0004,W_Nabellen offertes,2021-02-13 10:58:14.921361,2021-02-13 11:39:58.979877
Case0004,W_Nabellen offertes,2021-02-13 11:09:16.122763,2021-02-13 14:25:25.456793
Case0004,W_Beoordelen fraude,2021-02-13 23:15:44.501022,2021-02-13 23:15:44.501022
Case0004,W_Nabellen incomplete dossiers,2021-02-13 17:41:49.776459,2021-02-13 17:41:49.776459
Case0004,W_Beoordelen fraude,2021-02-13 12:50:22.800861,2021-02-13 12:50:22.800861
Case0006,W_Completeren aanvraag,2021-02-14 00:22:05.549962,2021-02-14 00:22:05.549962
Case0006,W_Beoordelen fraude,2021-02-13 16:38:08.420728,2021-02-13 18:19:14.035786
Case0006,W_Nabellen offertes,2021-02-13 12:44:04.068094,2021-02-13 14:04:52.758592
Case0006,W_Completeren aanvraag,2021-02-13 14:51:21.640914,2021-02-13 16:38:08.420728
Case0006,W_Nabellen offertes,2021-02-13 12:44:04.068094,2021-02-13 12:44:04.068094
Case0006,W_Nabellen incomplete dossiers,2021-02-13 23:04:44.786882,2021-02-13 23:15:44.983180
Case0006,W_Afhandelen leads,2021-02-13 10:58:15.403519,2021-02-13 10:58:15.403519
Case0006,W_Nabellen offertes,2021-02-13 12:44:04.068094,2021-02-13 12:44:04.068094
Case0007,W_Beoordelen fraude,2021-02-13 11:35:29.513308,2021-02-13 15:31:08.042132
Case0007,W_Beoordelen fraude,2021-02-13 17:41:50.258617,2021-02-13 18:37:56.684131
Case0007,W_Valideren aanvraag,2021-02-13 11:41:58.608120,2021-02-13 12:50:08.731821
Case0007,W_Beoordelen fraude,2021-02-13 10:58:15.403596,2021-02-13 10:58:15.403596
Case0008,W_Completeren aanvraag,2021-02-13 13:59:53.146220,2021-02-13 14:14:19.465721
Case0008,W_Afhandelen leads,2021-02-13 13:02:33.620072,2021-02-13 13:02:33.620072
Case0008,W_Valideren aanvraag,2021-02-13 13:36:56.094103,2021-02-13 13:36:56.094103
Case0008,W_Valideren aanvraag,2021-02-13 17:41:50.258617,2021-02-13 18:03:43.737874
Case0008,W_Beoordelen fraude,2021-02-13 13:01:05.753403,2021-02-13 13:01:05.753403
Case0009,W_Nabellen offertes,2021-02-13 23:45:22.720631,2021-02-14 01:30:57.780536
Case0009,W_Completeren aanvraag,2021-02-14 00:23:32.064802,2021-02-14 00:23:32.064802
Case0009,W_Beoordelen fraude,2021-02-13 17:35:08.862928,2021-02-13 17:35:08.862928
Case0009,W_Afhandelen leads,2021-02-13 14:36:24.279779,2021-02-13 14:36:24.279779
Case0009,W_Nabellen offertes,2021-02-13 11:09:16.604918,2021-02-13 14:25:25.938948
Case0009,W_Beoordelen fraude,2021-02-13 23:15:44.983180,2021-02-13 23:15:44.983180
Case0009,W_Nabellen offertes,2021-02-13 10:58:15.403519,2021-02-13 11:39:59.462035
Case0009,W_Afhandelen leads,2021-02-13 13:14:57.745748,2021-02-13 13:14:57.745748
Case0009,W_Nabellen incomplete dossiers,2021-02-13 17:41:50.258617,2021-02-13 17:41:50.258617
Case0009,W_Beoordelen fraude,2021-02-13 12:50:23.283019,2021-02-13 12:50:23.283019
Case0011,W_Completeren aanvraag,2021-02-14 00:22:05.394386,2021-02-14 00:22:05.394386
Case0011,W_Beoordelen fraude,2021-02-13 16:38:08.265152,2021-02-13 18:19:13.880210
Case0011,W_Nabellen offertes,2021-02-13 12:44:03.912522,2021-02-13 14:04:52.603020
Case0011,W_Completeren aanvraag,2021-02-13 14:51:21.485338,2021-02-13 16:38:08.265152
Case0011,W_Nabellen offertes,2021-02-13 12:44:03.912522,2021-02-13 12:44:03.912522
