caseid,task,start_timestamp,end_timestamp
Case0001,W_Completeren aanvraag,2021-02-14 00:20:11.182148,2021-02-14 00:20:11.182148
Case0001,W_Beoordelen fraude,2021-02-13 16:36:14.052914,2021-02-13 18:17:19.667972
Case0001,W_Nabellen offertes,2021-02-13 12:42:09.700296,2021-02-13 14:02:58.390794
Case0001,W_Completeren aanvraag,2021-02-13 14:49:27.273100,2021-02-13 16:36:14.052914
Case0001,W_Nabellen offertes,2021-02-13 12:42:09.700296,2021-02-13 12:42:09.700296
Case0001,W_Nabellen offertes,2021-02-13 12:42:09.700296,2021-02-13 12:42:09.700296
Case0001,W_Nabellen incomplete dossiers,2021-02-13 23:02:50.419068,2021-02-13 23:13:50.615366
Case0001,W_Afhandelen leads,2021-02-13 10:56:21.035705,2021-02-13 10:56:21.035705
Case0002,W_Beoordelen fraude,2021-02-13 11:33:35.145494,2021-02-13 15:29:13.674318
Case0002,W_Beoordelen fraude,2021-02-13 10:56:21.035798,2021-02-13 10:56:21.035798
Case0002,W_Beoordelen fraude,2021-02-13 17:39:55.890803,2021-02-13 18:36:02.316317
Case0002,W_Valideren aanvraag,2021-02-13 11:40:04.240306,2021-02-13 12:48:14.364007
Case0003,W_Completeren aanvraag,2021-02-13 13:57:58.778406,2021-02-13 14:12:25.097907
Case0003,W_Afhandelen leads,2021-02-13 13:00:39.252274,2021-02-13 13:00:39.252274
Case0003,W_Valideren aanvraag,2021-02-13 13:35:01.726289,2021-02-13 13:35:01.726289
Case0003,W_Valideren aanvraag,2021-02-13 17:39:55.890803,2021-02-13 18:01:49.370060
Case0003,W_Beoordelen fraude,2021-02-13 12:59:11.385589,2021-02-13 12:59:11.385589
Case0004,W_Afhandelen leads,2021-02-13 14:34:29.911965,2021-02-13 14:34:29.911965
Case0004,W_Completeren aanvraag,2021-02-14 00:21:37.696988,2021-02-14 00:21:37.696988
Case0004,W_Beoordelen fraude,2021-02-13 17:33:14.495114,2021-02-13 17:33:14.495114
