caseid,task,start_timestamp,end_timestamp
Case0001,W_Completeren aanvraag,2021-02-14 00:21:28.587585,2021-02-14 00:21:28.587585
Case0001,W_Beoordelen fraude,2021-02-13 16:37:31.458351,2021-02-13 18:18:37.073409
Case0001,W_Nabellen offertes,2021-02-13 12:43:27.105725,2021-02-13 14:04:15.796223
Case0001,W_Completeren aanvraag,2021-02-13 14:50:44.678537,2021-02-13 16:37:31.458351
Case0001,W_Nabellen offertes,2021-02-13 12:43:27.105725,2021-02-13 12:43:27.105725
Case0001,W_Nabellen offertes,2021-02-13 12:43:27.105725,2021-02-13 12:43:27.105725
Case0001,W_Nabellen incomplete dossiers,2021-02-13 23:04:07.824505,2021-02-13 23:15:08.020803
Case0001,W_Afhandelen leads,2021-02-13 10:57:38.441142,2021-02-13 10:57:38.441142
Case0002,W_Beoordelen fraude,2021-02-13 11:34:52.550931,2021-02-13 15:30:31.079755
Case0002,W_Beoordelen fraude,2021-02-13 10:57:38.441227,2021-02-13 10:57:38.441227
Case0002,W_Beoordelen fraude,2021-02-13 17:41:13.296240,2021-02-13 18:37:19.721754
Case0002,W_Valideren aanvraag,2021-02-13 11:41:21.645743,2021-02-13 12:49:31.769444
Case0003,W_Completeren aanvraag,2021-02-13 13:59:16.183843,2021-02-13 14:13:42.503344
Case0003,W_Afhandelen leads,2021-02-13 13:01:56.657703,2021-02-13 13:01:56.657703
Case0003,W_Valideren aanvraag,2021-02-13 13:36:19.131726,2021-02-13 13:36:19.131726
Case0003,W_Valideren aanvraag,2021-02-13 17:41:13.296240,2021-02-13 18:03:06.775497
Case0003,W_Beoordelen fraude,2021-02-13 13:00:28.791026,2021-02-13 13:00:28.791026
Case0004,W_Afhandelen leads,2021-02-13 14:35:47.317402,2021-02-13 14:35:47.317402
Case0004,W_Completeren aanvraag,2021-02-14 00:22:55.102425,2021-02-14 00:22:55.102425
Case0004,W_Beoordelen fraude,2021-02-13 17:34:31.900551,2021-02-13 17:34:31.900551
Case0004,W_Nabellen offertes,2021-02-13 23:44:45.758254,2021-02-14 01:30:20.818159
Case0004,W_Afhandelen leads,2021-02-13 13:14:20.783379,2021-02-13 13:14:20.783379
Case0004,W_Nabellen offertes,2021-02-13 10:57:38.441142,2021-02-13 11:39:22.499658
Case0004,W_Nabellen offertes,2021-02-13 11:08:39.642549,2021-02-13 14:24:48.976579
Case0004,W_Beoordelen fraude,2021-02-13 23:15:08.020803,2021-02-13 23:15:08.020803
Case0004,W_Nabellen incomplete dossiers,2021-02-13 17:41:13.296240,2021-02-13 17:41:13.296240
Case0004,W_Beoordelen fraude,2021-02-13 12:49:46.320642,2021-02-13 12:49:46.320642
Case0006,W_Completeren aanvraag,2021-02-14 00:21:26.649522,2021-02-14 00:21:26.649522
Case0006,W_Beoordelen fraude,2021-02-13 16:37:29.520288,2021-02-13 18:18:35.135346
Case0006,W_Nabellen offertes,2021-02-13 12:43:25.167662,2021-02-13 14:04:13.858160
Case0006,W_Completeren aanvraag,2021-02-13 14:50:42.740474,2021-02-13 16:37:29.520288
Case0006,W_Nabellen offertes,2021-02-13 12:43:25.167662,2021-02-13 12:43:25.167662
Case0006,W_Nabellen incomplete dossiers,2021-02-13 23:04:05.886442,2021-02-13 23:15:06.082740
Case0006,W_Afhandelen leads,2021-02-13 10:57:36.503079,2021-02-13 10:57:36.503079
Case0006,W_Nabellen offertes,2021-02-13 12:43:25.167662,2021-02-13 12:43:25.167662
Case0007,W_Beoordelen fraude,2021-02-13 11:34:50.612868,2021-02-13 15:30:29.141692
Case0007,W_Beoordelen fraude,2021-02-13 17:41:11.358177,2021-02-13 18:37:17.783691
Case0007,W_Valideren aanvraag,2021-02-13 11:41:19.707680,2021-02-13 12:49:29.831381
Case0007,W_Beoordelen fraude,2021-02-13 10:57:36.503164,2021-02-13 10:57:36.503164
Case0008,W_Completeren aanvraag,2021-02-13 13:59:14.245780,2021-02-13 14:13:40.565281
Case0008,W_Afhandelen leads,2021-02-13 13:01:54.719640,2021-02-13 13:01:54.719640
Case0008,W_Valideren aanvraag,2021-02-13 13:36:17.193663,2021-02-13 13:36:17.193663
Case0008,W_Valideren aanvraag,2021-02-13 17:41:11.358177,2021-02-13 18:03:04.837434
Case0008,W_Beoordelen fraude,2021-02-13 13:00:26.852963,2021-02-13 13:00:26.852963
Case0009,W_Afhandelen leads,2021-02-13 14:35:45.379339,2021-02-13 14:35:45.379339
Case0009,W_Completeren aanvraag,2021-02-14 00:22:53.164362,2021-02-14 00:22:53.164362
Case0009,W_Beoordelen fraude,2021-02-13 17:34:29.962488,2021-02-13 17:34:29.962488
Case0009,W_Nabellen offertes,2021-02-13 23:44:43.820191,2021-02-14 01:30:18.880096
Case0009,W_Afhandelen leads,2021-02-13 13:14:18.845316,2021-02-13 13:14:18.845316
Case0009,W_Nabellen offertes,2021-02-13 10:57:36.503079,2021-02-13 11:39:20.561595
Case0009,W_Beoordelen fraude,2021-02-13 12:49:44.382579,2021-02-13 12:49:44.382579
Case0009,W_Beoordelen fraude,2021-02-13 23:15:06.082740,2021-02-13 23:15:06.082740
Case0009,W_Nabellen offertes,2021-02-13 11:08:37.704486,2021-02-13 14:24:47.038516
Case0009,W_Nabellen incomplete dossiers,2021-02-13 17:41:11.358177,2021-02-13 17:41:11.358177
Case0011,W_Nabellen offertes,2021-02-13 12:43:25.674236,2021-02-13 12:43:25.674236
Case0011,W_Completeren aanvraag,2021-02-14 00:21:27.156100,2021-02-14 00:21:27.156100
Case0011,W_Beoordelen fraude,2021-02-13 16:37:30.026866,2021-02-13 18:18:35.641924
Case0011,W_Nabellen offertes,2021-02-13 12:43:25.674236,2021-02-13 14:04:14.364734
Case0011,W_Completeren aanvraag,2021-02-13 14:50:43.247052,2021-02-13 16:37:30.026866
Case0011,W_Nabellen offertes,2021-02-13 12:43:25.674236,2021-02-13 12:43:25.674236
Case0011,W_Nabellen incomplete dossiers,2021-02-13 23:04:06.393020,2021-02-13 23:15:06.589318
Case0011,W_Afhandelen leads,2021-02-13 10:57:37.009657,2021-02-13 10:57:37.009657
Case0012,W_Beoordelen fraude,2021-02-13 17:41:11.864755,2021-02-13 18:37:18.290269
Case0012,W_Beoordelen fraude,2021-02-13 11:34:51.119446,2021-02-13 15:30:29.648270
