caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2011-06-21 00:00:00.0,2011-06-21 09:11:58.714,Role 1
0,Start,2011-06-21 09:11:58.714,2011-06-21 09:11:58.714,SYSTEM
0,Analyze Purchase Requisition,2011-06-21 09:11:58.714,2011-06-21 09:19:37.528,Role 4
0,Create Request for Quotation,2011-06-21 09:19:37.528,2011-06-21 09:22:47.877,Role 4
0,Analyze Request for Quotation,2011-06-21 09:22:47.877,2011-06-21 09:43:04.391,Role 3
0,Amend Request for Quotation,2011-06-21 09:43:04.391,2011-06-21 09:51:42.728,Role 1
0,Analyze Request for Quotation,2011-06-21 09:51:42.728,2011-06-21 09:54:33.917,Role 3
0,Amend Request for Quotation,2011-06-21 09:54:33.917,2011-06-21 10:06:49.224,Role 1
0,Analyze Request for Quotation,2011-06-21 10:06:49.224,2011-06-21 10:11:36.947,Role 3
0,Amend Request for Quotation,2011-06-21 10:11:36.947,2011-06-21 10:14:36.455,Role 1
0,Analyze Request for Quotation,2011-06-21 10:14:36.455,2011-06-21 11:00:19.305,Role 3
0,Send Request for Quotation to Supplier,2011-06-21 11:00:19.305,2011-06-21 11:01:07.515,Role 3
1,Create Purchase Requisition,2011-06-22 03:02:21.558,2011-06-22 09:15:16.789,Role 1
1,Start,2011-06-22 09:15:16.789,2011-06-22 09:15:16.789,SYSTEM
1,Analyze Purchase Requisition,2011-06-22 09:15:16.789,2011-06-22 09:21:02.306,Role 4
1,Create Request for Quotation,2011-06-22 09:21:02.306,2011-06-22 09:21:52.233,Role 4
1,Analyze Request for Quotation,2011-06-22 09:21:52.233,2011-06-22 09:30:43.936,Role 3
1,Amend Request for Quotation,2011-06-22 09:30:43.936,2011-06-22 09:44:05.249,Role 1
1,Analyze Request for Quotation,2011-06-22 09:44:05.249,2011-06-22 10:25:06.255,Role 3
1,Send Request for Quotation to Supplier,2011-06-22 10:25:06.255,2011-06-22 10:38:39.572,Role 3
0,Create Quotation comparison Map,2011-06-21 11:01:07.515,2011-06-22 14:03:35.846,Role 3
0,Analyze Quotation Comparison Map,2011-06-22 14:03:35.846,2011-06-22 14:04:57.178,Role 1
0,Choose best option,2011-06-22 14:04:57.178,2011-06-22 14:04:57.178,Role 1
1,Create Quotation comparison Map,2011-06-22 10:38:39.572,2011-06-23 14:54:30.837,Role 3
1,Analyze Quotation Comparison Map,2011-06-23 14:54:30.837,2011-06-23 15:09:25.408,Role 1
1,Choose best option,2011-06-23 15:09:25.408,2011-06-23 15:09:25.408,Role 1
1,Settle Conditions With Supplier,2011-06-23 15:09:25.408,2011-06-24 10:24:22.923,Role 3
1,Create Purchase Order,2011-06-24 10:24:22.923,2011-06-24 10:28:25.01,Role 3
1,Confirm Purchase Order,2011-06-24 10:28:25.01,2011-06-24 10:41:43.119,Role 2
2,Start,2011-06-26 04:33:26.672,2011-06-26 04:33:26.672,SYSTEM
2,Analyze Purchase Requisition,2011-06-26 04:33:26.672,2011-06-27 09:03:08.415,Role 4
2,Amend Purchase Requisition,2011-06-27 09:03:08.415,2011-06-27 09:32:08.415,Role 1
2,Analyze Purchase Requisition,2011-06-27 09:32:08.415,2011-06-27 09:34:57.017,Role 4
2,Amend Purchase Requisition,2011-06-27 09:34:57.017,2011-06-27 10:03:57.017,Role 1
2,Analyze Purchase Requisition,2011-06-27 10:03:57.017,2011-06-27 10:12:53.569,Role 4
2,Create Request for Quotation,2011-06-27 10:12:53.569,2011-06-27 10:15:30.617,Role 4
2,Analyze Request for Quotation,2011-06-27 10:15:30.617,2011-06-27 10:19:06.287,Role 3
