caseid,task,start_timestamp,end_timestamp,resource
0,Start,2011-06-21 00:00:00.0,2011-06-21 00:00:00.0,SYSTEM
1,Create Purchase Requisition,2011-06-21 02:33:46.073,2011-06-21 09:04:19.573,Role 1
0,Create Purchase Requisition,2011-06-21 00:00:00.0,2011-06-21 09:17:49.253,Role 1
0,Start,2011-06-21 09:17:49.253,2011-06-21 10:00:00.0,SYSTEM
1,Start,2011-06-21 09:04:19.573,2011-06-21 10:00:00.0,SYSTEM
0,Analyze Purchase Requisition,2011-06-21 10:00:00.0,2011-06-21 10:01:38.568,Role 4
1,Analyze Purchase Requisition,2011-06-21 10:00:00.0,2011-06-21 10:18:36.193,Role 4
0,Amend Purchase Requisition,2011-06-21 10:01:38.568,2011-06-21 10:30:38.568,Role 1
0,Analyze Purchase Requisition,2011-06-21 10:30:38.568,2011-06-21 10:36:41.9,Role 4
1,Amend Purchase Requisition,2011-06-21 10:18:36.193,2011-06-21 10:47:36.193,Role 1
1,Analyze Purchase Requisition,2011-06-21 10:47:36.193,2011-06-21 10:47:54.921,Role 4
1,Create Request for Quotation,2011-06-21 10:47:54.921,2011-06-21 10:50:14.42,Role 4
1,Analyze Request for Quotation,2011-06-21 10:50:14.42,2011-06-21 10:53:52.196,Role 3
0,Amend Purchase Requisition,2011-06-21 10:36:41.9,2011-06-21 11:05:41.9,Role 1
0,Analyze Purchase Requisition,2011-06-21 11:05:41.9,2011-06-21 11:18:23.437,Role 4
1,Amend Request for Quotation,2011-06-21 10:53:52.196,2011-06-21 11:23:03.417,Role 1
1,Analyze Request for Quotation,2011-06-21 11:23:03.417,2011-06-21 11:44:51.022,Role 3
0,Amend Purchase Requisition,2011-06-21 11:18:23.437,2011-06-21 11:47:23.437,Role 1
0,Analyze Purchase Requisition,2011-06-21 11:47:23.437,2011-06-21 11:53:59.835,Role 4
1,Amend Request for Quotation,2011-06-21 11:44:51.022,2011-06-21 12:12:05.789,Role 1
0,Amend Purchase Requisition,2011-06-21 11:53:59.835,2011-06-21 12:22:59.835,Role 1
0,Analyze Purchase Requisition,2011-06-21 12:22:59.835,2011-06-21 12:35:56.841,Role 4
1,Analyze Request for Quotation,2011-06-21 12:12:05.789,2011-06-21 13:01:27.601,Role 3
0,Amend Purchase Requisition,2011-06-21 12:35:56.841,2011-06-21 13:04:56.841,Role 1
0,Analyze Purchase Requisition,2011-06-21 13:04:56.841,2011-06-21 13:15:56.015,Role 4
0,Amend Purchase Requisition,2011-06-21 13:15:56.015,2011-06-21 13:44:56.015,Role 1
0,Analyze Purchase Requisition,2011-06-21 13:44:56.015,2011-06-21 13:50:10.502,Role 4
1,Send Request for Quotation to Supplier,2011-06-21 13:01:27.601,2011-06-21 14:11:30.282,Role 3
0,Amend Purchase Requisition,2011-06-21 13:50:10.502,2011-06-21 14:19:10.502,Role 1
0,Analyze Purchase Requisition,2011-06-21 14:19:10.502,2011-06-21 14:23:58.779,Role 4
0,Amend Purchase Requisition,2011-06-21 14:23:58.779,2011-06-21 14:52:58.779,Role 1
0,Analyze Purchase Requisition,2011-06-21 14:52:58.779,2011-06-21 14:53:57.511,Role 4
0,Amend Purchase Requisition,2011-06-21 14:53:57.511,2011-06-21 15:22:57.511,Role 1
0,Analyze Purchase Requisition,2011-06-21 15:22:57.511,2011-06-21 15:26:23.778,Role 4
2,Start,2011-06-21 15:49:29.92,2011-06-21 15:49:29.92,SYSTEM
2,Create Purchase Requisition,2011-06-21 15:49:29.92,2011-06-21 15:55:20.451,Role 1
2,Start,2011-06-21 15:55:20.451,2011-06-21 15:55:20.451,SYSTEM
0,Amend Purchase Requisition,2011-06-21 15:26:23.778,2011-06-21 15:55:23.778,Role 1
0,Analyze Purchase Requisition,2011-06-21 15:55:23.778,2011-06-21 15:55:39.335,Role 4
0,Create Request for Quotation,2011-06-21 15:55:39.335,2011-06-21 15:59:05.581,Role 4
