caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,rp_start_oc,start_timestamp
Case5,W_Completeren aanvraag,res_77a7f675-23ee-4ace-87bb-5110d3c2954a,Role 1,2012-02-13 20:38:08,290,1,0.0,2012-02-13 20:35:19
Case3,W_Afhandelen leads,res_3e247b6f-6f43-4e3d-a286-f9e99629b990,Role 1,2012-02-13 21:04:13,290,1,0.0,2012-02-13 21:01:22
Case2,W_Completeren aanvraag,res_3e247b6f-6f43-4e3d-a286-f9e99629b990,Role 1,2012-02-13 21:04:14,291,1,0.030303030303030304,2012-02-13 21:01:24
Case4,W_Completeren aanvraag,res_19627645-cf3b-419d-be04-57d926859c56,Role 1,2012-02-13 21:16:40,291,1,0.0,2012-02-13 21:13:51
Case1,W_Afhandelen leads,res_3e247b6f-6f43-4e3d-a286-f9e99629b990,Role 1,2012-02-13 21:29:16,291,1,0.0,2012-02-13 21:26:25
Case11,W_Beoordelen fraude,res_3e16e00b-a78d-47f4-8c1e-de0a6041c2a5,Role 6,2012-02-13 21:44:01,292,0,0.0,2012-02-13 21:41:09
Case6,W_Afhandelen leads,res_a8e90ba0-5a5f-40f7-bb03-78d6fe457251,Role 1,2012-02-13 22:13:08,293,1,0.0,2012-02-13 22:10:17
Case3,W_Completeren aanvraag,res_3e267bd0-7e34-4b05-bef1-ccadea31f78f,Role 1,2012-02-13 22:15:37,293,1,0.030303030303030304,2012-02-13 22:13:02
Case8,W_Afhandelen leads,res_3e267bd0-7e34-4b05-bef1-ccadea31f78f,Role 1,2012-02-13 22:16:04,293,1,0.030303030303030304,2012-02-13 22:13:13
Case7,W_Completeren aanvraag,res_7c1c99c9-aadc-485a-9f95-9eece6bc76cb,Role 1,2012-02-13 22:19:18,294,1,0.0,2012-02-13 22:16:29
Case10,W_Afhandelen leads,res_a8e90ba0-5a5f-40f7-bb03-78d6fe457251,Role 1,2012-02-13 22:23:34,294,1,0.0,2012-02-13 22:20:43
Case9,W_Afhandelen leads,res_a8e90ba0-5a5f-40f7-bb03-78d6fe457251,Role 1,2012-02-13 22:25:50,295,2,0.030303030303030304,2012-02-13 22:23:01
Case1,W_Completeren aanvraag,res_647a6392-6121-46f8-a6db-d2440ea6b1f6,Role 1,2012-02-13 22:41:38,294,1,0.0,2012-02-13 22:39:03
Case11,W_Afhandelen leads,res_ca7ad222-4b48-4e10-9fba-8f7c48aa6331,Role 1,2012-02-13 22:47:18,294,1,0.0,2012-02-13 22:44:49
Case12,W_Completeren aanvraag,res_c361fe5f-8e54-4174-8f36-bf52c1459438,Role 1,2012-02-13 23:27:36,295,1,0.0,2012-02-13 23:24:48
Case8,W_Completeren aanvraag,res_c361fe5f-8e54-4174-8f36-bf52c1459438,Role 1,2012-02-13 23:28:28,295,2,0.030303030303030304,2012-02-13 23:25:56
Case13,W_Afhandelen leads,res_77a7f675-23ee-4ace-87bb-5110d3c2954a,Role 1,2012-02-13 23:31:54,295,1,0.0,2012-02-13 23:29:04
Case9,W_Completeren aanvraag,res_a8e90ba0-5a5f-40f7-bb03-78d6fe457251,Role 1,2012-02-13 23:38:18,295,1,0.0,2012-02-13 23:35:45
Case15,W_Beoordelen fraude,res_3e16e00b-a78d-47f4-8c1e-de0a6041c2a5,Role 6,2012-02-13 23:48:24,295,0,0.0,2012-02-13 23:45:32
Case17,W_Beoordelen fraude,res_3e16e00b-a78d-47f4-8c1e-de0a6041c2a5,Role 6,2012-02-13 23:59:31,296,0,0.0,2012-02-13 23:56:39
Case16,W_Completeren aanvraag,res_44585496-3a23-4e85-a82f-e3e56f5e94e7,Role 1,2012-02-14 00:12:47,297,1,0.0,2012-02-14 00:09:56
Case11,W_Completeren aanvraag,res_77a7f675-23ee-4ace-87bb-5110d3c2954a,Role 1,2012-02-14 00:18:48,296,1,0.0,2012-02-14 00:16:21
Case12,W_Nabellen offertes,res_77a7f675-23ee-4ace-87bb-5110d3c2954a,Role 1,2012-02-14 00:20:49,296,0,0.030303030303030304,2012-02-14 00:18:19
Case14,W_Afhandelen leads,res_a09db3f3-6e82-4994-ba4c-6bd3c6c34599,Role 1,2012-02-14 00:32:23,296,1,0.0,2012-02-14 00:29:31
Case13,W_Completeren aanvraag,res_31ebc44e-63c1-4b61-9dad-9f4d16c508f9,Role 1,2012-02-14 00:44:27,296,1,0.0,2012-02-14 00:41:51
Case15,W_Afhandelen leads,res_ba26d57b-b0a1-4c76-8a8d-f21fac5e85a9,Role 1,2012-02-14 00:51:52,296,1,0.0,2012-02-14 00:49:14
Case18,W_Completeren aanvraag,res_d7766462-9334-46d2-94f6-679808b29035,Role 1,2012-02-14 01:02:24,297,1,0.0,2012-02-14 00:59:34
Case17,W_Afhandelen leads,res_d7766462-9334-46d2-94f6-679808b29035,Role 1,2012-02-14 01:02:59,297,1,0.030303030303030304,2012-02-14 01:00:21
Case14,W_Completeren aanvraag,res_f4c5ebdd-5e24-46ab-91f9-2a975720167b,Role 1,2012-02-14 01:30:40,296,1,0.0,2012-02-14 01:28:01
Case20,W_Beoordelen fraude,res_3e16e00b-a78d-47f4-8c1e-de0a6041c2a5,Role 6,2012-02-14 01:41:17,296,0,0.0,2012-02-14 01:38:27
Case15,W_Completeren aanvraag,res_7ed3eda9-995c-46d5-be9c-bb5885c2e04a,Role 1,2012-02-14 02:09:50,296,1,0.0,2012-02-14 02:07:21
Case19,W_Afhandelen leads,res_d7766462-9334-46d2-94f6-679808b29035,Role 1,2012-02-14 02:16:52,297,1,0.0,2012-02-14 02:14:01
Case20,W_Afhandelen leads,res_c361fe5f-8e54-4174-8f36-bf52c1459438,Role 1,2012-02-14 02:18:34,297,2,0.030303030303030304,2012-02-14 02:15:55
Case21,W_Afhandelen leads,res_c361fe5f-8e54-4174-8f36-bf52c1459438,Role 1,2012-02-14 02:19:29,298,3,0.06060606060606061,2012-02-14 02:16:40
Case17,W_Completeren aanvraag,res_c361fe5f-8e54-4174-8f36-bf52c1459438,Role 1,2012-02-14 02:20:58,297,1,0.06060606060606061,2012-02-14 02:18:29
Case22,W_Afhandelen leads,res_0e59942d-ed64-4ac9-9853-8507ddb7d6b4,Role 1,2012-02-14 03:16:50,295,1,0.0,2012-02-14 03:13:59
Case22,W_Completeren aanvraag,res_1e9e9ca2-c153-41c5-b84f-8ca056ef0b65,Role 1,2012-02-14 04:15:02,295,1,0.0,2012-02-14 04:12:25
Case23,W_Afhandelen leads,res_beb0884e-e002-4c6c-8a31-b61f758fe4a0,Role 1,2012-02-14 04:33:57,296,1,0.0,2012-02-14 04:31:06
Case24,W_Afhandelen leads,res_31ebc44e-63c1-4b61-9dad-9f4d16c508f9,Role 1,2012-02-14 04:54:45,296,1,0.0,2012-02-14 04:51:54
Case25,W_Beoordelen fraude,res_3e16e00b-a78d-47f4-8c1e-de0a6041c2a5,Role 6,2012-02-14 06:33:22,296,0,0.0,2012-02-14 06:30:32
Case25,W_Afhandelen leads,res_a09db3f3-6e82-4994-ba4c-6bd3c6c34599,Role 1,2012-02-14 07:10:35,296,1,0.0,2012-02-14 07:08:00
Case26,W_Afhandelen leads,res_3c83ae8a-a1cf-43e0-b41a-39d76785f5f0,Role 1,2012-02-14 07:17:11,296,1,0.0,2012-02-14 07:14:20
Case27,W_Afhandelen leads,res_bf54e3a7-fa77-4d42-82e3-e596487052c3,Role 1,2012-02-14 07:30:29,296,1,0.0,2012-02-14 07:27:39
Case28,W_Completeren aanvraag,res_44585496-3a23-4e85-a82f-e3e56f5e94e7,Role 1,2012-02-14 08:28:29,296,1,0.0,2012-02-14 08:25:40
Case29,W_Afhandelen leads,res_19627645-cf3b-419d-be04-57d926859c56,Role 1,2012-02-14 08:55:04,296,1,0.0,2012-02-14 08:52:14
Case30,W_Beoordelen fraude,res_3e16e00b-a78d-47f4-8c1e-de0a6041c2a5,Role 6,2012-02-14 09:12:39,297,0,0.0,2012-02-14 09:09:48
Case30,W_Afhandelen leads,res_7ed3eda9-995c-46d5-be9c-bb5885c2e04a,Role 1,2012-02-14 09:49:51,297,1,0.0,2012-02-14 09:47:18
Case29,W_Completeren aanvraag,res_647a6392-6121-46f8-a6db-d2440ea6b1f6,Role 1,2012-02-14 09:53:16,297,1,0.0,2012-02-14 09:50:42
Case33,W_Completeren aanvraag,res_3c83ae8a-a1cf-43e0-b41a-39d76785f5f0,Role 1,2012-02-14 09:56:02,298,2,0.030303030303030304,2012-02-14 09:53:15
Case32,W_Completeren aanvraag,res_3c83ae8a-a1cf-43e0-b41a-39d76785f5f0,Role 1,2012-02-14 09:57:13,298,2,0.030303030303030304,2012-02-14 09:54:26
Case34,W_Completeren aanvraag,res_0e59942d-ed64-4ac9-9853-8507ddb7d6b4,Role 1,2012-02-14 10:08:06,299,1,0.0,2012-02-14 10:05:18
Case35,W_Beoordelen fraude,res_3e16e00b-a78d-47f4-8c1e-de0a6041c2a5,Role 6,2012-02-14 10:24:54,300,0,0.0,2012-02-14 10:22:03
Case31,W_Beoordelen fraude,res_3e16e00b-a78d-47f4-8c1e-de0a6041c2a5,Role 6,2012-02-14 10:26:40,301,1,1.0,2012-02-14 10:23:54
