caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,rp_start_oc,start_timestamp
Case1,W_Completeren aanvraag,res_607c0b41-49d8-4c8e-ade3-83342fa44d2f,Role 1,2012-02-13 20:57:53,290,1,0.0,2012-02-13 20:55:04
Case3,W_Completeren aanvraag,res_8d742d74-240e-424a-b11e-72c6e332844e,Role 1,2012-02-13 21:02:27,290,1,0.0,2012-02-13 20:59:38
Case2,W_Completeren aanvraag,res_310dbb07-239e-4138-b5d9-1715fefcd1cc,Role 1,2012-02-13 21:09:40,290,1,0.0,2012-02-13 21:06:51
Case4,W_Beoordelen fraude,res_a6050972-d300-4afc-9140-b2c206463dbe,Role 6,2012-02-13 21:18:58,290,0,0.0,2012-02-13 21:16:06
Case5,W_Completeren aanvraag,res_e054dcd6-ce99-472c-beac-f94fd17740d8,Role 1,2012-02-13 22:04:37,291,1,0.0,2012-02-13 22:01:48
Case4,W_Afhandelen leads,res_bb19cd9a-6864-4e75-ba53-3b6fd2bd38c7,Role 1,2012-02-13 22:22:15,291,1,0.0,2012-02-13 22:19:45
Case6,W_Beoordelen fraude,res_a6050972-d300-4afc-9140-b2c206463dbe,Role 6,2012-02-13 23:36:18,291,0,0.0,2012-02-13 23:33:26
Case8,W_Completeren aanvraag,res_7657e9e6-e5c5-48b3-b645-b28ba9bcac09,Role 1,2012-02-13 23:56:24,292,1,0.0,2012-02-13 23:53:36
Case10,W_Afhandelen leads,res_539523ed-007b-4706-86e7-c95faa6f228d,Role 1,2012-02-14 00:01:26,292,1,0.0,2012-02-13 23:58:36
Case9,W_Completeren aanvraag,res_0c1c4de0-c08a-41a4-92f0-f2a6efea1f43,Role 1,2012-02-14 00:15:00,292,1,0.0,2012-02-14 00:12:09
Case7,W_Afhandelen leads,res_c130f396-d746-42f6-9758-e690b6fd8f94,Role 1,2012-02-14 00:34:47,293,1,0.0,2012-02-14 00:31:55
Case11,W_Beoordelen fraude,res_7657e9e6-e5c5-48b3-b645-b28ba9bcac09,Role 6,2012-02-14 00:39:16,294,0,0.0,2012-02-14 00:36:26
Case6,W_Afhandelen leads,res_7657e9e6-e5c5-48b3-b645-b28ba9bcac09,Role 1,2012-02-14 00:39:44,294,1,0.0,2012-02-14 00:37:06
Case5,W_Nabellen offertes,res_27eb2a70-8507-4de7-b8f8-43d59ebee77f,Role 1,2012-02-14 00:46:19,293,0,0.0,2012-02-14 00:43:48
Case13,W_Beoordelen fraude,res_a6050972-d300-4afc-9140-b2c206463dbe,Role 6,2012-02-14 01:06:49,294,0,0.0,2012-02-14 01:03:59
Case11,W_Afhandelen leads,res_8d742d74-240e-424a-b11e-72c6e332844e,Role 1,2012-02-14 01:16:32,294,1,0.0,2012-02-14 01:13:53
