caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case1,Traer informacion estudiante - banner,res_f343c594-9a69-4f1d-9e0c-8c637ceb7388,Role 1,2016-05-18 22:15:56,43,0,2016-05-18 22:15:38
Case2,Traer informacion estudiante - banner,res_8f5ba0c5-46d0-484b-9ae3-7d05ae64dbcc,Role 1,2016-05-18 23:29:09,44,0,2016-05-18 23:28:50
Case3,Traer informacion estudiante - banner,res_014328d5-8151-42b1-89d6-4d3d0557d4d9,Role 1,2016-05-18 23:58:17,45,0,2016-05-18 23:57:58
Case1,Radicar Solicitud Homologacion,res_1100f905-f0dc-4e32-ae79-fc5753d58e38,Role 1,2016-05-19 00:35:32,45,0,2016-05-19 00:30:44
Case4,Traer informacion estudiante - banner,res_f8919171-5913-4889-941f-b596659a5afb,Role 1,2016-05-19 01:41:45,46,0,2016-05-19 01:41:17
Case2,Radicar Solicitud Homologacion,res_59e7185f-986c-4f37-b454-d7ae8fcd2298,Role 1,2016-05-19 01:47:02,46,0,2016-05-19 01:42:17
Case3,Radicar Solicitud Homologacion,res_e469a644-f6c6-4710-b67e-3ab0130f6003,Role 1,2016-05-19 02:14:33,46,0,2016-05-19 02:09:47
Case1,Cancelar Solicitud,res_ea4e93c1-c17a-493d-b73e-8a13ef24e57e,Role 2,2016-05-19 05:59:51,46,0,2016-05-19 05:57:37
Case5,Traer informacion estudiante - banner,res_c3d72419-346f-463a-a9d7-fc2a90a059e0,Role 1,2016-05-19 06:14:43,47,0,2016-05-19 06:14:18
Case2,Validar solicitud,res_c3d72419-346f-463a-a9d7-fc2a90a059e0,Role 2,2016-05-19 06:54:04,46,0,2016-05-19 06:07:31
Case3,Cancelar Solicitud,res_c1a6521b-f071-4b90-a538-2d789de9c7b8,Role 2,2016-05-19 07:25:24,47,0,2016-05-19 07:23:24
Case6,Traer informacion estudiante - banner,res_dbeef06a-8531-4e86-8f70-2e5e94a0e426,Role 1,2016-05-19 07:40:59,48,0,2016-05-19 07:40:36
Case7,Traer informacion estudiante - banner,res_5847611f-c994-4849-9820-52e8c7436dfa,Role 1,2016-05-19 08:14:56,49,0,2016-05-19 08:14:33
Case4,Radicar Solicitud Homologacion,res_92452d91-991e-41bd-b934-519165f72af2,Role 1,2016-05-19 09:15:28,49,0,2016-05-19 09:06:38
Case8,Traer informacion estudiante - banner,res_1ff2fc34-011a-48d6-9329-a03f53156b2e,Role 1,2016-05-19 10:26:37,50,0,2016-05-19 10:26:15
Case5,Radicar Solicitud Homologacion,res_1c32a4ef-922b-4da2-aef0-adde367c4744,Role 1,2016-05-19 13:33:42,50,0,2016-05-19 13:26:00
Case9,Traer informacion estudiante - banner,res_4f62e27e-7da5-4444-b755-a3d2cd11389a,Role 1,2016-05-19 13:42:51,51,0,2016-05-19 13:42:29
Case10,Traer informacion estudiante - banner,res_fad250be-ce5b-457c-82ac-58de8ca21353,Role 1,2016-05-19 13:58:50,52,0,2016-05-19 13:58:28
Case6,Radicar Solicitud Homologacion,res_86107a1b-b363-4149-bd0c-eaad1413d912,Role 1,2016-05-19 15:03:23,52,0,2016-05-19 14:55:41
Case2,Homologacion por grupo de cursos,res_86107a1b-b363-4149-bd0c-eaad1413d912,Role 3,2016-05-19 15:05:08,52,1,2016-05-19 15:03:07
Case7,Radicar Solicitud Homologacion,res_d4657648-2a6e-483d-bdd6-2967314b8248,Role 1,2016-05-19 15:32:17,51,0,2016-05-19 15:24:37
Case11,Traer informacion estudiante - banner,res_fda484f7-3bdf-43eb-8044-4a4520d00292,Role 1,2016-05-19 16:01:54,52,0,2016-05-19 16:01:32
Case8,Radicar Solicitud Homologacion,res_1ff2fc34-011a-48d6-9329-a03f53156b2e,Role 1,2016-05-19 17:38:43,52,0,2016-05-19 17:31:19
Case12,Traer informacion estudiante - banner,res_8f5ba0c5-46d0-484b-9ae3-7d05ae64dbcc,Role 1,2016-05-19 18:29:03,53,0,2016-05-19 18:28:41
Case13,Traer informacion estudiante - banner,res_a55d314d-4aa4-4755-aadc-63942009b885,Role 1,2016-05-19 19:37:39,54,0,2016-05-19 19:37:16
Case14,Traer informacion estudiante - banner,res_fad250be-ce5b-457c-82ac-58de8ca21353,Role 1,2016-05-19 20:25:24,55,0,2016-05-19 20:25:01
Case9,Radicar Solicitud Homologacion,res_204673db-b9a4-4329-98bb-4c77332e6a16,Role 1,2016-05-19 20:49:39,55,0,2016-05-19 20:42:37
Case15,Traer informacion estudiante - banner,res_b58f64f2-bbee-4527-ab03-1a1ceb2fa532,Role 1,2016-05-19 20:58:12,56,0,2016-05-19 20:57:49
