caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case1,Traer informacion estudiante - banner,res_19245f69-7848-4102-8af9-7294c8edf575,Role 1,2016-05-18 22:37:50,43,0,2016-05-18 22:37:32
Case2,Traer informacion estudiante - banner,res_81d52d2e-c0c7-4aa2-9931-d6452d3b7a64,Role 1,2016-05-18 23:55:14,44,0,2016-05-18 23:54:55
Case3,Traer informacion estudiante - banner,res_213a9e72-419a-4ae9-81cd-24727fe00cf2,Role 1,2016-05-19 00:15:50,45,0,2016-05-19 00:15:20
Case1,Radicar Solicitud Homologacion,res_2da44cc9-6349-4cde-9e48-f10e84724cad,Role 1,2016-05-19 00:57:24,45,0,2016-05-19 00:52:38
Case2,Radicar Solicitud Homologacion,res_d9b92afe-bea0-434d-be0b-6055f15ba4a7,Role 1,2016-05-19 02:13:06,45,0,2016-05-19 02:08:22
Case4,Traer informacion estudiante - banner,res_ac3e4180-36c4-453c-8a60-af1c434e5c2e,Role 1,2016-05-19 02:17:20,46,0,2016-05-19 02:16:53
Case5,Traer informacion estudiante - banner,res_34b9b5e1-a6b9-41eb-b3fe-4a1699ff1ac8,Role 1,2016-05-19 03:30:00,47,0,2016-05-19 03:29:34
Case1,Cancelar Solicitud,res_9f42296b-6d4a-4229-8eb9-cb5ec8fac974,Role 2,2016-05-19 06:21:39,47,0,2016-05-19 06:19:29
Case2,Validar solicitud,res_3377e45d-7c16-435b-9b0f-aff9945fdbde,Role 2,2016-05-19 07:22:59,47,0,2016-05-19 06:36:48
Case6,Traer informacion estudiante - banner,res_d0446fab-bd41-4d05-aee0-f6ed7762f594,Role 1,2016-05-19 07:33:17,48,0,2016-05-19 07:32:54
Case3,Radicar Solicitud Homologacion,res_fb410c83-a51a-4214-94ca-d126e9370c9e,Role 1,2016-05-19 07:55:00,48,0,2016-05-19 07:45:52
Case4,Radicar Solicitud Homologacion,res_213a9e72-419a-4ae9-81cd-24727fe00cf2,Role 1,2016-05-19 09:50:53,48,0,2016-05-19 09:42:13
Case5,Radicar Solicitud Homologacion,res_f29fb648-cd9b-4d0c-a10d-ac67b789ba66,Role 1,2016-05-19 10:58:14,48,0,2016-05-19 10:49:46
Case7,Traer informacion estudiante - banner,res_45d85d28-89b2-472d-a6cb-bbe38ea210c4,Role 1,2016-05-19 11:37:33,49,0,2016-05-19 11:37:11
Case8,Traer informacion estudiante - banner,res_7ee0d4e2-c1a1-47e2-9897-e8f09fd6132d,Role 1,2016-05-19 13:34:03,50,0,2016-05-19 13:33:42
Case9,Traer informacion estudiante - banner,res_079431ff-9212-4dd5-8667-9da52e82e475,Role 1,2016-05-19 14:24:48,51,0,2016-05-19 14:24:26
Case6,Radicar Solicitud Homologacion,res_49d9805c-8de9-4970-9bf4-d6079a8f6b95,Role 1,2016-05-19 14:55:43,51,0,2016-05-19 14:47:59
Case2,Homologacion por grupo de cursos,res_dde46570-4d83-41af-9424-a81e105ec366,Role 3,2016-05-19 15:39:50,51,1,2016-05-19 15:37:44
Case10,Traer informacion estudiante - banner,res_0cb3a494-0363-4301-9596-e163ed22d4db,Role 1,2016-05-19 16:35:02,52,0,2016-05-19 16:34:40
Case11,Traer informacion estudiante - banner,res_f48f9015-9b31-4ca3-8306-d42e7edce6ec,Role 1,2016-05-19 17:39:00,53,0,2016-05-19 17:38:38
Case12,Traer informacion estudiante - banner,res_c33a3344-54a8-4523-b6bf-2870340d1815,Role 1,2016-05-19 18:35:39,54,0,2016-05-19 18:35:17
Case7,Radicar Solicitud Homologacion,res_c4719d00-2a72-499c-87b8-35b594475094,Role 1,2016-05-19 18:54:25,54,0,2016-05-19 18:47:14
Case13,Traer informacion estudiante - banner,res_83f6f70a-445f-4944-b84d-4333ed608d48,Role 1,2016-05-19 19:46:17,55,0,2016-05-19 19:45:54
Case8,Radicar Solicitud Homologacion,res_97317785-0f00-416e-b8f5-c0467cc48e65,Role 1,2016-05-19 20:45:45,55,0,2016-05-19 20:38:45
Case9,Radicar Solicitud Homologacion,res_affc8728-8143-4698-a4bf-5f514667d15f,Role 1,2016-05-19 21:31:32,55,0,2016-05-19 21:24:34
Case14,Traer informacion estudiante - banner,res_fa5df418-d545-42af-9337-633f58d6ee65,Role 1,2016-05-19 22:27:37,56,0,2016-05-19 22:27:13
Case10,Radicar Solicitud Homologacion,res_8e634eff-a997-4d0f-b5eb-f9c8c0f467f7,Role 1,2016-05-19 23:36:44,56,0,2016-05-19 23:29:55
Case15,Traer informacion estudiante - banner,res_51fd1f13-9b51-4a58-bde4-28907b2691ae,Role 1,2016-05-19 23:49:43,57,0,2016-05-19 23:49:19
Case3,Cancelar Solicitud,res_1ee5e231-512a-43bd-a3be-540f0b0fdc90,Role 2,2016-05-20 00:27:57,57,0,2016-05-20 00:24:42
Case11,Radicar Solicitud Homologacion,res_3e3190f9-e838-4fe5-9682-9cdcf607b091,Role 1,2016-05-20 00:37:39,57,0,2016-05-20 00:29:02
