caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,rp_start_oc,start_timestamp
Case1,Milling Q.C.,res_2c223cc8-a3e0-4c4b-bff2-872d58659e14,Role 1,2012-03-13 04:50:22,12,0,0.0,2012-03-13 00:15:22
Case2,Rework Milling,res_a8fb0940-a830-4ecf-938d-8036ae9787d8,Role 1,2012-03-13 05:52:07,13,0,0.09090909090909091,2012-03-13 01:32:05
Case3,Turning & Milling,res_a8fb0940-a830-4ecf-938d-8036ae9787d8,Role 1,2012-03-13 06:11:55,14,1,0.18181818181818182,2012-03-13 02:08:27
Case4,Rework Milling,res_130d5578-c69e-482f-84f7-9c7d84c69e47,Role 1,2012-03-13 06:55:25,15,1,0.2727272727272727,2012-03-13 03:09:54
Case5,Rework Milling,res_7e34cfc0-1b37-40da-8007-7f0d184a659e,Role 1,2012-03-13 07:51:21,16,2,0.36363636363636365,2012-03-13 04:24:21
Case6,Turning & Milling,res_2c223cc8-a3e0-4c4b-bff2-872d58659e14,Role 1,2012-03-13 08:57:03,17,2,0.36363636363636365,2012-03-13 05:30:52
Case7,Turning & Milling,res_a02daf89-8e58-4f3a-9923-6df728790c4d,Role 1,2012-03-13 10:18:49,18,2,0.2727272727272727,2012-03-13 06:45:54
Case8,Rework Milling,res_2c223cc8-a3e0-4c4b-bff2-872d58659e14,Role 1,2012-03-13 10:38:42,19,1,0.2727272727272727,2012-03-13 07:06:13
Case9,Rework Milling,res_3e8d99d4-1c5b-42bd-8bb8-93aa41652718,Role 1,2012-03-13 11:40:18,20,1,0.2727272727272727,2012-03-13 08:11:05
Case1,Packing,res_3e8d99d4-1c5b-42bd-8bb8-93aa41652718,Role 5,2012-03-13 11:51:48,19,0,0.0,2012-03-13 08:02:27
Case2,Turning & Milling Q.C.,res_2b9982f0-bd5a-4854-a51b-1e478bf6b1b5,Role 3,2012-03-13 12:36:06,20,0,0.0,2012-03-13 09:12:18
Case10,Rework Milling,res_2b9982f0-bd5a-4854-a51b-1e478bf6b1b5,Role 1,2012-03-13 12:57:38,21,2,0.2727272727272727,2012-03-13 09:35:58
Case3,Laser Marking,res_2b9982f0-bd5a-4854-a51b-1e478bf6b1b5,Role 4,2012-03-13 13:02:45,21,0,0.0,2012-03-13 09:36:20
Case4,Change Version,res_2b9982f0-bd5a-4854-a51b-1e478bf6b1b5,Role 1,2012-03-13 13:04:07,21,0,0.2727272727272727,2012-03-13 10:23:43
Case5,Milling Q.C.,res_2b9982f0-bd5a-4854-a51b-1e478bf6b1b5,Role 1,2012-03-13 13:21:36,21,0,0.2727272727272727,2012-03-13 10:55:51
Case6,Milling,res_7602f453-eea9-4170-ac0a-c0407e19dbbb,Role 1,2012-03-13 14:48:26,21,0,0.2727272727272727,2012-03-13 12:25:41
Case7,Laser Marking,res_7602f453-eea9-4170-ac0a-c0407e19dbbb,Role 4,2012-03-13 16:30:13,21,0,0.0,2012-03-13 13:36:34
Case8,Turning & Milling Q.C.,res_8d36a1cd-577e-4733-8f22-0e454ef8eb0b,Role 3,2012-03-13 16:33:35,22,0,0.0,2012-03-13 13:54:17
Case1,Round  Q.C.,res_3e8d99d4-1c5b-42bd-8bb8-93aa41652718,Role 1,2012-03-13 17:12:53,23,0,0.2727272727272727,2012-03-13 15:01:43
Case11,Rework Milling,res_3e8d99d4-1c5b-42bd-8bb8-93aa41652718,Role 1,2012-03-13 17:19:24,22,0,0.09090909090909091,2012-03-13 13:40:55
Case9,Turning & Milling,res_3e8d99d4-1c5b-42bd-8bb8-93aa41652718,Role 1,2012-03-13 17:20:56,23,2,0.18181818181818182,2012-03-13 14:59:00
Case10,Milling Q.C.,res_3e8d99d4-1c5b-42bd-8bb8-93aa41652718,Role 1,2012-03-13 18:00:51,24,0,0.45454545454545453,2012-03-13 15:59:09
Case2,Nitration Q.C.,res_3e8d99d4-1c5b-42bd-8bb8-93aa41652718,Role 3,2012-03-13 18:22:57,25,0,0.3333333333333333,2012-03-13 16:28:17
Case5,Packing,res_3e8d99d4-1c5b-42bd-8bb8-93aa41652718,Role 5,2012-03-13 18:23:56,25,0,0.0,2012-03-13 16:32:34
Case4,Final Inspection Q.C.,res_3e8d99d4-1c5b-42bd-8bb8-93aa41652718,Role 3,2012-03-13 18:27:13,25,0,0.3333333333333333,2012-03-13 16:49:18
Case12,Turning & Milling,res_3e8d99d4-1c5b-42bd-8bb8-93aa41652718,Role 1,2012-03-13 18:30:43,23,1,0.09090909090909091,2012-03-13 14:57:42
Case13,Change Version,res_7602f453-eea9-4170-ac0a-c0407e19dbbb,Role 1,2012-03-13 19:01:09,24,0,0.36363636363636365,2012-03-13 15:58:32
Case14,Turning & Milling,res_7602f453-eea9-4170-ac0a-c0407e19dbbb,Role 1,2012-03-13 19:05:18,25,3,0.5454545454545454,2012-03-13 16:27:43
Case3,Flat Grinding,res_7602f453-eea9-4170-ac0a-c0407e19dbbb,Role 4,2012-03-13 19:23:23,25,0,0.0,2012-03-13 16:54:34
Case15,Turning & Milling,res_7602f453-eea9-4170-ac0a-c0407e19dbbb,Role 1,2012-03-13 19:29:27,26,4,0.6363636363636364,2012-03-13 17:02:16
Case6,Final Inspection Q.C.,res_db640078-80ba-406c-a776-5f89a4af9992,Role 3,2012-03-13 20:19:10,25,0,0.0,2012-03-13 18:38:03
Case16,Turning & Milling Q.C.,res_a639234f-b33d-484c-bdd3-5cc341c0df07,Role 3,2012-03-13 21:41:04,26,0,0.3333333333333333,2012-03-13 18:50:59
Case1,Packing,res_a639234f-b33d-484c-bdd3-5cc341c0df07,Role 5,2012-03-13 22:00:17,27,0,0.0,2012-03-13 20:35:28
Case8,Laser Marking,res_a639234f-b33d-484c-bdd3-5cc341c0df07,Role 4,2012-03-13 22:03:37,27,0,0.0,2012-03-13 20:08:25
Case7,Round Grinding,res_7602f453-eea9-4170-ac0a-c0407e19dbbb,Role 2,2012-03-13 22:12:35,27,0,0.0,2012-03-13 20:08:24
Case10,Packing,res_7602f453-eea9-4170-ac0a-c0407e19dbbb,Role 5,2012-03-13 22:22:50,27,1,0.5,2012-03-13 21:03:41
Case9,Turning,res_7602f453-eea9-4170-ac0a-c0407e19dbbb,Role 1,2012-03-13 22:26:45,27,1,0.2727272727272727,2012-03-13 20:56:52
Case11,Turning,res_a02daf89-8e58-4f3a-9923-6df728790c4d,Role 1,2012-03-13 22:54:09,27,0,0.18181818181818182,2012-03-13 20:31:48
Case17,Rework Milling,res_a02daf89-8e58-4f3a-9923-6df728790c4d,Role 1,2012-03-13 23:13:36,27,0,0.0,2012-03-13 19:42:11
Case5,Final Inspection Q.C.,res_a02daf89-8e58-4f3a-9923-6df728790c4d,Role 3,2012-03-13 23:19:14,27,0,0.3333333333333333,2012-03-13 22:03:57
