caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,rp_start_oc,start_timestamp
Case1,Turning & Milling,res_eb27f509-12dc-42f2-b33d-4d0eb7889622,Role 1,2012-03-13 04:53:50,12,1,0.0,2012-03-13 00:19:32
Case2,Turning & Milling,res_708824a7-94dd-44d9-8aa4-44562d501ec6,Role 1,2012-03-13 05:53:11,13,2,0.09090909090909091,2012-03-13 01:39:55
Case3,Turning & Milling,res_84ff6ab1-1e50-4c24-ade5-fc3aa786c153,Role 1,2012-03-13 06:24:04,14,3,0.18181818181818182,2012-03-13 02:28:17
Case4,Turning & Milling,res_84ff6ab1-1e50-4c24-ade5-fc3aa786c153,Role 1,2012-03-13 06:40:56,15,4,0.2727272727272727,2012-03-13 03:00:11
Case5,Turning & Milling,res_eb27f509-12dc-42f2-b33d-4d0eb7889622,Role 1,2012-03-13 07:35:40,16,5,0.36363636363636365,2012-03-13 04:09:53
Case6,Turning & Milling Q.C.,res_d6139ae1-969b-47e9-a06e-528d4bb1afc2,Role 3,2012-03-13 09:24:36,17,0,0.0,2012-03-13 05:18:11
Case7,Milling Q.C.,res_d6139ae1-969b-47e9-a06e-528d4bb1afc2,Role 1,2012-03-13 09:41:23,18,0,0.2727272727272727,2012-03-13 06:02:54
Case8,Rework Milling,res_d6139ae1-969b-47e9-a06e-528d4bb1afc2,Role 1,2012-03-13 11:19:48,19,0,0.18181818181818182,2012-03-13 07:33:09
Case2,Laser Marking,res_8fc867ca-00ba-4427-8bd6-2ebdf322bde1,Role 4,2012-03-13 12:00:27,20,1,0.5,2012-03-13 09:17:36
Case1,Laser Marking,res_8fc867ca-00ba-4427-8bd6-2ebdf322bde1,Role 4,2012-03-13 12:10:41,19,0,0.0,2012-03-13 08:18:22
Case5,Laser Marking,res_8fc867ca-00ba-4427-8bd6-2ebdf322bde1,Role 4,2012-03-13 12:39:00,21,2,1.0,2012-03-13 10:58:12
Case3,Turning & Milling Q.C.,res_8fc867ca-00ba-4427-8bd6-2ebdf322bde1,Role 3,2012-03-13 12:47:13,20,0,0.0,2012-03-13 09:44:23
Case9,Turning & Milling,res_2f279fe4-3704-4a77-ad51-8c93e1fdf5a3,Role 1,2012-03-13 12:52:56,20,1,0.18181818181818182,2012-03-13 09:13:32
Case4,Turning,res_2f279fe4-3704-4a77-ad51-8c93e1fdf5a3,Role 1,2012-03-13 12:54:11,20,0,0.18181818181818182,2012-03-13 10:11:56
Case10,Rework Milling,res_c768202e-0857-4005-ab21-5cb7f5d1cf00,Role 1,2012-03-13 13:44:34,21,1,0.2727272727272727,2012-03-13 10:21:32
Case11,Rework Milling,res_84ff6ab1-1e50-4c24-ade5-fc3aa786c153,Role 1,2012-03-13 15:11:29,22,1,0.2727272727272727,2012-03-13 11:52:38
Case7,Packing,res_da946c5d-b29a-4aeb-8b6d-8ce460198025,Role 5,2012-03-13 15:46:42,22,0,0.0,2012-03-13 12:50:38
Case6,Nitration Q.C.,res_d6139ae1-969b-47e9-a06e-528d4bb1afc2,Role 3,2012-03-13 16:13:00,22,0,0.0,2012-03-13 13:05:35
Case12,Milling Q.C.,res_8bbf98d9-1bab-4d2e-8f3d-cb026c2e82c9,Role 1,2012-03-13 16:39:55,23,0,0.18181818181818182,2012-03-13 13:12:00
Case8,Milling Q.C.,res_2c090792-b51a-402f-819f-1ae0c5547dc1,Role 1,2012-03-13 16:55:06,23,1,0.18181818181818182,2012-03-13 14:21:19
Case13,Turning,res_d31564a5-f94c-475a-9875-2e6cec003214,Role 1,2012-03-13 17:40:19,24,0,0.2727272727272727,2012-03-13 14:24:08
Case2,Round Grinding,res_d31564a5-f94c-475a-9875-2e6cec003214,Role 2,2012-03-13 17:41:44,24,0,0.0,2012-03-13 15:37:28
Case5,Flat Grinding,res_d31564a5-f94c-475a-9875-2e6cec003214,Role 4,2012-03-13 17:49:03,24,0,0.5,2012-03-13 16:29:55
Case3,Turning & Milling,res_dfd47c8f-b4f5-4374-ae50-287834461dd5,Role 1,2012-03-13 18:00:42,24,2,0.45454545454545453,2012-03-13 16:24:19
Case4,Turning Q.C.,res_eb27f509-12dc-42f2-b33d-4d0eb7889622,Role 1,2012-03-13 18:17:30,24,0,0.45454545454545453,2012-03-13 16:42:42
Case1,Lapping,res_c768202e-0857-4005-ab21-5cb7f5d1cf00,Role 4,2012-03-13 18:34:27,23,0,0.0,2012-03-13 15:51:46
Case9,Change Version,res_c768202e-0857-4005-ab21-5cb7f5d1cf00,Role 1,2012-03-13 18:37:47,23,0,0.2727272727272727,2012-03-13 16:14:50
Case10,Turning & Milling,res_c768202e-0857-4005-ab21-5cb7f5d1cf00,Role 1,2012-03-13 18:57:05,24,3,0.45454545454545453,2012-03-13 17:01:36
Case14,Turning & Milling,res_c768202e-0857-4005-ab21-5cb7f5d1cf00,Role 1,2012-03-13 19:20:05,24,1,0.36363636363636365,2012-03-13 16:19:54
Case11,Turning & Milling,res_d6139ae1-969b-47e9-a06e-528d4bb1afc2,Role 1,2012-03-13 20:15:26,26,5,0.45454545454545453,2012-03-13 18:25:26
Case15,Turning & Milling,res_d6139ae1-969b-47e9-a06e-528d4bb1afc2,Role 1,2012-03-13 20:31:59,25,4,0.45454545454545453,2012-03-13 17:49:31
Case16,Turning & Milling,res_d6139ae1-969b-47e9-a06e-528d4bb1afc2,Role 1,2012-03-13 20:42:59,26,4,0.45454545454545453,2012-03-13 18:01:07
Case8,Packing,res_8fc867ca-00ba-4427-8bd6-2ebdf322bde1,Role 5,2012-03-13 21:27:37,27,1,0.5,2012-03-13 20:00:28
Case12,Packing,res_8bbf98d9-1bab-4d2e-8f3d-cb026c2e82c9,Role 5,2012-03-13 22:11:06,26,0,0.0,2012-03-13 19:38:18
Case6,Laser Marking,res_a924c122-3b74-426c-8024-64850d18dfb6,Role 4,2012-03-13 22:18:20,28,0,0.0,2012-03-13 20:11:54
Case17,Turning,res_6734f616-1dea-4e87-a3af-a3426830eff5,Role 1,2012-03-13 22:49:22,27,0,0.2727272727272727,2012-03-13 19:46:37
Case18,Turning & Milling,res_6734f616-1dea-4e87-a3af-a3426830eff5,Role 1,2012-03-13 22:56:54,28,4,0.36363636363636365,2012-03-13 20:11:17
Case13,Turning Q.C.,res_6734f616-1dea-4e87-a3af-a3426830eff5,Role 1,2012-03-13 23:07:37,28,0,0.18181818181818182,2012-03-13 20:55:44
Case3,Laser Marking,res_6734f616-1dea-4e87-a3af-a3426830eff5,Role 4,2012-03-13 23:09:30,28,1,1.0,2012-03-13 22:11:07
Case2,Lapping,res_6734f616-1dea-4e87-a3af-a3426830eff5,Role 4,2012-03-13 23:21:49,29,0,0.5,2012-03-13 21:56:17
Case5,Lapping,res_6734f616-1dea-4e87-a3af-a3426830eff5,Role 4,2012-03-13 23:35:33,28,1,1.0,2012-03-13 22:21:28
Case10,Laser Marking,res_a924c122-3b74-426c-8024-64850d18dfb6,Role 4,2012-03-13 23:40:46,28,2,1.0,2012-03-13 22:32:28
Case4,Turning & Milling,res_a924c122-3b74-426c-8024-64850d18dfb6,Role 1,2012-03-13 23:42:55,28,2,0.36363636363636365,2012-03-13 22:32:10
Case9,Final Inspection Q.C.,res_a924c122-3b74-426c-8024-64850d18dfb6,Role 3,2012-03-13 23:52:26,28,0,0.0,2012-03-13 22:15:47
Case14,Laser Marking,res_84ff6ab1-1e50-4c24-ade5-fc3aa786c153,Role 4,2012-03-13 23:52:52,28,1,1.0,2012-03-13 22:29:49
