caseid,task,start_timestamp,end_timestamp,resource
0,Start,2016-05-18 21:56:02.0,2016-05-18 21:56:02.0,SYSTEM
0,Traer informacion estudiante - banner,2016-05-18 21:56:02.0,2016-05-18 21:56:02.0,Role 1
0,Radicar Solicitud Homologacion,2016-05-18 21:56:02.0,2016-05-18 21:58:27.45,Role 1
0,Cancelar Solicitud,2016-05-18 21:58:27.45,2016-05-18 21:58:27.45,SYSTEM
0,End,2016-05-18 21:58:27.45,2016-05-18 21:58:27.45,SYSTEM
1,Start,2016-05-19 01:56:34.847,2016-05-19 01:56:34.847,SYSTEM
1,Traer informacion estudiante - banner,2016-05-19 01:56:34.847,2016-05-19 01:56:34.847,Role 1
2,Start,2016-05-19 02:47:14.549,2016-05-19 02:47:14.549,SYSTEM
2,Traer informacion estudiante - banner,2016-05-19 02:47:14.549,2016-05-19 16:00:00.0,Role 1
2,Radicar Solicitud Homologacion,2016-05-19 16:00:00.0,2016-05-19 16:00:12.633,Role 1
2,Cancelar Solicitud,2016-05-19 16:00:12.633,2016-05-19 16:00:12.633,SYSTEM
2,End,2016-05-19 16:00:12.633,2016-05-19 16:00:12.633,SYSTEM
1,Radicar Solicitud Homologacion,2016-05-19 01:56:34.847,2016-05-19 16:00:29.411,Role 1
1,Cancelar Solicitud,2016-05-19 16:00:29.411,2016-05-19 16:00:29.411,SYSTEM
1,End,2016-05-19 16:00:29.411,2016-05-19 16:00:29.411,SYSTEM
3,Start,2016-05-19 22:13:02.027,2016-05-19 22:13:02.027,SYSTEM
3,Traer informacion estudiante - banner,2016-05-19 22:13:02.027,2016-05-19 22:13:02.027,Role 1
3,Radicar Solicitud Homologacion,2016-05-19 22:13:02.027,2016-05-19 22:17:02.959,Role 1
3,Cancelar Solicitud,2016-05-19 22:17:02.959,2016-05-19 22:17:02.959,SYSTEM
3,End,2016-05-19 22:17:02.959,2016-05-19 22:17:02.959,SYSTEM
4,Start,2016-05-20 00:20:36.695,2016-05-20 00:20:36.695,SYSTEM
4,Traer informacion estudiante - banner,2016-05-20 00:20:36.695,2016-05-20 00:20:36.695,Role 1
4,Radicar Solicitud Homologacion,2016-05-20 00:20:36.695,2016-05-20 00:21:50.093,Role 1
4,Cancelar Solicitud,2016-05-20 00:21:50.093,2016-05-20 00:21:50.093,SYSTEM
4,End,2016-05-20 00:21:50.093,2016-05-20 00:21:50.093,SYSTEM
5,Start,2016-05-20 03:48:59.364,2016-05-20 03:48:59.364,SYSTEM
6,Start,2016-05-20 15:01:27.008,2016-05-20 15:01:27.008,SYSTEM
5,Traer informacion estudiante - banner,2016-05-20 03:48:59.364,2016-05-20 16:00:00.0,Role 1
6,Traer informacion estudiante - banner,2016-05-20 15:01:27.008,2016-05-20 16:00:00.0,Role 1
6,Radicar Solicitud Homologacion,2016-05-20 16:00:00.0,2016-05-20 16:02:15.936,Role 1
6,Cancelar Solicitud,2016-05-20 16:02:15.936,2016-05-20 16:02:15.936,SYSTEM
6,End,2016-05-20 16:02:15.936,2016-05-20 16:02:15.936,SYSTEM
5,Radicar Solicitud Homologacion,2016-05-20 16:00:00.0,2016-05-20 16:02:28.743,Role 1
5,Cancelar Solicitud,2016-05-20 16:02:28.743,2016-05-20 16:02:28.743,SYSTEM
5,End,2016-05-20 16:02:28.743,2016-05-20 16:02:28.743,SYSTEM
7,Start,2016-05-20 19:28:16.798,2016-05-20 19:28:16.798,SYSTEM
7,Traer informacion estudiante - banner,2016-05-20 19:28:16.798,2016-05-20 21:00:00.0,Role 1
7,Radicar Solicitud Homologacion,2016-05-20 21:00:00.0,2016-05-20 21:00:34.442,Role 1
7,Cancelar Solicitud,2016-05-20 21:00:34.442,2016-05-20 21:00:34.442,SYSTEM
7,End,2016-05-20 21:00:34.442,2016-05-20 21:00:34.442,SYSTEM
8,Start,2016-05-20 22:54:27.95,2016-05-20 22:54:27.95,SYSTEM
8,Traer informacion estudiante - banner,2016-05-20 22:54:27.95,2016-05-21 00:00:00.0,Role 1
8,Radicar Solicitud Homologacion,2016-05-21 00:00:00.0,2016-05-21 00:05:52.464,Role 1
8,Cancelar Solicitud,2016-05-21 00:05:52.464,2016-05-21 00:05:52.464,SYSTEM
8,End,2016-05-21 00:05:52.464,2016-05-21 00:05:52.464,SYSTEM
9,Start,2016-05-21 01:17:35.352,2016-05-21 01:17:35.352,SYSTEM
10,Start,2016-05-21 18:29:03.462,2016-05-21 18:29:03.462,SYSTEM
11,Start,2016-05-21 23:08:43.556,2016-05-21 23:08:43.556,SYSTEM
12,Start,2016-05-22 00:18:15.145,2016-05-22 00:18:15.145,SYSTEM
13,Start,2016-05-22 03:46:33.288,2016-05-22 03:46:33.288,SYSTEM
14,Start,2016-05-24 02:20:31.741,2016-05-24 02:20:31.741,SYSTEM
9,Traer informacion estudiante - banner,2016-05-21 01:17:35.352,2016-05-24 18:00:00.0,Role 1
10,Traer informacion estudiante - banner,2016-05-21 18:29:03.462,2016-05-24 18:00:00.0,Role 1
11,Traer informacion estudiante - banner,2016-05-21 23:08:43.556,2016-05-24 18:00:00.0,Role 1
12,Traer informacion estudiante - banner,2016-05-22 00:18:15.145,2016-05-24 18:00:00.0,Role 1
13,Traer informacion estudiante - banner,2016-05-22 03:46:33.288,2016-05-24 18:00:00.0,Role 1
14,Traer informacion estudiante - banner,2016-05-24 02:20:31.741,2016-05-24 18:00:00.0,Role 1
9,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:00:08.528,Role 1
9,Cancelar Solicitud,2016-05-24 18:00:08.528,2016-05-24 18:00:08.528,SYSTEM
9,End,2016-05-24 18:00:08.528,2016-05-24 18:00:08.528,SYSTEM
13,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:01:13.674,Role 1
13,Cancelar Solicitud,2016-05-24 18:01:13.674,2016-05-24 18:01:13.674,SYSTEM
13,End,2016-05-24 18:01:13.674,2016-05-24 18:01:13.674,SYSTEM
10,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:01:18.309,Role 1
10,Cancelar Solicitud,2016-05-24 18:01:18.309,2016-05-24 18:01:18.309,SYSTEM
10,End,2016-05-24 18:01:18.309,2016-05-24 18:01:18.309,SYSTEM
12,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:01:18.631,Role 1
12,Cancelar Solicitud,2016-05-24 18:01:18.631,2016-05-24 18:01:18.631,SYSTEM
12,End,2016-05-24 18:01:18.631,2016-05-24 18:01:18.631,SYSTEM
14,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:02:14.366,Role 1
14,Cancelar Solicitud,2016-05-24 18:02:14.366,2016-05-24 18:02:14.366,SYSTEM
14,End,2016-05-24 18:02:14.366,2016-05-24 18:02:14.366,SYSTEM
11,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:09:25.864,Role 1
11,Cancelar Solicitud,2016-05-24 18:09:25.864,2016-05-24 18:09:25.864,SYSTEM
11,End,2016-05-24 18:09:25.864,2016-05-24 18:09:25.864,SYSTEM
15,Start,2016-05-25 03:47:24.384,2016-05-25 03:47:24.384,SYSTEM
15,Traer informacion estudiante - banner,2016-05-25 03:47:24.384,2016-05-25 20:00:00.0,Role 1
15,Radicar Solicitud Homologacion,2016-05-25 20:00:00.0,2016-05-25 20:00:21.542,Role 1
15,Cancelar Solicitud,2016-05-25 20:00:21.542,2016-05-25 20:00:21.542,SYSTEM
15,End,2016-05-25 20:00:21.542,2016-05-25 20:00:21.542,SYSTEM
16,Start,2016-05-25 21:58:54.759,2016-05-25 21:58:54.759,SYSTEM
16,Traer informacion estudiante - banner,2016-05-25 21:58:54.759,2016-05-25 21:58:54.759,Role 1
16,Radicar Solicitud Homologacion,2016-05-25 21:58:54.759,2016-05-25 21:59:55.737,Role 1
16,Cancelar Solicitud,2016-05-25 21:59:55.737,2016-05-25 21:59:55.737,SYSTEM
16,End,2016-05-25 21:59:55.737,2016-05-25 21:59:55.737,SYSTEM
17,Start,2016-05-25 22:01:04.863,2016-05-25 22:01:04.863,SYSTEM
17,Traer informacion estudiante - banner,2016-05-25 22:01:04.863,2016-05-25 22:01:04.863,Role 1
17,Radicar Solicitud Homologacion,2016-05-25 22:01:04.863,2016-05-25 22:01:39.112,Role 1
17,Cancelar Solicitud,2016-05-25 22:01:39.112,2016-05-25 22:01:39.112,SYSTEM
17,End,2016-05-25 22:01:39.112,2016-05-25 22:01:39.112,SYSTEM
18,Start,2016-05-26 02:25:32.59,2016-05-26 02:25:32.59,SYSTEM
18,Traer informacion estudiante - banner,2016-05-26 02:25:32.59,2016-05-26 02:25:32.59,Role 1
18,Radicar Solicitud Homologacion,2016-05-26 02:25:32.59,2016-05-26 16:00:24.883,Role 1
18,Cancelar Solicitud,2016-05-26 16:00:24.883,2016-05-26 16:00:24.883,SYSTEM
18,End,2016-05-26 16:00:24.883,2016-05-26 16:00:24.883,SYSTEM
19,Start,2016-05-27 02:13:05.336,2016-05-27 02:13:05.336,SYSTEM
19,Traer informacion estudiante - banner,2016-05-27 02:13:05.336,2016-05-27 02:13:05.336,Role 1
20,Start,2016-05-27 12:40:30.258,2016-05-27 12:40:30.258,SYSTEM
20,Traer informacion estudiante - banner,2016-05-27 12:40:30.258,2016-05-27 16:00:00.0,Role 1
20,Radicar Solicitud Homologacion,2016-05-27 16:00:00.0,2016-05-27 16:00:18.174,Role 1
20,Cancelar Solicitud,2016-05-27 16:00:18.174,2016-05-27 16:00:18.174,SYSTEM
20,End,2016-05-27 16:00:18.174,2016-05-27 16:00:18.174,SYSTEM
19,Radicar Solicitud Homologacion,2016-05-27 02:13:05.336,2016-05-27 16:01:34.084,Role 1
