caseid,task,start_timestamp,end_timestamp,resource
0,Start,2016-05-18 21:56:02.0,2016-05-18 21:56:02.0,SYSTEM
0,Traer informacion estudiante - banner,2016-05-18 21:56:02.0,2016-05-18 21:56:02.0,Role 1
1,Start,2016-05-18 21:58:56.133,2016-05-18 21:58:56.133,SYSTEM
1,Traer informacion estudiante - banner,2016-05-18 21:58:56.133,2016-05-18 21:58:56.133,Role 1
0,Radicar Solicitud Homologacion,2016-05-18 21:56:02.0,2016-05-18 21:59:13.271,Role 1
0,Cancelar Solicitud,2016-05-18 21:59:13.271,2016-05-18 21:59:13.271,SYSTEM
0,End,2016-05-18 21:59:13.271,2016-05-18 21:59:13.271,SYSTEM
1,Radicar Solicitud Homologacion,2016-05-18 21:58:56.133,2016-05-18 22:06:38.358,Role 1
1,Cancelar Solicitud,2016-05-18 22:06:38.358,2016-05-18 22:06:38.358,SYSTEM
1,End,2016-05-18 22:06:38.358,2016-05-18 22:06:38.358,SYSTEM
2,Start,2016-05-19 00:17:42.771,2016-05-19 00:17:42.771,SYSTEM
2,Traer informacion estudiante - banner,2016-05-19 00:17:42.771,2016-05-19 00:17:42.771,Role 1
2,Radicar Solicitud Homologacion,2016-05-19 00:17:42.771,2016-05-19 00:18:46.448,Role 1
2,Cancelar Solicitud,2016-05-19 00:18:46.448,2016-05-19 00:18:46.448,SYSTEM
2,End,2016-05-19 00:18:46.448,2016-05-19 00:18:46.448,SYSTEM
3,Start,2016-05-19 18:40:49.229,2016-05-19 18:40:49.229,SYSTEM
3,Traer informacion estudiante - banner,2016-05-19 18:40:49.229,2016-05-19 18:40:49.229,Role 1
3,Radicar Solicitud Homologacion,2016-05-19 18:40:49.229,2016-05-19 18:42:44.019,Role 1
3,Cancelar Solicitud,2016-05-19 18:42:44.019,2016-05-19 18:42:44.019,SYSTEM
3,End,2016-05-19 18:42:44.019,2016-05-19 18:42:44.019,SYSTEM
4,Start,2016-05-19 22:49:57.646,2016-05-19 22:49:57.646,SYSTEM
4,Traer informacion estudiante - banner,2016-05-19 22:49:57.646,2016-05-19 22:49:57.646,Role 1
4,Radicar Solicitud Homologacion,2016-05-19 22:49:57.646,2016-05-19 22:54:08.535,Role 1
4,Cancelar Solicitud,2016-05-19 22:54:08.535,2016-05-19 22:54:08.535,SYSTEM
4,End,2016-05-19 22:54:08.535,2016-05-19 22:54:08.535,SYSTEM
5,Start,2016-05-20 14:04:55.951,2016-05-20 14:04:55.951,SYSTEM
5,Traer informacion estudiante - banner,2016-05-20 14:04:55.951,2016-05-20 14:04:55.951,Role 1
6,Start,2016-05-20 14:05:41.056,2016-05-20 14:05:41.056,SYSTEM
6,Traer informacion estudiante - banner,2016-05-20 14:05:41.056,2016-05-20 16:00:00.0,Role 1
5,Radicar Solicitud Homologacion,2016-05-20 14:04:55.951,2016-05-20 16:00:30.119,Role 1
5,Cancelar Solicitud,2016-05-20 16:00:30.119,2016-05-20 16:00:30.119,SYSTEM
5,End,2016-05-20 16:00:30.119,2016-05-20 16:00:30.119,SYSTEM
6,Radicar Solicitud Homologacion,2016-05-20 16:00:00.0,2016-05-20 16:00:39.997,Role 1
6,Cancelar Solicitud,2016-05-20 16:00:39.997,2016-05-20 16:00:39.997,SYSTEM
6,End,2016-05-20 16:00:39.997,2016-05-20 16:00:39.997,SYSTEM
7,Start,2016-05-20 16:31:05.954,2016-05-20 16:31:05.954,SYSTEM
7,Traer informacion estudiante - banner,2016-05-20 16:31:05.954,2016-05-20 16:31:05.954,Role 1
7,Radicar Solicitud Homologacion,2016-05-20 16:31:05.954,2016-05-20 16:31:33.412,Role 1
7,Cancelar Solicitud,2016-05-20 16:31:33.412,2016-05-20 16:31:33.412,SYSTEM
7,End,2016-05-20 16:31:33.412,2016-05-20 16:31:33.412,SYSTEM
8,Start,2016-05-20 21:19:13.627,2016-05-20 21:19:13.627,SYSTEM
8,Traer informacion estudiante - banner,2016-05-20 21:19:13.627,2016-05-20 21:19:13.627,Role 1
8,Radicar Solicitud Homologacion,2016-05-20 21:19:13.627,2016-05-20 21:19:27.743,Role 1
8,Cancelar Solicitud,2016-05-20 21:19:27.743,2016-05-20 21:19:27.743,SYSTEM
8,End,2016-05-20 21:19:27.743,2016-05-20 21:19:27.743,SYSTEM
9,Start,2016-05-21 22:40:00.257,2016-05-21 22:40:00.257,SYSTEM
9,Traer informacion estudiante - banner,2016-05-21 22:40:00.257,2016-05-21 22:40:00.257,Role 1
10,Start,2016-05-22 16:10:16.424,2016-05-22 16:10:16.424,SYSTEM
11,Start,2016-05-22 20:50:38.473,2016-05-22 20:50:38.473,SYSTEM
12,Start,2016-05-23 17:41:54.037,2016-05-23 17:41:54.037,SYSTEM
13,Start,2016-05-24 15:10:47.251,2016-05-24 15:10:47.251,SYSTEM
10,Traer informacion estudiante - banner,2016-05-22 16:10:16.424,2016-05-24 18:00:00.0,Role 1
11,Traer informacion estudiante - banner,2016-05-22 20:50:38.473,2016-05-24 18:00:00.0,Role 1
12,Traer informacion estudiante - banner,2016-05-23 17:41:54.037,2016-05-24 18:00:00.0,Role 1
13,Traer informacion estudiante - banner,2016-05-24 15:10:47.251,2016-05-24 18:00:00.0,Role 1
11,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:00:24.383,Role 1
11,Cancelar Solicitud,2016-05-24 18:00:24.383,2016-05-24 18:00:24.383,SYSTEM
11,End,2016-05-24 18:00:24.383,2016-05-24 18:00:24.383,SYSTEM
10,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:00:49.205,Role 1
10,Cancelar Solicitud,2016-05-24 18:00:49.205,2016-05-24 18:00:49.205,SYSTEM
10,End,2016-05-24 18:00:49.205,2016-05-24 18:00:49.205,SYSTEM
9,Radicar Solicitud Homologacion,2016-05-21 22:40:00.257,2016-05-24 18:00:59.092,Role 1
9,Cancelar Solicitud,2016-05-24 18:00:59.092,2016-05-24 18:00:59.092,SYSTEM
9,End,2016-05-24 18:00:59.092,2016-05-24 18:00:59.092,SYSTEM
12,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:02:14.731,Role 1
12,Cancelar Solicitud,2016-05-24 18:02:14.731,2016-05-24 18:02:14.731,SYSTEM
12,End,2016-05-24 18:02:14.731,2016-05-24 18:02:14.731,SYSTEM
13,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:03:42.812,Role 1
13,Cancelar Solicitud,2016-05-24 18:03:42.812,2016-05-24 18:03:42.812,SYSTEM
13,End,2016-05-24 18:03:42.812,2016-05-24 18:03:42.812,SYSTEM
14,Start,2016-05-25 02:25:16.168,2016-05-25 02:25:16.168,SYSTEM
14,Traer informacion estudiante - banner,2016-05-25 02:25:16.168,2016-05-25 20:00:00.0,Role 1
14,Radicar Solicitud Homologacion,2016-05-25 20:00:00.0,2016-05-25 20:04:58.741,Role 1
14,Cancelar Solicitud,2016-05-25 20:04:58.741,2016-05-25 20:04:58.741,SYSTEM
14,End,2016-05-25 20:04:58.741,2016-05-25 20:04:58.741,SYSTEM
15,Start,2016-05-25 22:52:35.703,2016-05-25 22:52:35.703,SYSTEM
15,Traer informacion estudiante - banner,2016-05-25 22:52:35.703,2016-05-25 22:52:35.703,Role 1
15,Radicar Solicitud Homologacion,2016-05-25 22:52:35.703,2016-05-25 22:52:38.228,Role 1
15,Cancelar Solicitud,2016-05-25 22:52:38.228,2016-05-25 22:52:38.228,SYSTEM
15,End,2016-05-25 22:52:38.228,2016-05-25 22:52:38.228,SYSTEM
16,Start,2016-05-26 02:14:17.658,2016-05-26 02:14:17.658,SYSTEM
16,Traer informacion estudiante - banner,2016-05-26 02:14:17.658,2016-05-26 02:14:17.658,Role 1
17,Start,2016-05-26 12:49:13.028,2016-05-26 12:49:13.028,SYSTEM
17,Traer informacion estudiante - banner,2016-05-26 12:49:13.028,2016-05-26 16:00:00.0,Role 1
17,Radicar Solicitud Homologacion,2016-05-26 16:00:00.0,2016-05-26 16:01:52.206,Role 1
17,Cancelar Solicitud,2016-05-26 16:01:52.206,2016-05-26 16:01:52.206,SYSTEM
17,End,2016-05-26 16:01:52.206,2016-05-26 16:01:52.206,SYSTEM
16,Radicar Solicitud Homologacion,2016-05-26 02:14:17.658,2016-05-26 16:02:45.057,Role 1
16,Cancelar Solicitud,2016-05-26 16:02:45.057,2016-05-26 16:02:45.057,SYSTEM
16,End,2016-05-26 16:02:45.057,2016-05-26 16:02:45.057,SYSTEM
18,Start,2016-05-26 18:00:25.129,2016-05-26 18:00:25.129,SYSTEM
18,Traer informacion estudiante - banner,2016-05-26 18:00:25.129,2016-05-26 18:00:25.129,Role 1
18,Radicar Solicitud Homologacion,2016-05-26 18:00:25.129,2016-05-26 18:03:32.134,Role 1
18,Cancelar Solicitud,2016-05-26 18:03:32.134,2016-05-26 18:03:32.134,SYSTEM
18,End,2016-05-26 18:03:32.134,2016-05-26 18:03:32.134,SYSTEM
19,Start,2016-05-26 21:45:35.274,2016-05-26 21:45:35.274,SYSTEM
19,Traer informacion estudiante - banner,2016-05-26 21:45:35.274,2016-05-26 21:45:35.274,Role 1
19,Radicar Solicitud Homologacion,2016-05-26 21:45:35.274,2016-05-26 21:49:06.11,Role 1
19,Cancelar Solicitud,2016-05-26 21:49:06.11,2016-05-26 21:49:06.11,SYSTEM
19,End,2016-05-26 21:49:06.11,2016-05-26 21:49:06.11,SYSTEM
20,Start,2016-05-27 00:05:36.246,2016-05-27 00:05:36.246,SYSTEM
20,Traer informacion estudiante - banner,2016-05-27 00:05:36.246,2016-05-27 00:05:36.246,Role 1
20,Radicar Solicitud Homologacion,2016-05-27 00:05:36.246,2016-05-27 00:12:18.526,Role 1
