caseid,task,start_timestamp,end_timestamp,resource
0,Start,2016-05-18 21:56:02.0,2016-05-18 21:56:02.0,SYSTEM
0,Traer informacion estudiante - banner,2016-05-18 21:56:02.0,2016-05-18 21:56:02.0,Role 1
0,Radicar Solicitud Homologacion,2016-05-18 21:56:02.0,2016-05-18 22:00:14.832,Role 1
0,Cancelar Solicitud,2016-05-18 22:00:14.832,2016-05-18 22:00:14.832,SYSTEM
0,End,2016-05-18 22:00:14.832,2016-05-18 22:00:14.832,SYSTEM
1,Start,2016-05-18 22:21:20.065,2016-05-18 22:21:20.065,SYSTEM
1,Traer informacion estudiante - banner,2016-05-18 22:21:20.065,2016-05-18 22:21:20.065,Role 1
1,Radicar Solicitud Homologacion,2016-05-18 22:21:20.065,2016-05-18 22:25:59.262,Role 1
1,Cancelar Solicitud,2016-05-18 22:25:59.262,2016-05-18 22:25:59.262,SYSTEM
1,End,2016-05-18 22:25:59.262,2016-05-18 22:25:59.262,SYSTEM
2,Start,2016-05-19 13:42:36.411,2016-05-19 13:42:36.411,SYSTEM
2,Traer informacion estudiante - banner,2016-05-19 13:42:36.411,2016-05-19 13:42:36.411,Role 1
3,Start,2016-05-19 15:12:18.278,2016-05-19 15:12:18.278,SYSTEM
3,Traer informacion estudiante - banner,2016-05-19 15:12:18.278,2016-05-19 16:00:00.0,Role 1
2,Radicar Solicitud Homologacion,2016-05-19 13:42:36.411,2016-05-19 16:02:57.058,Role 1
2,Cancelar Solicitud,2016-05-19 16:02:57.058,2016-05-19 16:02:57.058,SYSTEM
2,End,2016-05-19 16:02:57.058,2016-05-19 16:02:57.058,SYSTEM
3,Radicar Solicitud Homologacion,2016-05-19 16:00:00.0,2016-05-19 16:08:56.914,Role 1
3,Cancelar Solicitud,2016-05-19 16:08:56.914,2016-05-19 16:08:56.914,SYSTEM
3,End,2016-05-19 16:08:56.914,2016-05-19 16:08:56.914,SYSTEM
4,Start,2016-05-19 18:32:31.183,2016-05-19 18:32:31.183,SYSTEM
4,Traer informacion estudiante - banner,2016-05-19 18:32:31.183,2016-05-19 18:32:31.183,Role 1
4,Radicar Solicitud Homologacion,2016-05-19 18:32:31.183,2016-05-19 18:38:43.827,Role 1
4,Cancelar Solicitud,2016-05-19 18:38:43.827,2016-05-19 18:38:43.827,SYSTEM
4,End,2016-05-19 18:38:43.827,2016-05-19 18:38:43.827,SYSTEM
5,Start,2016-05-20 18:31:21.898,2016-05-20 18:31:21.898,SYSTEM
5,Traer informacion estudiante - banner,2016-05-20 18:31:21.898,2016-05-20 18:31:21.898,Role 1
5,Radicar Solicitud Homologacion,2016-05-20 18:31:21.898,2016-05-20 21:02:41.127,Role 1
5,Cancelar Solicitud,2016-05-20 21:02:41.127,2016-05-20 21:02:41.127,SYSTEM
5,End,2016-05-20 21:02:41.127,2016-05-20 21:02:41.127,SYSTEM
6,Start,2016-05-21 23:11:35.953,2016-05-21 23:11:35.953,SYSTEM
6,Traer informacion estudiante - banner,2016-05-21 23:11:35.953,2016-05-21 23:11:35.953,Role 1
6,Radicar Solicitud Homologacion,2016-05-21 23:11:35.953,2016-05-24 18:04:47.878,Role 1
6,Cancelar Solicitud,2016-05-24 18:04:47.878,2016-05-24 18:04:47.878,SYSTEM
6,End,2016-05-24 18:04:47.878,2016-05-24 18:04:47.878,SYSTEM
7,Start,2016-05-24 21:52:09.73,2016-05-24 21:52:09.73,SYSTEM
7,Traer informacion estudiante - banner,2016-05-24 21:52:09.73,2016-05-24 21:52:09.73,Role 1
7,Radicar Solicitud Homologacion,2016-05-24 21:52:09.73,2016-05-24 21:53:02.455,Role 1
7,Cancelar Solicitud,2016-05-24 21:53:02.455,2016-05-24 21:53:02.455,SYSTEM
7,End,2016-05-24 21:53:02.455,2016-05-24 21:53:02.455,SYSTEM
8,Start,2016-05-25 03:40:15.147,2016-05-25 03:40:15.147,SYSTEM
8,Traer informacion estudiante - banner,2016-05-25 03:40:15.147,2016-05-25 20:00:00.0,Role 1
8,Radicar Solicitud Homologacion,2016-05-25 20:00:00.0,2016-05-25 20:03:54.768,Role 1
8,Cancelar Solicitud,2016-05-25 20:03:54.768,2016-05-25 20:03:54.768,SYSTEM
8,End,2016-05-25 20:03:54.768,2016-05-25 20:03:54.768,SYSTEM
9,Start,2016-05-26 14:41:06.651,2016-05-26 14:41:06.651,SYSTEM
9,Traer informacion estudiante - banner,2016-05-26 14:41:06.651,2016-05-26 14:41:06.651,Role 1
9,Radicar Solicitud Homologacion,2016-05-26 14:41:06.651,2016-05-26 16:02:42.566,Role 1
9,Cancelar Solicitud,2016-05-26 16:02:42.566,2016-05-26 16:02:42.566,SYSTEM
9,End,2016-05-26 16:02:42.566,2016-05-26 16:02:42.566,SYSTEM
10,Start,2016-05-26 18:01:15.339,2016-05-26 18:01:15.339,SYSTEM
10,Traer informacion estudiante - banner,2016-05-26 18:01:15.339,2016-05-26 18:01:15.339,Role 1
10,Radicar Solicitud Homologacion,2016-05-26 18:01:15.339,2016-05-26 18:12:53.03,Role 1
10,Cancelar Solicitud,2016-05-26 18:12:53.03,2016-05-26 18:12:53.03,SYSTEM
10,End,2016-05-26 18:12:53.03,2016-05-26 18:12:53.03,SYSTEM
11,Start,2016-05-28 00:48:18.166,2016-05-28 00:48:18.166,SYSTEM
11,Traer informacion estudiante - banner,2016-05-28 00:48:18.166,2016-05-28 00:48:18.166,Role 1
11,Radicar Solicitud Homologacion,2016-05-28 00:48:18.166,2016-05-28 00:50:28.201,Role 1
11,Cancelar Solicitud,2016-05-28 00:50:28.201,2016-05-28 00:50:28.201,SYSTEM
11,End,2016-05-28 00:50:28.201,2016-05-28 00:50:28.201,SYSTEM
12,Start,2016-05-28 02:50:46.771,2016-05-28 02:50:46.771,SYSTEM
13,Start,2016-05-28 12:40:17.299,2016-05-28 12:40:17.299,SYSTEM
14,Start,2016-05-31 04:26:05.277,2016-05-31 04:26:05.277,SYSTEM
15,Start,2016-05-31 15:10:57.312,2016-05-31 15:10:57.312,SYSTEM
12,Traer informacion estudiante - banner,2016-05-28 02:50:46.771,2016-05-31 18:00:00.0,Role 1
13,Traer informacion estudiante - banner,2016-05-28 12:40:17.299,2016-05-31 18:00:00.0,Role 1
14,Traer informacion estudiante - banner,2016-05-31 04:26:05.277,2016-05-31 18:00:00.0,Role 1
15,Traer informacion estudiante - banner,2016-05-31 15:10:57.312,2016-05-31 18:00:00.0,Role 1
12,Radicar Solicitud Homologacion,2016-05-31 18:00:00.0,2016-05-31 18:00:22.613,Role 1
12,Cancelar Solicitud,2016-05-31 18:00:22.613,2016-05-31 18:00:22.613,SYSTEM
12,End,2016-05-31 18:00:22.613,2016-05-31 18:00:22.613,SYSTEM
14,Radicar Solicitud Homologacion,2016-05-31 18:00:00.0,2016-05-31 18:00:54.959,Role 1
14,Cancelar Solicitud,2016-05-31 18:00:54.959,2016-05-31 18:00:54.959,SYSTEM
14,End,2016-05-31 18:00:54.959,2016-05-31 18:00:54.959,SYSTEM
13,Radicar Solicitud Homologacion,2016-05-31 18:00:00.0,2016-05-31 18:01:39.135,Role 1
13,Cancelar Solicitud,2016-05-31 18:01:39.135,2016-05-31 18:01:39.135,SYSTEM
13,End,2016-05-31 18:01:39.135,2016-05-31 18:01:39.135,SYSTEM
15,Radicar Solicitud Homologacion,2016-05-31 18:00:00.0,2016-05-31 18:08:48.891,Role 1
15,Cancelar Solicitud,2016-05-31 18:08:48.891,2016-05-31 18:08:48.891,SYSTEM
15,End,2016-05-31 18:08:48.891,2016-05-31 18:08:48.891,SYSTEM
16,Start,2016-05-31 18:40:06.02,2016-05-31 18:40:06.02,SYSTEM
16,Traer informacion estudiante - banner,2016-05-31 18:40:06.02,2016-05-31 18:40:06.02,Role 1
16,Radicar Solicitud Homologacion,2016-05-31 18:40:06.02,2016-05-31 18:43:15.815,Role 1
16,Cancelar Solicitud,2016-05-31 18:43:15.815,2016-05-31 18:43:15.815,SYSTEM
16,End,2016-05-31 18:43:15.815,2016-05-31 18:43:15.815,SYSTEM
17,Start,2016-05-31 19:04:29.239,2016-05-31 19:04:29.239,SYSTEM
17,Traer informacion estudiante - banner,2016-05-31 19:04:29.239,2016-05-31 19:04:29.239,Role 1
17,Radicar Solicitud Homologacion,2016-05-31 19:04:29.239,2016-05-31 19:04:59.052,Role 1
17,Cancelar Solicitud,2016-05-31 19:04:59.052,2016-05-31 19:04:59.052,SYSTEM
17,End,2016-05-31 19:04:59.052,2016-05-31 19:04:59.052,SYSTEM
18,Start,2016-06-02 01:34:01.737,2016-06-02 01:34:01.737,SYSTEM
18,Traer informacion estudiante - banner,2016-06-02 01:34:01.737,2016-06-02 01:34:01.737,Role 1
18,Radicar Solicitud Homologacion,2016-06-02 01:34:01.737,2016-06-02 16:02:27.658,Role 1
18,Cancelar Solicitud,2016-06-02 16:02:27.658,2016-06-02 16:02:27.658,SYSTEM
18,End,2016-06-02 16:02:27.658,2016-06-02 16:02:27.658,SYSTEM
19,Start,2016-06-03 02:25:43.067,2016-06-03 02:25:43.067,SYSTEM
19,Traer informacion estudiante - banner,2016-06-03 02:25:43.067,2016-06-03 02:25:43.067,Role 1
19,Radicar Solicitud Homologacion,2016-06-03 02:25:43.067,2016-06-03 16:00:44.512,Role 1
19,Cancelar Solicitud,2016-06-03 16:00:44.512,2016-06-03 16:00:44.512,SYSTEM
19,End,2016-06-03 16:00:44.512,2016-06-03 16:00:44.512,SYSTEM
20,Start,2016-06-04 00:05:59.105,2016-06-04 00:05:59.105,SYSTEM
20,Traer informacion estudiante - banner,2016-06-04 00:05:59.105,2016-06-04 00:05:59.105,Role 1
20,Radicar Solicitud Homologacion,2016-06-04 00:05:59.105,2016-06-04 00:06:47.15,Role 1
