caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case7,W_Complete application,res_705fa9b1-5649-42e6-bc92-757cf2d6d272,Role 1,2016-10-24 09:26:33,1030,1,2016-10-24 09:24:21
Case1,W_Complete application,res_6d1ba32f-6d5b-47e4-8745-a0c92fbff32f,Role 1,2016-10-24 09:44:47,1031,1,2016-10-24 09:42:35
Case4,W_Complete application,res_6d1ba32f-6d5b-47e4-8745-a0c92fbff32f,Role 1,2016-10-24 09:45:11,1032,2,2016-10-24 09:42:59
Case7,W_Complete application,res_6d1ba32f-6d5b-47e4-8745-a0c92fbff32f,Role 1,2016-10-24 09:48:35,1032,1,2016-10-24 09:47:51
Case6,W_Complete application,res_a778a579-ada7-4602-96c0-3fefbe812e75,Role 1,2016-10-24 09:52:15,1033,1,2016-10-24 09:50:03
Case2,W_Complete application,res_a778a579-ada7-4602-96c0-3fefbe812e75,Role 1,2016-10-24 09:53:35,1034,2,2016-10-24 09:51:23
Case5,W_Complete application,res_7a82e288-97ff-4037-8c92-9f75c9520fe9,Role 1,2016-10-24 10:03:25,1035,1,2016-10-24 10:01:13
Case1,W_Complete application,res_edfeb336-92e1-4bf5-9902-b413b0131bd7,Role 1,2016-10-24 10:05:31,1035,1,2016-10-24 10:04:47
Case3,W_Complete application,res_4a73fb3d-9d25-48a4-84cb-9a6ec058cba9,Role 1,2016-10-24 10:09:47,1036,1,2016-10-24 10:07:35
Case3,W_Handle leads,res_a374be60-3eb5-4b1d-bb2c-84931fc3cc2c,Role 1,2016-10-24 10:10:07,1037,0,2016-10-24 10:09:52
Case8,W_Complete application,res_feb98ae1-42a6-4de7-95c7-4c0d000d690c,Role 1,2016-10-24 10:10:43,1037,2,2016-10-24 10:08:31
Case8,W_Handle leads,res_e247c5d2-7ca2-40d4-b9d9-dce801012f74,Role 1,2016-10-24 10:11:03,1037,0,2016-10-24 10:10:48
Case3,W_Complete application,res_59390bd2-63fa-48ca-b2c4-988c586299ec,Role 1,2016-10-24 10:13:00,1037,2,2016-10-24 10:10:12
Case16,W_Complete application,res_59390bd2-63fa-48ca-b2c4-988c586299ec,Role 1,2016-10-24 10:13:35,1038,3,2016-10-24 10:11:23
Case16,W_Handle leads,res_f0b7be69-5505-4dd8-8891-fd9cb37fe1cf,Role 1,2016-10-24 10:13:55,1038,0,2016-10-24 10:13:40
Case8,W_Complete application,res_f0b7be69-5505-4dd8-8891-fd9cb37fe1cf,Role 1,2016-10-24 10:13:56,1037,2,2016-10-24 10:11:08
Case2,W_Complete application,res_0cbee350-3e47-44e9-b3fc-56ae7685d027,Role 1,2016-10-24 10:15:34,1038,2,2016-10-24 10:14:49
Case16,W_Complete application,res_0cbee350-3e47-44e9-b3fc-56ae7685d027,Role 1,2016-10-24 10:16:46,1038,1,2016-10-24 10:14:00
Case5,W_Complete application,res_a0fb4b94-0d4c-471e-92f7-c93891997993,Role 1,2016-10-24 10:25:22,1038,1,2016-10-24 10:24:38
Case5,W_Handle leads,res_8ea8f9d6-94c2-4d67-8295-250cb48c150d,Role 1,2016-10-24 10:25:44,1038,0,2016-10-24 10:25:27
Case8,W_Handle leads,res_b4e548ee-2182-4bb0-bdda-c30e5ec70651,Role 1,2016-10-24 10:28:06,1038,0,2016-10-24 10:27:44
Case4,W_Call after offers,res_9f560791-27e6-4454-b64f-fe7cae907776,Role 1,2016-10-24 10:29:12,1038,1,2016-10-24 10:28:31
Case6,W_Call after offers,res_174f06b9-dd98-4205-8f42-6c8ba9f149ee,Role 1,2016-10-24 10:33:52,1038,1,2016-10-24 10:33:09
Case15,W_Complete application,res_cb5b7a10-eb6e-4e10-a4ea-629a4ade62fb,Role 1,2016-10-24 10:37:44,1038,1,2016-10-24 10:35:32
Case9,W_Complete application,res_cb5b7a10-eb6e-4e10-a4ea-629a4ade62fb,Role 1,2016-10-24 10:47:08,1039,1,2016-10-24 10:44:56
Case13,W_Complete application,res_4c587538-09ea-4ec5-8a76-e1a47a3091a8,Role 1,2016-10-24 10:51:39,1040,1,2016-10-24 10:49:27
Case10,W_Complete application,res_4c587538-09ea-4ec5-8a76-e1a47a3091a8,Role 1,2016-10-24 10:53:10,1041,2,2016-10-24 10:50:58
Case11,W_Complete application,res_406f2d9d-64fa-490f-888a-0ca207e173e3,Role 1,2016-10-24 10:58:08,1042,1,2016-10-24 10:55:57
Case8,W_Complete application,res_db984528-01e6-4f73-b069-9fe020259dfe,Role 1,2016-10-24 11:04:47,1042,1,2016-10-24 11:02:34
Case12,W_Complete application,res_a414ac69-3dfa-48bc-8d00-c8bc46116557,Role 1,2016-10-24 11:08:06,1043,1,2016-10-24 11:05:55
Case12,W_Handle leads,res_5fc1903b-212b-40ae-9a4d-817e814b7230,Role 1,2016-10-24 11:08:27,1044,0,2016-10-24 11:08:11
Case14,W_Complete application,res_a6eafbff-322c-480d-ad41-ed57c0eb4ebe,Role 1,2016-10-24 11:09:05,1044,2,2016-10-24 11:06:53
Case14,W_Handle leads,res_d9c9da8d-2fe5-4ce4-9c36-6ac2d8f8e474,Role 1,2016-10-24 11:09:26,1044,0,2016-10-24 11:09:10
Case5,W_Complete application,res_9f560791-27e6-4454-b64f-fe7cae907776,Role 1,2016-10-24 11:10:18,1044,3,2016-10-24 11:07:58
Case12,W_Complete application,res_9f560791-27e6-4454-b64f-fe7cae907776,Role 1,2016-10-24 11:11:19,1044,3,2016-10-24 11:08:32
Case14,W_Complete application,res_9f560791-27e6-4454-b64f-fe7cae907776,Role 1,2016-10-24 11:12:18,1044,3,2016-10-24 11:09:31
Case15,W_Call after offers,res_2df56f20-adc8-49b0-95ca-696da8e8ba2d,Role 1,2016-10-24 11:21:36,1045,1,2016-10-24 11:20:53
Case22,W_Complete application,res_2df56f20-adc8-49b0-95ca-696da8e8ba2d,Role 1,2016-10-24 11:21:46,1045,1,2016-10-24 11:19:35
Case21,W_Complete application,res_2df56f20-adc8-49b0-95ca-696da8e8ba2d,Role 1,2016-10-24 11:23:36,1046,2,2016-10-24 11:21:24
Case9,W_Call after offers,res_5d203693-c261-417b-911d-dcae51ba845b,Role 1,2016-10-24 11:30:57,1045,1,2016-10-24 11:30:15
Case13,W_Call after offers,res_bd2c4241-81e8-41cc-8220-f81d966ea87a,Role 1,2016-10-24 11:33:03,1045,1,2016-10-24 11:32:21
Case10,W_Call after offers,res_212ce468-6679-4bf3-ba59-a4b258f26abb,Role 1,2016-10-24 11:36:55,1045,1,2016-10-24 11:36:14
Case11,W_Call after offers,res_35173962-9b49-4900-89a0-5bf4fa5df200,Role 1,2016-10-24 11:41:55,1046,2,2016-10-24 11:41:10
Case23,W_Call after offers,res_35173962-9b49-4900-89a0-5bf4fa5df200,Role 1,2016-10-24 11:42:10,1046,1,2016-10-24 11:40:00
Case18,W_Handle leads,res_3586a312-fe46-42c4-9a6a-12b093ec4ab6,Role 1,2016-10-24 11:47:01,1046,0,2016-10-24 11:46:52
Case19,W_Complete application,res_b159d12c-4946-466b-9035-ac66c1d2feec,Role 1,2016-10-24 11:50:13,1047,1,2016-10-24 11:48:02
Case17,W_Call after offers,res_a0fb4b94-0d4c-471e-92f7-c93891997993,Role 1,2016-10-24 11:57:44,1048,1,2016-10-24 11:55:34
Case22,W_Call after offers,res_2acaa182-8f76-49ea-b233-da1c85b35e8a,Role 1,2016-10-24 12:03:04,1048,1,2016-10-24 12:02:22
Case21,W_Call after offers,res_6dc2152a-75c3-47d0-b656-411e1a93b213,Role 1,2016-10-24 12:07:13,1048,1,2016-10-24 12:06:33
Case20,W_Call after offers,res_befcd55d-5571-49b1-96c9-3fd936f7b94e,Role 1,2016-10-24 12:09:29,1049,1,2016-10-24 12:07:19
Case18,W_Complete application,res_1c694aa3-7bc6-43d3-adab-b058590cbdb2,Role 1,2016-10-24 12:10:28,1049,1,2016-10-24 12:08:05
Case30,W_Complete application,res_1c694aa3-7bc6-43d3-adab-b058590cbdb2,Role 1,2016-10-24 12:11:44,1050,2,2016-10-24 12:09:32
Case34,W_Handle leads,res_edfeb336-92e1-4bf5-9902-b413b0131bd7,Role 1,2016-10-24 12:32:25,1053,0,2016-10-24 12:32:16
Case33,W_Call after offers,res_0c32e51d-4f53-4ebd-9d42-4b7df22f20fc,Role 1,2016-10-24 12:33:41,1051,1,2016-10-24 12:31:32
Case19,W_Call after offers,res_6cfacf5d-280a-4293-b2aa-4606f8116ec5,Role 1,2016-10-24 12:33:52,1054,2,2016-10-24 12:33:07
Case32,W_Complete application,res_6cfacf5d-280a-4293-b2aa-4606f8116ec5,Role 1,2016-10-24 12:33:59,1052,1,2016-10-24 12:31:48
Case29,W_Complete application,res_6cfacf5d-280a-4293-b2aa-4606f8116ec5,Role 1,2016-10-24 12:34:30,1054,2,2016-10-24 12:32:19
Case33,W_Shortened completion,res_6cfacf5d-280a-4293-b2aa-4606f8116ec5,Role 1,2016-10-24 12:34:47,1054,0,2016-10-24 12:33:46
Case31,W_Call after offers,res_6cfacf5d-280a-4293-b2aa-4606f8116ec5,Role 1,2016-10-24 12:43:29,1055,1,2016-10-24 12:41:20
Case35,W_Handle leads,res_3586a312-fe46-42c4-9a6a-12b093ec4ab6,Role 1,2016-10-24 12:47:36,1056,0,2016-10-24 12:47:27
Case26,W_Complete application,res_d4d575ae-b234-43dc-b83f-3c76c938aa24,Role 1,2016-10-24 12:51:39,1057,1,2016-10-24 12:49:28
Case34,W_Complete application,res_d4d575ae-b234-43dc-b83f-3c76c938aa24,Role 1,2016-10-24 12:52:11,1057,2,2016-10-24 12:49:47
Case34,W_Handle leads,res_cb5b7a10-eb6e-4e10-a4ea-629a4ade62fb,Role 1,2016-10-24 12:52:32,1059,0,2016-10-24 12:52:16
Case27,W_Call after offers,res_cb5b7a10-eb6e-4e10-a4ea-629a4ade62fb,Role 1,2016-10-24 12:52:39,1058,1,2016-10-24 12:50:30
Case24,W_Complete application,res_2acaa182-8f76-49ea-b233-da1c85b35e8a,Role 1,2016-10-24 12:53:27,1059,3,2016-10-24 12:51:16
Case27,W_Shortened completion,res_2acaa182-8f76-49ea-b233-da1c85b35e8a,Role 1,2016-10-24 12:53:44,1059,0,2016-10-24 12:52:44
Case29,W_Complete application,res_000962fd-73d8-4355-a63f-d77b58ad81b1,Role 1,2016-10-24 12:54:54,1059,1,2016-10-24 12:54:13
Case30,W_Call after offers,res_000962fd-73d8-4355-a63f-d77b58ad81b1,Role 1,2016-10-24 12:55:13,1059,1,2016-10-24 12:54:33
Case36,W_Complete application,res_a6e50de7-4570-41c0-a57f-4b41a9e1954d,Role 1,2016-10-24 13:00:48,1060,1,2016-10-24 12:58:37
Case28,W_Complete application,res_643409fe-b08e-4063-b913-34cfe3d2da51,Role 1,2016-10-24 13:05:38,1061,1,2016-10-24 13:03:27
Case25,W_Handle leads,res_b159d12c-4946-466b-9035-ac66c1d2feec,Role 1,2016-10-24 13:07:36,1062,0,2016-10-24 13:07:27
Case35,W_Complete application,res_bf111731-332c-4c36-90c2-c0af390003bd,Role 1,2016-10-24 13:10:54,1062,1,2016-10-24 13:08:32
Case32,W_Call after offers,res_6cfacf5d-280a-4293-b2aa-4606f8116ec5,Role 1,2016-10-24 13:12:43,1062,1,2016-10-24 13:12:01
Case44,W_Complete application,res_6cfacf5d-280a-4293-b2aa-4606f8116ec5,Role 1,2016-10-24 13:14:14,1063,1,2016-10-24 13:12:04
Case37,W_Complete application,res_f91e39fe-ec38-4154-b67b-87f9fd8cb71e,Role 1,2016-10-24 13:25:45,1064,1,2016-10-24 13:23:35
Case26,W_Call after offers,res_59390bd2-63fa-48ca-b2c4-988c586299ec,Role 1,2016-10-24 13:27:59,1064,1,2016-10-24 13:27:17
Case25,W_Complete application,res_74ad6378-70ea-448d-a88d-6fcdf8a89a48,Role 1,2016-10-24 13:30:48,1063,1,2016-10-24 13:28:27
Case45,W_Complete application,res_74ad6378-70ea-448d-a88d-6fcdf8a89a48,Role 1,2016-10-24 13:31:40,1064,2,2016-10-24 13:29:29
Case41,W_Complete application,res_74ad6378-70ea-448d-a88d-6fcdf8a89a48,Role 1,2016-10-24 13:32:54,1065,3,2016-10-24 13:30:43
Case24,W_Call after offers,res_b159d12c-4946-466b-9035-ac66c1d2feec,Role 1,2016-10-24 13:34:19,1065,1,2016-10-24 13:33:40
Case34,W_Complete application,res_3d754dcf-2fdd-4b34-9139-c76e079e33f8,Role 1,2016-10-24 13:38:01,1064,1,2016-10-24 13:35:49
Case42,W_Call after offers,res_edfeb336-92e1-4bf5-9902-b413b0131bd7,Role 1,2016-10-24 13:41:29,1065,1,2016-10-24 13:39:20
Case36,W_Call after offers,res_74ad6378-70ea-448d-a88d-6fcdf8a89a48,Role 1,2016-10-24 13:44:01,1064,1,2016-10-24 13:43:19
Case43,W_Complete application,res_8ea8f9d6-94c2-4d67-8295-250cb48c150d,Role 1,2016-10-24 13:45:40,1065,1,2016-10-24 13:43:30
Case40,W_Complete application,res_3ae10b8c-bcb2-4615-bb9f-8195e8a5c268,Role 1,2016-10-24 13:46:00,1066,2,2016-10-24 13:43:49
Case43,W_Handle leads,res_3ae10b8c-bcb2-4615-bb9f-8195e8a5c268,Role 1,2016-10-24 13:46:01,1066,0,2016-10-24 13:45:45
Case46,W_Complete application,res_a46e0475-bc0c-491e-9168-a497773e122e,Role 1,2016-10-24 13:47:41,1066,3,2016-10-24 13:45:30
Case43,W_Complete application,res_aaa43021-01a8-4772-bcf4-323adc96cb74,Role 1,2016-10-24 13:48:47,1066,2,2016-10-24 13:46:06
Case28,W_Call after offers,res_aaa43021-01a8-4772-bcf4-323adc96cb74,Role 1,2016-10-24 13:48:50,1066,1,2016-10-24 13:48:08
Case44,W_Call after offers,res_e247c5d2-7ca2-40d4-b9d9-dce801012f74,Role 1,2016-10-24 13:57:21,1065,1,2016-10-24 13:56:40
Case38,W_Handle leads,res_cb5b7a10-eb6e-4e10-a4ea-629a4ade62fb,Role 1,2016-10-24 13:59:38,1065,0,2016-10-24 13:59:30
Case39,W_Handle leads,res_d7c2410c-75aa-405d-b92c-eecb38df991b,Role 1,2016-10-24 14:05:56,1066,0,2016-10-24 14:05:48
Case46,W_Complete application,res_026357b1-0124-4406-b758-e194b3b25ecf,Role 1,2016-10-24 14:07:55,1066,1,2016-10-24 14:07:15
Case37,W_Call after offers,res_0cbee350-3e47-44e9-b3fc-56ae7685d027,Role 1,2016-10-24 14:08:51,1066,1,2016-10-24 14:08:10
Case51,W_Complete application,res_30e3685e-1f1e-476b-b063-3e577cc6d76b,Role 1,2016-10-24 14:11:08,1066,1,2016-10-24 14:08:58
Case45,W_Call after offers,res_f6d6faf9-5fde-4975-902e-d44d99be5654,Role 1,2016-10-24 14:12:23,1066,1,2016-10-24 14:11:43
Case41,W_Call after offers,res_2383583a-2a61-431c-9f34-229da8ac1cf8,Role 1,2016-10-24 14:15:55,1066,1,2016-10-24 14:15:17
Case49,W_Call after offers,res_0c175722-171e-4957-922c-1309bd14fcc8,Role 1,2016-10-24 14:18:18,1067,1,2016-10-24 14:16:10
Case55,W_Complete application,res_0c175722-171e-4957-922c-1309bd14fcc8,Role 1,2016-10-24 14:18:42,1068,1,2016-10-24 14:16:32
Case55,W_Handle leads,res_e247c5d2-7ca2-40d4-b9d9-dce801012f74,Role 1,2016-10-24 14:19:02,1068,0,2016-10-24 14:18:47
Case55,W_Complete application,res_cedb08de-989b-4377-b174-776ca1c7a3cd,Role 1,2016-10-24 14:21:46,1068,1,2016-10-24 14:19:07
Case38,W_Complete application,res_cedb08de-989b-4377-b174-776ca1c7a3cd,Role 1,2016-10-24 14:22:50,1068,2,2016-10-24 14:20:27
Case40,W_Call after offers,res_b1fd33e5-c6db-456c-8be1-f058ece1a301,Role 1,2016-10-24 14:24:23,1068,1,2016-10-24 14:23:43
Case47,W_Handle leads,res_74ad6378-70ea-448d-a88d-6fcdf8a89a48,Role 1,2016-10-24 14:25:01,1068,0,2016-10-24 14:24:53
Case39,W_Complete application,res_a6eafbff-322c-480d-ad41-ed57c0eb4ebe,Role 1,2016-10-24 14:29:04,1068,1,2016-10-24 14:26:44
Case50,W_Call after offers,res_a6eafbff-322c-480d-ad41-ed57c0eb4ebe,Role 1,2016-10-24 14:30:20,1069,1,2016-10-24 14:28:12
Case50,W_Shortened completion,res_65194a29-ce1c-4fb7-83e5-a8e82916d239,Role 1,2016-10-24 14:31:23,1069,0,2016-10-24 14:30:25
Case48,W_Call after offers,res_662ba9f4-e518-4af1-a461-0535674f09db,Role 1,2016-10-24 14:33:33,1070,1,2016-10-24 14:31:25
Case52,W_Call after offers,res_4a73fb3d-9d25-48a4-84cb-9a6ec058cba9,Role 1,2016-10-24 14:46:41,1070,1,2016-10-24 14:44:33
Case53,W_Complete application,res_4a73fb3d-9d25-48a4-84cb-9a6ec058cba9,Role 1,2016-10-24 14:47:19,1071,1,2016-10-24 14:45:09
Case53,W_Handle leads,res_cb5b7a10-eb6e-4e10-a4ea-629a4ade62fb,Role 1,2016-10-24 14:47:39,1070,0,2016-10-24 14:47:24
Case47,W_Complete application,res_b1fd33e5-c6db-456c-8be1-f058ece1a301,Role 1,2016-10-24 14:48:09,1071,2,2016-10-24 14:45:47
Case53,W_Complete application,res_b1fd33e5-c6db-456c-8be1-f058ece1a301,Role 1,2016-10-24 14:50:23,1070,2,2016-10-24 14:47:44
Case51,W_Call after offers,res_f027a0f7-f6be-4c23-93ba-250a1f8b1b64,Role 1,2016-10-24 14:54:10,1070,1,2016-10-24 14:53:29
Case54,W_Complete application,res_f91e39fe-ec38-4154-b67b-87f9fd8cb71e,Role 1,2016-10-24 14:56:43,1071,1,2016-10-24 14:54:33
