caseid,task,start_timestamp,end_timestamp
Case000,Create Purchase Order,2021-02-20 16:22:33.365913,2021-02-20 16:22:33.365913
Case000,Send Invoice,2021-02-20 03:08:40.042625,2021-02-20 03:08:40.042625
Case000,Create Purchase Requisition,2021-02-19 23:38:05.774401,2021-02-20 03:05:18.417004
Case000,Create Purchase Requisition,2021-02-19 23:38:05.774401,2021-02-19 23:38:05.774401
Case000,Settle Dispute With Supplier,2021-02-19 12:17:25.635108,2021-02-19 15:51:06.633681
Case000,Create Request for Quotation,2021-02-18 17:17:23.264464,2021-02-18 17:17:23.264464
Case000,Release Purchase Order,2021-02-18 10:25:30.232385,2021-02-18 16:09:49.319042
Case000,Send Invoice,2021-02-18 07:31:00.646847,2021-02-18 10:25:30.232385
Case000,Analyze Request for Quotation,2021-02-18 07:31:00.646847,2021-02-18 07:31:00.646847
Case000,Release Supplier's Invoice,2021-02-18 07:31:00.646847,2021-02-18 07:31:00.646847
Case000,Settle Conditions With Supplier,2021-02-19 23:38:05.774401,2021-02-19 23:38:05.774401
Case000,Create Purchase Requisition,2021-02-17 09:51:21.184557,2021-02-17 14:05:05.690029
Case000,Settle Conditions With Supplier,2021-02-17 14:05:05.690029,2021-02-17 14:05:05.690029
Case000,Settle Conditions With Supplier,2021-02-14 04:46:41.927116,2021-02-14 04:46:41.927116
Case000,Create Purchase Order,2021-02-14 04:46:41.927116,2021-02-14 11:02:34.609134
Case000,Release Supplier's Invoice,2021-02-14 21:37:52.483089,2021-02-15 02:42:10.982807
Case000,Create Quotation comparison Map,2021-02-15 02:42:10.982807,2021-02-15 06:41:50.889843
Case000,Pay Invoice,2021-02-15 02:42:10.982807,2021-02-15 02:42:10.982807
Case000,Deliver Goods Services,2021-02-15 06:41:50.889843,2021-02-15 06:41:50.889843
Case000,Analyze Purchase Requisition,2021-02-15 06:41:50.889843,2021-02-15 06:41:50.889843
Case000,Amend Request for Quotation,2021-02-16 01:14:41.152180,2021-02-16 01:14:41.152180
Case000,Release Supplier's Invoice,2021-02-16 01:14:41.152180,2021-02-16 01:14:41.152180
Case000,Analyze Quotation Comparison Map,2021-02-16 21:43:38.145588,2021-02-17 01:49:17.628706
Case001,Choose best option,2021-02-20 19:06:55.340021,2021-02-20 20:51:58.457392
Case001,Amend Request for Quotation,2021-02-19 01:03:13.909076,2021-02-19 09:01:43.131107
Case001,Send Request for Quotation to Supplier,2021-02-18 17:17:23.264464,2021-02-18 21:46:45.378369
Case001,Settle Conditions With Supplier,2021-02-19 15:51:06.633681,2021-02-19 15:51:06.633681
Case001,Settle Dispute With Supplier,2021-02-18 12:14:04.302705,2021-02-18 12:14:04.302705
Case001,Approve Purchase Order for payment,2021-02-20 03:27:34.433897,2021-02-20 03:27:34.433897
Case001,Create Quotation comparison Map,2021-02-13 15:19:36.656082,2021-02-14 01:10:03.349140
Case001,Choose best option,2021-02-20 03:08:40.042625,2021-02-20 07:25:39.931789
Case001,Authorize Supplier's Invoice payment,2021-02-20 23:36:33.136802,2021-02-20 23:36:33.136802
Case001,Create Request for Quotation,2021-02-21 12:50:42.640892,2021-02-22 07:00:08.083168
Case001,Amend Purchase Requisition,2021-02-13 12:20:12.283090,2021-02-13 12:20:12.283090
Case001,Confirm Purchase Order,2021-02-18 18:37:30.446919,2021-02-18 22:11:09.016055
Case001,Analyze Request for Quotation,2021-02-20 03:05:18.417004,2021-02-20 10:31:57.248753
Case001,Analyze Purchase Requisition,2021-02-15 11:45:34.302404,2021-02-15 15:41:01.789968
Case001,Amend Request for Quotation,2021-02-17 17:19:45.479906,2021-02-17 17:22:09.567960
Case001,Release Purchase Order,2021-02-17 14:05:05.690029,2021-02-17 23:13:45.623157
Case001,Create Purchase Order,2021-02-13 12:20:12.282684,2021-02-13 12:20:12.282684
Case001,Choose best option,2021-02-15 03:23:05.374000,2021-02-15 03:23:05.374000
Case001,Choose best option,2021-02-14 11:02:34.609134,2021-02-14 12:12:58.570452
Case001,Pay Invoice,2021-02-15 02:42:10.982807,2021-02-15 02:42:10.982807
Case001,Create Quotation comparison Map,2021-02-15 23:06:58.317058,2021-02-16 00:27:38.760729
Case001,Send Request for Quotation to Supplier,2021-02-15 06:41:50.889843,2021-02-15 13:51:50.186317
Case001,Analyze Purchase Requisition,2021-02-16 02:47:05.744918,2021-02-16 02:47:05.744918
Case001,Analyze Quotation Comparison Map,2021-02-17 22:30:39.517048,2021-02-17 23:45:32.400504
Case001,Settle Conditions With Supplier,2021-02-17 02:07:12.136980,2021-02-17 02:07:12.136980
Case001,Create Request for Quotation,2021-02-15 15:44:16.725624,2021-02-15 15:44:16.725624
Case002,Analyze Quotation Comparison Map,2021-02-19 09:02:32.736309,2021-02-19 19:41:02.086513
Case002,Release Supplier's Invoice,2021-02-18 18:39:52.131284,2021-02-18 19:36:40.139514
Case002,Pay Invoice,2021-02-18 20:20:09.410576,2021-02-18 20:20:09.410576
Case002,Deliver Goods Services,2021-02-18 17:17:23.264464,2021-02-18 17:17:23.264464
Case002,Analyze Purchase Requisition,2021-02-19 15:51:06.633681,2021-02-20 03:10:48.729113
Case002,Create Purchase Requisition,2021-02-19 23:38:05.774401,2021-02-19 23:38:05.774401
Case002,Send Request for Quotation to Supplier,2021-02-20 03:08:40.042625,2021-02-20 03:08:40.042625
Case002,Create Purchase Requisition,2021-02-20 05:31:48.681777,2021-02-20 05:31:48.681777
Case002,Release Supplier's Invoice,2021-02-20 16:22:33.365913,2021-02-21 05:36:57.773643
Case002,Send Request for Quotation to Supplier,2021-02-13 18:07:21.883567,2021-02-13 18:07:21.883567
Case002,Create Purchase Order,2021-02-13 17:04:45.899189,2021-02-13 17:04:45.899189
Case002,Create Purchase Requisition,2021-02-19 23:38:05.774401,2021-02-19 23:38:05.774401
Case002,Pay Invoice,2021-02-18 07:31:00.646847,2021-02-18 07:31:00.646847
Case002,Settle Conditions With Supplier,2021-02-20 18:17:04.726430,2021-02-20 21:52:44.283362
Case002,Analyze Quotation Comparison Map,2021-02-18 01:12:57.594021,2021-02-18 01:12:57.594021
Case002,Choose best option,2021-02-17 15:40:48.731258,2021-02-17 15:40:48.731258
Case002,Settle Conditions With Supplier,2021-02-13 19:48:52.323673,2021-02-13 19:48:52.323673
Case002,Send Request for Quotation to Supplier,2021-02-14 17:53:33.437202,2021-02-14 17:53:33.437202
Case002,Amend Request for Quotation,2021-02-14 11:02:34.609134,2021-02-14 11:02:34.609134
Case002,Create Purchase Order,2021-02-15 02:42:10.982807,2021-02-15 02:42:10.982807
Case002,Amend Request for Quotation,2021-02-15 02:42:10.982807,2021-02-15 06:10:38.793781
Case002,Approve Purchase Order for payment,2021-02-15 06:41:50.889843,2021-02-15 06:41:50.889843
Case002,Confirm Purchase Order,2021-02-15 06:41:50.889843,2021-02-15 06:59:30.907429
Case002,Choose best option,2021-02-16 01:14:41.152180,2021-02-16 16:18:28.012989
Case002,Create Quotation comparison Map,2021-02-16 01:14:41.152180,2021-02-16 02:03:50.973557
Case002,Amend Purchase Requisition,2021-02-17 13:37:23.438414,2021-02-17 18:31:31.689661
Case002,Create Request for Quotation,2021-02-15 16:35:47.222641,2021-02-15 16:35:47.222641
Case003,Analyze Request for Quotation,2021-02-18 10:25:30.232385,2021-02-18 23:19:01.817621
Case003,Create Request for Quotation,2021-02-18 20:30:25.663761,2021-02-19 00:12:15.709289
Case003,Analyze Request for Quotation,2021-02-20 01:36:28.893870,2021-02-20 01:36:28.893870
Case003,Send Request for Quotation to Supplier,2021-02-20 13:41:58.004778,2021-02-21 00:12:44.188555
