caseid,task,start_timestamp,end_timestamp
Case000,Create Purchase Order,2021-02-20 16:22:51.673933,2021-02-20 16:22:51.673933
Case000,Send Invoice,2021-02-20 03:08:58.350645,2021-02-20 03:08:58.350645
Case000,Create Purchase Requisition,2021-02-19 23:38:24.082421,2021-02-20 03:05:36.725024
Case000,Create Purchase Requisition,2021-02-19 23:38:24.082421,2021-02-19 23:38:24.082421
Case000,Settle Dispute With Supplier,2021-02-19 12:17:43.943128,2021-02-19 15:51:24.941701
Case000,Create Request for Quotation,2021-02-18 17:17:41.572484,2021-02-18 17:17:41.572484
Case000,Release Purchase Order,2021-02-18 10:25:48.540405,2021-02-18 16:10:07.627062
Case000,Send Invoice,2021-02-18 07:31:18.954867,2021-02-18 10:25:48.540405
Case000,Analyze Request for Quotation,2021-02-18 07:31:18.954867,2021-02-18 07:31:18.954867
Case000,Release Supplier's Invoice,2021-02-18 07:31:18.954867,2021-02-18 07:31:18.954867
Case000,Settle Conditions With Supplier,2021-02-19 23:38:24.082421,2021-02-19 23:38:24.082421
Case000,Create Purchase Requisition,2021-02-17 09:51:39.492577,2021-02-17 14:05:23.998049
Case000,Settle Conditions With Supplier,2021-02-17 14:05:23.998049,2021-02-17 14:05:23.998049
Case000,Settle Conditions With Supplier,2021-02-14 04:47:00.235136,2021-02-14 04:47:00.235136
Case000,Create Purchase Order,2021-02-14 04:47:00.235136,2021-02-14 11:02:52.917154
Case000,Release Supplier's Invoice,2021-02-14 21:38:10.791109,2021-02-15 02:42:29.290827
Case000,Create Quotation comparison Map,2021-02-15 02:42:29.290827,2021-02-15 06:42:09.197863
Case000,Pay Invoice,2021-02-15 02:42:29.290827,2021-02-15 02:42:29.290827
Case000,Deliver Goods Services,2021-02-15 06:42:09.197863,2021-02-15 06:42:09.197863
Case000,Analyze Purchase Requisition,2021-02-15 06:42:09.197863,2021-02-15 06:42:09.197863
Case000,Amend Request for Quotation,2021-02-16 01:14:59.460200,2021-02-16 01:14:59.460200
