caseid,task,start_timestamp,end_timestamp,resource
0,Start,2016-10-24 09:08:48.0,2016-10-24 09:08:48.0,SYSTEM
1,Start,2016-10-24 09:28:08.659,2016-10-24 09:28:08.659,SYSTEM
2,Start,2016-10-24 09:33:54.152,2016-10-24 09:33:54.152,SYSTEM
3,Start,2016-10-24 10:37:29.019,2016-10-24 10:37:29.019,SYSTEM
4,Start,2016-10-24 11:56:32.653,2016-10-24 11:56:32.653,SYSTEM
5,Start,2016-10-24 11:57:19.177,2016-10-24 11:57:19.177,SYSTEM
6,Start,2016-10-24 11:57:25.999,2016-10-24 11:57:25.999,SYSTEM
7,Start,2016-10-24 12:48:07.107,2016-10-24 12:48:07.107,SYSTEM
8,Start,2016-10-24 13:19:59.404,2016-10-24 13:19:59.404,SYSTEM
9,Start,2016-10-24 13:20:19.903,2016-10-24 13:20:19.903,SYSTEM
10,Start,2016-10-24 13:20:33.42,2016-10-24 13:20:33.42,SYSTEM
11,Start,2016-10-24 13:21:50.473,2016-10-24 13:21:50.473,SYSTEM
12,Start,2016-10-24 13:23:16.795,2016-10-24 13:23:16.795,SYSTEM
13,Start,2016-10-24 13:23:57.696,2016-10-24 13:23:57.696,SYSTEM
14,Start,2016-10-24 13:26:26.436,2016-10-24 13:26:26.436,SYSTEM
15,Start,2016-10-24 13:45:46.102,2016-10-24 13:45:46.102,SYSTEM
16,Start,2016-10-24 15:31:09.963,2016-10-24 15:31:09.963,SYSTEM
17,Start,2016-10-24 15:32:30.453,2016-10-24 15:32:30.453,SYSTEM
18,Start,2016-10-24 16:06:17.497,2016-10-24 16:06:17.497,SYSTEM
19,Start,2016-10-24 16:23:41.084,2016-10-24 16:23:41.084,SYSTEM
13,W_Complete application,2016-10-24 13:23:57.696,2016-10-25 06:00:01.502,Role 1
9,W_Handle leads,2016-10-24 13:20:19.903,2016-10-25 06:00:01.62,Role 1
5,W_Complete application,2016-10-24 11:57:19.177,2016-10-25 06:00:03.977,Role 1
6,W_Handle leads,2016-10-24 11:57:25.999,2016-10-25 06:00:07.082,Role 1
5,W_Call after offers,2016-10-25 06:00:03.977,2016-10-25 06:00:08.775,Role 1
9,W_Complete application,2016-10-25 06:00:01.62,2016-10-25 06:00:11.521,Role 1
13,W_Call after offers,2016-10-25 06:00:01.502,2016-10-25 06:00:15.254,Role 1
16,W_Complete application,2016-10-24 15:31:09.963,2016-10-25 06:00:24.485,Role 1
8,W_Complete application,2016-10-24 13:19:59.404,2016-10-25 06:00:31.55,Role 1
16,W_Shortened completion,2016-10-25 06:00:24.485,2016-10-25 06:00:34.637,Role 1
16,W_Call after offers,2016-10-25 06:00:34.637,2016-10-25 06:00:34.641,Role 1
2,W_Complete application,2016-10-24 09:33:54.152,2016-10-25 06:00:54.201,Role 1
10,W_Handle leads,2016-10-24 13:20:33.42,2016-10-25 06:00:54.494,Role 1
11,W_Complete application,2016-10-24 13:21:50.473,2016-10-25 06:01:00.875,Role 1
11,W_Call after offers,2016-10-25 06:01:00.875,2016-10-25 06:01:01.707,Role 1
8,W_Call after offers,2016-10-25 06:00:31.55,2016-10-25 06:01:13.762,Role 1
13,W_Validate application,2016-10-25 06:00:15.254,2016-10-25 06:01:20.831,Role 1
8,W_Validate application,2016-10-25 06:01:13.762,2016-10-25 06:01:25.807,Role 1
16,W_Validate application,2016-10-25 06:00:34.641,2016-10-25 06:01:35.302,Role 1
7,W_Handle leads,2016-10-24 12:48:07.107,2016-10-25 06:01:37.104,Role 1
15,W_Handle leads,2016-10-24 13:45:46.102,2016-10-25 06:01:44.001,Role 1
17,W_Handle leads,2016-10-24 15:32:30.453,2016-10-25 06:01:59.522,Role 1
7,W_Complete application,2016-10-25 06:01:37.104,2016-10-25 06:02:13.042,Role 1
12,W_Handle leads,2016-10-24 13:23:16.795,2016-10-25 06:02:21.649,Role 1
14,W_Handle leads,2016-10-24 13:26:26.436,2016-10-25 06:02:32.641,Role 1
19,W_Handle leads,2016-10-24 16:23:41.084,2016-10-25 06:02:48.187,Role 1
10,W_Complete application,2016-10-25 06:00:54.494,2016-10-25 06:02:48.943,Role 1
19,W_Complete application,2016-10-25 06:02:48.187,2016-10-25 06:02:49.808,Role 1
19,W_Call after offers,2016-10-25 06:02:49.808,2016-10-25 06:02:59.369,Role 1
10,W_Shortened completion,2016-10-25 06:02:48.943,2016-10-25 06:03:05.136,Role 1
10,W_Call after offers,2016-10-25 06:03:05.136,2016-10-25 06:03:07.0,Role 1
19,W_Validate application,2016-10-25 06:02:59.369,2016-10-25 06:03:07.951,Role 1
19,W_Call incomplete files,2016-10-25 06:03:07.951,2016-10-25 06:03:08.02,Role 1
0,W_Handle leads,2016-10-24 09:08:48.0,2016-10-25 06:03:09.055,Role 1
19,W_Validate application,2016-10-25 06:03:08.02,2016-10-25 06:03:09.768,Role 1
3,W_Handle leads,2016-10-24 10:37:29.019,2016-10-25 06:03:13.686,Role 1
14,W_Complete application,2016-10-25 06:02:32.641,2016-10-25 06:03:28.609,Role 1
3,W_Complete application,2016-10-25 06:03:13.686,2016-10-25 06:03:31.227,Role 1
3,W_Call after offers,2016-10-25 06:03:31.227,2016-10-25 06:03:40.245,Role 1
12,W_Complete application,2016-10-25 06:02:21.649,2016-10-25 06:03:52.519,Role 1
12,W_Call after offers,2016-10-25 06:03:52.519,2016-10-25 06:03:56.865,Role 1
7,W_Shortened completion,2016-10-25 06:02:13.042,2016-10-25 06:04:17.409,Role 1
15,W_Complete application,2016-10-25 06:01:44.001,2016-10-25 06:04:17.755,Role 1
15,W_Shortened completion,2016-10-25 06:04:17.755,2016-10-25 06:04:23.847,Role 1
9,W_Shortened completion,2016-10-25 06:00:11.521,2016-10-25 06:04:25.136,Role 1
9,W_Call after offers,2016-10-25 06:04:25.136,2016-10-25 06:04:25.789,Role 1
9,W_Validate application,2016-10-25 06:04:25.789,2016-10-25 06:04:30.277,Role 1
14,W_Shortened completion,2016-10-25 06:03:28.609,2016-10-25 06:04:34.365,Role 1
3,W_Validate application,2016-10-25 06:03:40.245,2016-10-25 06:04:37.327,Role 1
15,W_Call after offers,2016-10-25 06:04:23.847,2016-10-25 06:04:50.745,Role 1
5,W_Validate application,2016-10-25 06:00:08.775,2016-10-25 06:04:53.962,Role 1
7,W_Call after offers,2016-10-25 06:04:17.409,2016-10-25 06:05:01.33,Role 1
5,W_Call incomplete files,2016-10-25 06:04:53.962,2016-10-25 06:05:17.389,Role 1
12,W_Validate application,2016-10-25 06:03:56.865,2016-10-25 06:05:25.667,Role 1
17,W_Complete application,2016-10-25 06:01:59.522,2016-10-25 06:05:28.293,Role 1
7,W_Validate application,2016-10-25 06:05:01.33,2016-10-25 06:05:58.273,Role 1
17,W_Shortened completion,2016-10-25 06:05:28.293,2016-10-25 06:06:11.282,Role 1
17,W_Call after offers,2016-10-25 06:06:11.282,2016-10-25 06:06:26.113,Role 1
6,W_Complete application,2016-10-25 06:00:07.082,2016-10-25 06:06:47.917,Role 1
17,W_Validate application,2016-10-25 06:06:26.113,2016-10-25 06:07:14.469,Role 1
10,W_Validate application,2016-10-25 06:03:07.0,2016-10-25 06:07:22.687,Role 1
14,W_Call after offers,2016-10-25 06:04:34.365,2016-10-25 06:07:25.733,Role 1
5,W_Validate application,2016-10-25 06:05:17.389,2016-10-25 06:07:33.932,Role 1
0,W_Complete application,2016-10-25 06:03:09.055,2016-10-25 06:07:37.732,Role 1
6,W_Shortened completion,2016-10-25 06:06:47.917,2016-10-25 06:07:41.586,Role 1
5,W_Call incomplete files,2016-10-25 06:07:33.932,2016-10-25 06:07:50.599,Role 1
5,W_Validate application,2016-10-25 06:07:50.599,2016-10-25 06:08:23.227,Role 1
6,W_Call after offers,2016-10-25 06:07:41.586,2016-10-25 06:08:25.334,Role 1
2,W_Call after offers,2016-10-25 06:00:54.201,2016-10-25 06:08:27.243,Role 1
0,W_Call after offers,2016-10-25 06:07:37.732,2016-10-25 06:08:40.968,Role 1
2,W_Validate application,2016-10-25 06:08:27.243,2016-10-25 06:09:15.247,Role 1
6,W_Validate application,2016-10-25 06:08:25.334,2016-10-25 06:09:17.539,Role 1
11,W_Validate application,2016-10-25 06:01:01.707,2016-10-25 06:09:54.465,Role 1
11,W_Call incomplete files,2016-10-25 06:09:54.465,2016-10-25 06:09:54.922,Role 1
14,W_Validate application,2016-10-25 06:07:25.733,2016-10-25 06:10:36.866,Role 1
14,W_Call incomplete files,2016-10-25 06:10:36.866,2016-10-25 06:10:42.498,Role 1
2,W_Call incomplete files,2016-10-25 06:09:15.247,2016-10-25 06:13:23.569,Role 1
2,W_Validate application,2016-10-25 06:13:23.569,2016-10-25 06:14:30.382,Role 1
0,W_Validate application,2016-10-25 06:08:40.968,2016-10-25 06:14:46.981,Role 1
0,W_Call incomplete files,2016-10-25 06:14:46.981,2016-10-25 06:14:50.751,Role 1
15,W_Validate application,2016-10-25 06:04:50.745,2016-10-25 06:14:56.525,Role 1
0,W_Validate application,2016-10-25 06:14:50.751,2016-10-25 06:15:02.152,Role 1
14,W_Validate application,2016-10-25 06:10:42.498,2016-10-25 06:16:36.667,Role 1
1,W_Complete application,2016-10-24 09:28:08.659,2016-10-25 06:16:41.434,Role 1
1,W_Call after offers,2016-10-25 06:16:41.434,2016-10-25 06:16:43.706,Role 1
14,W_Call incomplete files,2016-10-25 06:16:36.667,2016-10-25 06:16:47.954,Role 1
14,W_Validate application,2016-10-25 06:16:47.954,2016-10-25 06:16:51.625,Role 1
14,W_Call incomplete files,2016-10-25 06:16:51.625,2016-10-25 06:16:52.036,Role 1
1,W_Validate application,2016-10-25 06:16:43.706,2016-10-25 06:17:30.734,Role 1
14,W_Validate application,2016-10-25 06:16:52.036,2016-10-25 06:17:58.225,Role 1
18,W_Complete application,2016-10-24 16:06:17.497,2016-10-25 06:22:31.254,Role 1
18,W_Call after offers,2016-10-25 06:22:31.254,2016-10-25 06:22:31.259,Role 1
18,W_Validate application,2016-10-25 06:22:31.259,2016-10-25 06:22:42.198,Role 1
13,W_Assess potential fraud,2016-10-25 06:01:20.831,2016-10-25 06:24:30.892,Role 2
9,W_Assess potential fraud,2016-10-25 06:24:30.892,2016-10-25 06:49:26.082,Role 2
12,W_Assess potential fraud,2016-10-25 06:49:26.082,2016-10-25 06:52:53.897,Role 2
4,W_Complete application,2016-10-24 11:56:32.653,2016-10-25 06:53:33.683,Role 1
4,W_Shortened completion,2016-10-25 06:53:33.683,2016-10-25 06:54:04.56,Role 1
4,W_Call after offers,2016-10-25 06:54:04.56,2016-10-25 06:54:05.608,Role 1
5,W_Assess potential fraud,2016-10-25 06:52:53.897,2016-10-25 06:54:44.627,Role 2
11,W_Validate application,2016-10-25 06:09:54.922,2016-10-25 07:10:55.43,Role 1
11,W_Call incomplete files,2016-10-25 07:10:55.43,2016-10-25 07:11:07.277,Role 1
11,W_Validate application,2016-10-25 07:11:07.277,2016-10-25 07:11:26.943,Role 1
19,W_Assess potential fraud,2016-10-25 06:03:09.768,2016-10-25 08:43:28.179,Role 2
18,W_Assess potential fraud,2016-10-25 08:43:28.179,2016-10-25 08:46:00.547,Role 2
0,End,2016-10-25 06:15:02.152,2016-10-25 09:00:00.0,SYSTEM
1,End,2016-10-25 06:17:30.734,2016-10-25 09:00:00.0,SYSTEM
3,End,2016-10-25 06:04:37.327,2016-10-25 09:00:00.0,SYSTEM
5,End,2016-10-25 06:54:44.627,2016-10-25 09:00:00.0,SYSTEM
6,End,2016-10-25 06:09:17.539,2016-10-25 09:00:00.0,SYSTEM
7,End,2016-10-25 06:05:58.273,2016-10-25 09:00:00.0,SYSTEM
9,End,2016-10-25 06:49:26.082,2016-10-25 09:00:00.0,SYSTEM
10,End,2016-10-25 06:07:22.687,2016-10-25 09:00:00.0,SYSTEM
12,End,2016-10-25 06:52:53.897,2016-10-25 09:00:00.0,SYSTEM
13,End,2016-10-25 06:24:30.892,2016-10-25 09:00:00.0,SYSTEM
14,End,2016-10-25 06:17:58.225,2016-10-25 09:00:00.0,SYSTEM
15,End,2016-10-25 06:14:56.525,2016-10-25 09:00:00.0,SYSTEM
16,End,2016-10-25 06:01:35.302,2016-10-25 09:00:00.0,SYSTEM
17,End,2016-10-25 06:07:14.469,2016-10-25 09:00:00.0,SYSTEM
18,End,2016-10-25 08:46:00.547,2016-10-25 09:00:00.0,SYSTEM
19,End,2016-10-25 08:43:28.179,2016-10-25 09:00:00.0,SYSTEM
4,W_Validate application,2016-10-25 06:54:05.608,2016-10-25 09:13:20.199,Role 1
4,W_Call incomplete files,2016-10-25 09:13:20.199,2016-10-25 09:13:24.1,Role 1
4,W_Validate application,2016-10-25 09:13:24.1,2016-10-25 09:16:13.461,Role 1
4,W_Call incomplete files,2016-10-25 09:16:13.461,2016-10-25 09:16:22.979,Role 1
4,W_Validate application,2016-10-25 09:16:22.979,2016-10-25 09:23:54.949,Role 1
20,Start,2016-10-25 09:31:53.956,2016-10-25 09:31:53.956,SYSTEM
20,W_Complete application,2016-10-25 09:31:53.956,2016-10-25 09:32:34.713,Role 1
20,W_Shortened completion,2016-10-25 09:32:34.713,2016-10-25 09:33:34.403,Role 1
20,W_Call after offers,2016-10-25 09:33:34.403,2016-10-25 09:33:36.068,Role 1
20,W_Validate application,2016-10-25 09:33:36.068,2016-10-25 09:34:49.472,Role 1
20,W_Call incomplete files,2016-10-25 09:34:49.472,2016-10-25 09:34:50.803,Role 1
20,W_Validate application,2016-10-25 09:34:50.803,2016-10-25 09:36:43.202,Role 1
20,End,2016-10-25 09:36:43.202,2016-10-25 09:36:43.202,SYSTEM
21,Start,2016-10-25 09:52:22.587,2016-10-25 09:52:22.587,SYSTEM
21,W_Handle leads,2016-10-25 09:52:22.587,2016-10-25 09:53:15.505,Role 1
21,W_Complete application,2016-10-25 09:53:15.505,2016-10-25 09:54:39.867,Role 1
21,W_Shortened completion,2016-10-25 09:54:39.867,2016-10-25 09:55:46.458,Role 1
21,W_Call after offers,2016-10-25 09:55:46.458,2016-10-25 09:56:00.531,Role 1
11,W_Assess potential fraud,2016-10-25 08:46:00.547,2016-10-25 09:58:14.814,Role 2
11,End,2016-10-25 09:58:14.814,2016-10-25 09:58:14.814,SYSTEM
2,W_Assess potential fraud,2016-10-25 06:54:44.627,2016-10-25 10:06:53.51,Role 2
2,End,2016-10-25 10:06:53.51,2016-10-25 10:06:53.51,SYSTEM
21,W_Validate application,2016-10-25 09:56:00.531,2016-10-25 10:08:24.393,Role 1
21,W_Assess potential fraud,2016-10-25 10:08:24.393,2016-10-25 10:16:46.479,Role 2
21,End,2016-10-25 10:16:46.479,2016-10-25 10:16:46.479,SYSTEM
22,Start,2016-10-25 10:46:38.677,2016-10-25 10:46:38.677,SYSTEM
22,W_Complete application,2016-10-25 10:46:38.677,2016-10-25 10:50:41.124,Role 1
22,W_Call after offers,2016-10-25 10:50:41.124,2016-10-25 10:50:42.709,Role 1
22,W_Validate application,2016-10-25 10:50:42.709,2016-10-25 10:50:44.373,Role 1
23,Start,2016-10-25 10:59:32.456,2016-10-25 10:59:32.456,SYSTEM
24,Start,2016-10-25 11:01:47.8,2016-10-25 11:01:47.8,SYSTEM
24,W_Handle leads,2016-10-25 11:01:47.8,2016-10-25 11:02:28.466,Role 1
23,W_Handle leads,2016-10-25 10:59:32.456,2016-10-25 11:04:06.893,Role 1
23,W_Complete application,2016-10-25 11:04:06.893,2016-10-25 11:04:15.363,Role 1
23,W_Call after offers,2016-10-25 11:04:15.363,2016-10-25 11:04:15.776,Role 1
23,W_Validate application,2016-10-25 11:04:15.776,2016-10-25 11:05:21.566,Role 1
23,W_Call incomplete files,2016-10-25 11:05:21.566,2016-10-25 11:08:28.51,Role 1
23,W_Validate application,2016-10-25 11:08:28.51,2016-10-25 11:08:31.763,Role 1
23,W_Call incomplete files,2016-10-25 11:08:31.763,2016-10-25 11:09:34.366,Role 1
23,W_Validate application,2016-10-25 11:09:34.366,2016-10-25 11:15:20.655,Role 1
23,W_Call incomplete files,2016-10-25 11:15:20.655,2016-10-25 11:15:23.842,Role 1
23,W_Validate application,2016-10-25 11:15:23.842,2016-10-25 11:18:32.781,Role 1
23,End,2016-10-25 11:18:32.781,2016-10-25 11:18:32.781,SYSTEM
25,Start,2016-10-25 11:22:00.659,2016-10-25 11:22:00.659,SYSTEM
25,W_Handle leads,2016-10-25 11:22:00.659,2016-10-25 11:25:21.268,Role 1
25,W_Complete application,2016-10-25 11:25:21.268,2016-10-25 11:25:27.992,Role 1
25,W_Shortened completion,2016-10-25 11:25:27.992,2016-10-25 11:26:02.519,Role 1
25,W_Call after offers,2016-10-25 11:26:02.519,2016-10-25 11:26:05.873,Role 1
25,W_Validate application,2016-10-25 11:26:05.873,2016-10-25 11:27:55.133,Role 1
24,W_Complete application,2016-10-25 11:02:28.466,2016-10-25 11:40:26.07,Role 1
24,W_Shortened completion,2016-10-25 11:40:26.07,2016-10-25 11:41:24.843,Role 1
24,W_Call after offers,2016-10-25 11:41:24.843,2016-10-25 11:41:38.67,Role 1
24,W_Validate application,2016-10-25 11:41:38.67,2016-10-25 11:41:40.318,Role 1
26,Start,2016-10-25 11:48:27.153,2016-10-25 11:48:27.153,SYSTEM
26,W_Handle leads,2016-10-25 11:48:27.153,2016-10-25 11:48:46.846,Role 1
26,W_Complete application,2016-10-25 11:48:46.846,2016-10-25 11:51:00.508,Role 1
26,W_Call after offers,2016-10-25 11:51:00.508,2016-10-25 11:51:00.663,Role 1
22,W_Assess potential fraud,2016-10-25 10:50:44.373,2016-10-25 11:52:29.815,Role 2
22,End,2016-10-25 11:52:29.815,2016-10-25 11:52:29.815,SYSTEM
25,W_Assess potential fraud,2016-10-25 11:52:29.815,2016-10-25 11:54:08.642,Role 2
25,End,2016-10-25 11:54:08.642,2016-10-25 11:54:08.642,SYSTEM
26,W_Validate application,2016-10-25 11:51:00.663,2016-10-25 11:54:18.799,Role 1
26,End,2016-10-25 11:54:18.799,2016-10-25 11:54:18.799,SYSTEM
24,W_Assess potential fraud,2016-10-25 11:54:08.642,2016-10-25 12:01:05.441,Role 2
24,End,2016-10-25 12:01:05.441,2016-10-25 12:01:05.441,SYSTEM
27,Start,2016-10-25 12:18:25.915,2016-10-25 12:18:25.915,SYSTEM
27,W_Complete application,2016-10-25 12:18:25.915,2016-10-25 12:48:55.91,Role 1
27,W_Shortened completion,2016-10-25 12:48:55.91,2016-10-25 12:49:11.821,Role 1
27,W_Call after offers,2016-10-25 12:49:11.821,2016-10-25 12:50:48.42,Role 1
27,W_Validate application,2016-10-25 12:50:48.42,2016-10-25 12:51:39.58,Role 1
28,Start,2016-10-25 12:59:37.23,2016-10-25 12:59:37.23,SYSTEM
28,W_Complete application,2016-10-25 12:59:37.23,2016-10-25 13:00:57.27,Role 1
28,W_Shortened completion,2016-10-25 13:00:57.27,2016-10-25 13:01:13.185,Role 1
28,W_Call after offers,2016-10-25 13:01:13.185,2016-10-25 13:01:15.55,Role 1
27,W_Assess potential fraud,2016-10-25 12:51:39.58,2016-10-25 13:18:36.373,Role 2
27,End,2016-10-25 13:18:36.373,2016-10-25 13:18:36.373,SYSTEM
28,W_Validate application,2016-10-25 13:01:15.55,2016-10-25 13:48:27.712,Role 1
29,Start,2016-10-25 13:50:11.416,2016-10-25 13:50:11.416,SYSTEM
29,W_Handle leads,2016-10-25 13:50:11.416,2016-10-25 13:50:46.557,Role 1
29,W_Complete application,2016-10-25 13:50:46.557,2016-10-25 13:50:57.39,Role 1
30,Start,2016-10-25 13:53:27.5,2016-10-25 13:53:27.5,SYSTEM
29,W_Shortened completion,2016-10-25 13:50:57.39,2016-10-25 13:53:52.766,Role 1
29,W_Call after offers,2016-10-25 13:53:52.766,2016-10-25 13:54:11.986,Role 1
29,W_Validate application,2016-10-25 13:54:11.986,2016-10-25 14:05:45.486,Role 1
29,End,2016-10-25 14:05:45.486,2016-10-25 14:05:45.486,SYSTEM
31,Start,2016-10-25 14:05:59.031,2016-10-25 14:05:59.031,SYSTEM
31,W_Complete application,2016-10-25 14:05:59.031,2016-10-25 14:10:37.977,Role 1
31,W_Shortened completion,2016-10-25 14:10:37.977,2016-10-25 14:11:49.064,Role 1
31,W_Call after offers,2016-10-25 14:11:49.064,2016-10-25 14:11:58.505,Role 1
31,W_Validate application,2016-10-25 14:11:58.505,2016-10-25 14:13:59.611,Role 1
30,W_Complete application,2016-10-25 13:53:27.5,2016-10-25 14:16:16.127,Role 1
30,W_Shortened completion,2016-10-25 14:16:16.127,2016-10-25 14:16:40.739,Role 1
30,W_Call after offers,2016-10-25 14:16:40.739,2016-10-25 14:17:50.085,Role 1
30,W_Validate application,2016-10-25 14:17:50.085,2016-10-25 14:17:52.475,Role 1
32,Start,2016-10-25 14:23:29.308,2016-10-25 14:23:29.308,SYSTEM
32,W_Handle leads,2016-10-25 14:23:29.308,2016-10-25 14:25:01.561,Role 1
32,W_Complete application,2016-10-25 14:25:01.561,2016-10-25 14:25:06.99,Role 1
33,Start,2016-10-25 14:25:20.485,2016-10-25 14:25:20.485,SYSTEM
33,W_Handle leads,2016-10-25 14:25:20.485,2016-10-25 14:26:22.058,Role 1
33,W_Complete application,2016-10-25 14:26:22.058,2016-10-25 14:26:25.347,Role 1
32,W_Shortened completion,2016-10-25 14:25:06.99,2016-10-25 14:27:16.799,Role 1
33,W_Shortened completion,2016-10-25 14:26:25.347,2016-10-25 14:27:53.841,Role 1
33,W_Call after offers,2016-10-25 14:27:53.841,2016-10-25 14:27:54.548,Role 1
34,Start,2016-10-25 14:28:16.265,2016-10-25 14:28:16.265,SYSTEM
34,W_Handle leads,2016-10-25 14:28:16.265,2016-10-25 14:28:36.604,Role 1
33,W_Validate application,2016-10-25 14:27:54.548,2016-10-25 14:29:53.728,Role 1
34,W_Complete application,2016-10-25 14:28:36.604,2016-10-25 14:30:09.472,Role 1
33,W_Call incomplete files,2016-10-25 14:29:53.728,2016-10-25 14:31:12.223,Role 1
32,W_Call after offers,2016-10-25 14:27:16.799,2016-10-25 14:31:29.698,Role 1
34,W_Call after offers,2016-10-25 14:30:09.472,2016-10-25 14:34:04.97,Role 1
34,W_Validate application,2016-10-25 14:34:04.97,2016-10-25 14:34:30.205,Role 1
34,W_Call incomplete files,2016-10-25 14:34:30.205,2016-10-25 14:34:30.448,Role 1
34,W_Validate application,2016-10-25 14:34:30.448,2016-10-25 14:34:55.597,Role 1
32,W_Validate application,2016-10-25 14:31:29.698,2016-10-25 14:36:48.548,Role 1
32,W_Call incomplete files,2016-10-25 14:36:48.548,2016-10-25 14:37:22.033,Role 1
32,W_Validate application,2016-10-25 14:37:22.033,2016-10-25 14:37:28.857,Role 1
32,W_Call incomplete files,2016-10-25 14:37:28.857,2016-10-25 14:39:20.663,Role 1
34,W_Call incomplete files,2016-10-25 14:34:55.597,2016-10-25 14:41:20.323,Role 1
34,W_Validate application,2016-10-25 14:41:20.323,2016-10-25 14:41:33.656,Role 1
34,End,2016-10-25 14:41:33.656,2016-10-25 14:41:33.656,SYSTEM
32,W_Validate application,2016-10-25 14:39:20.663,2016-10-25 14:42:25.99,Role 1
33,W_Validate application,2016-10-25 14:31:12.223,2016-10-25 14:43:20.805,Role 1
33,W_Call incomplete files,2016-10-25 14:43:20.805,2016-10-25 14:44:14.398,Role 1
33,W_Validate application,2016-10-25 14:44:14.398,2016-10-25 14:50:11.107,Role 1
35,Start,2016-10-25 15:04:07.55,2016-10-25 15:04:07.55,SYSTEM
35,W_Handle leads,2016-10-25 15:04:07.55,2016-10-25 15:04:20.027,Role 1
35,W_Complete application,2016-10-25 15:04:20.027,2016-10-25 15:08:50.14,Role 1
35,W_Call after offers,2016-10-25 15:08:50.14,2016-10-25 15:09:05.201,Role 1
35,W_Validate application,2016-10-25 15:09:05.201,2016-10-25 15:09:22.317,Role 1
8,W_Assess potential fraud,2016-10-25 06:01:25.807,2016-10-25 15:13:52.32,Role 2
8,End,2016-10-25 15:13:52.32,2016-10-25 15:13:52.32,SYSTEM
31,W_Assess potential fraud,2016-10-25 15:13:52.32,2016-10-25 15:17:02.393,Role 2
31,End,2016-10-25 15:17:02.393,2016-10-25 15:17:02.393,SYSTEM
30,W_Assess potential fraud,2016-10-25 15:17:02.393,2016-10-25 15:18:05.362,Role 2
30,End,2016-10-25 15:18:05.362,2016-10-25 15:18:05.362,SYSTEM
32,W_Assess potential fraud,2016-10-25 15:18:05.362,2016-10-25 15:25:08.08,Role 2
32,End,2016-10-25 15:25:08.08,2016-10-25 15:25:08.08,SYSTEM
33,W_Assess potential fraud,2016-10-25 15:25:08.08,2016-10-25 15:27:35.797,Role 2
33,End,2016-10-25 15:27:35.797,2016-10-25 15:27:35.797,SYSTEM
28,W_Assess potential fraud,2016-10-25 13:48:27.712,2016-10-25 15:28:01.324,Role 2
28,End,2016-10-25 15:28:01.324,2016-10-25 15:28:01.324,SYSTEM
35,W_Assess potential fraud,2016-10-25 15:27:35.797,2016-10-25 15:54:23.403,Role 2
35,End,2016-10-25 15:54:23.403,2016-10-25 15:54:23.403,SYSTEM
36,Start,2016-10-25 16:02:32.941,2016-10-25 16:02:32.941,SYSTEM
36,W_Handle leads,2016-10-25 16:02:32.941,2016-10-25 16:03:07.216,Role 1
36,W_Complete application,2016-10-25 16:03:07.216,2016-10-25 16:03:25.518,Role 1
36,W_Call after offers,2016-10-25 16:03:25.518,2016-10-25 16:03:35.104,Role 1
36,W_Validate application,2016-10-25 16:03:35.104,2016-10-25 16:13:07.28,Role 1
36,W_Call incomplete files,2016-10-25 16:13:07.28,2016-10-25 16:18:19.523,Role 1
