caseid,task,start_timestamp,end_timestamp,resource
0,Start,2016-10-24 09:08:48.0,2016-10-24 09:08:48.0,SYSTEM
1,Start,2016-10-24 09:13:05.458,2016-10-24 09:13:05.458,SYSTEM
2,Start,2016-10-24 10:14:49.031,2016-10-24 10:14:49.031,SYSTEM
3,Start,2016-10-24 10:28:07.963,2016-10-24 10:28:07.963,SYSTEM
4,Start,2016-10-24 10:53:54.638,2016-10-24 10:53:54.638,SYSTEM
5,Start,2016-10-24 10:56:53.515,2016-10-24 10:56:53.515,SYSTEM
6,Start,2016-10-24 11:33:25.872,2016-10-24 11:33:25.872,SYSTEM
7,Start,2016-10-24 11:45:01.599,2016-10-24 11:45:01.599,SYSTEM
8,Start,2016-10-24 12:23:26.758,2016-10-24 12:23:26.758,SYSTEM
9,Start,2016-10-24 12:23:49.26,2016-10-24 12:23:49.26,SYSTEM
10,Start,2016-10-24 12:52:46.914,2016-10-24 12:52:46.914,SYSTEM
11,Start,2016-10-24 14:42:41.957,2016-10-24 14:42:41.957,SYSTEM
12,Start,2016-10-24 14:50:17.203,2016-10-24 14:50:17.203,SYSTEM
13,Start,2016-10-24 14:59:41.044,2016-10-24 14:59:41.044,SYSTEM
14,Start,2016-10-24 15:18:41.761,2016-10-24 15:18:41.761,SYSTEM
15,Start,2016-10-24 15:20:40.509,2016-10-24 15:20:40.509,SYSTEM
16,Start,2016-10-24 15:26:59.087,2016-10-24 15:26:59.087,SYSTEM
17,Start,2016-10-24 15:28:40.559,2016-10-24 15:28:40.559,SYSTEM
18,Start,2016-10-24 15:29:45.885,2016-10-24 15:29:45.885,SYSTEM
19,Start,2016-10-24 15:32:01.541,2016-10-24 15:32:01.541,SYSTEM
20,Start,2016-10-24 15:53:43.568,2016-10-24 15:53:43.568,SYSTEM
21,Start,2016-10-24 16:01:38.006,2016-10-24 16:01:38.006,SYSTEM
22,Start,2016-10-24 16:40:32.728,2016-10-24 16:40:32.728,SYSTEM
23,Start,2016-10-24 16:42:33.192,2016-10-24 16:42:33.192,SYSTEM
24,Start,2016-10-24 16:48:48.381,2016-10-24 16:48:48.381,SYSTEM
11,W_Complete application,2016-10-24 14:42:41.957,2016-10-25 06:00:00.097,Role 1
19,W_Complete application,2016-10-24 15:32:01.541,2016-10-25 06:00:00.866,Role 1
14,W_Complete application,2016-10-24 15:18:41.761,2016-10-25 06:00:02.069,Role 1
1,W_Complete application,2016-10-24 09:13:05.458,2016-10-25 06:00:02.297,Role 1
4,W_Handle leads,2016-10-24 10:53:54.638,2016-10-25 06:00:05.1,Role 1
14,W_Call after offers,2016-10-25 06:00:02.069,2016-10-25 06:00:06.682,Role 1
17,W_Handle leads,2016-10-24 15:28:40.559,2016-10-25 06:00:25.877,Role 1
8,W_Handle leads,2016-10-24 12:23:26.758,2016-10-25 06:00:26.883,Role 1
10,W_Handle leads,2016-10-24 12:52:46.914,2016-10-25 06:00:27.975,Role 1
10,W_Complete application,2016-10-25 06:00:27.975,2016-10-25 06:00:28.1,Role 1
8,W_Complete application,2016-10-25 06:00:26.883,2016-10-25 06:00:30.685,Role 1
17,W_Complete application,2016-10-25 06:00:25.877,2016-10-25 06:00:34.151,Role 1
15,W_Handle leads,2016-10-24 15:20:40.509,2016-10-25 06:00:38.67,Role 1
15,W_Complete application,2016-10-25 06:00:38.67,2016-10-25 06:00:40.909,Role 1
15,W_Call after offers,2016-10-25 06:00:40.909,2016-10-25 06:00:59.329,Role 1
12,W_Handle leads,2016-10-24 14:50:17.203,2016-10-25 06:00:59.484,Role 1
12,W_Complete application,2016-10-25 06:00:59.484,2016-10-25 06:00:59.628,Role 1
23,W_Complete application,2016-10-24 16:42:33.192,2016-10-25 06:01:05.855,Role 1
24,W_Handle leads,2016-10-24 16:48:48.381,2016-10-25 06:01:09.602,Role 1
23,W_Call after offers,2016-10-25 06:01:05.855,2016-10-25 06:01:11.09,Role 1
4,W_Complete application,2016-10-25 06:00:05.1,2016-10-25 06:01:16.764,Role 1
4,W_Call after offers,2016-10-25 06:01:16.764,2016-10-25 06:01:17.3,Role 1
2,W_Handle leads,2016-10-24 10:14:49.031,2016-10-25 06:01:18.587,Role 1
2,W_Complete application,2016-10-25 06:01:18.587,2016-10-25 06:01:21.699,Role 1
3,W_Handle leads,2016-10-24 10:28:07.963,2016-10-25 06:01:26.143,Role 1
5,W_Handle leads,2016-10-24 10:56:53.515,2016-10-25 06:01:26.806,Role 1
15,W_Validate application,2016-10-25 06:00:59.329,2016-10-25 06:01:27.01,Role 1
15,W_Call incomplete files,2016-10-25 06:01:27.01,2016-10-25 06:01:28.998,Role 1
24,W_Complete application,2016-10-25 06:01:09.602,2016-10-25 06:01:39.287,Role 1
19,W_Shortened completion,2016-10-25 06:00:00.866,2016-10-25 06:01:39.37,Role 1
22,W_Handle leads,2016-10-24 16:40:32.728,2016-10-25 06:01:39.454,Role 1
19,W_Call after offers,2016-10-25 06:01:39.37,2016-10-25 06:01:39.776,Role 1
19,W_Validate application,2016-10-25 06:01:39.776,2016-10-25 06:01:42.095,Role 1
16,W_Complete application,2016-10-24 15:26:59.087,2016-10-25 06:01:42.551,Role 1
16,W_Call after offers,2016-10-25 06:01:42.551,2016-10-25 06:01:44.916,Role 1
19,W_Call incomplete files,2016-10-25 06:01:42.095,2016-10-25 06:01:45.146,Role 1
16,W_Validate application,2016-10-25 06:01:44.916,2016-10-25 06:01:45.874,Role 1
22,W_Complete application,2016-10-25 06:01:39.454,2016-10-25 06:01:46.227,Role 1
22,W_Call after offers,2016-10-25 06:01:46.227,2016-10-25 06:01:49.248,Role 1
24,W_Shortened completion,2016-10-25 06:01:39.287,2016-10-25 06:01:54.734,Role 1
19,W_Validate application,2016-10-25 06:01:45.146,2016-10-25 06:01:58.713,Role 1
20,W_Handle leads,2016-10-24 15:53:43.568,2016-10-25 06:01:59.306,Role 1
15,W_Validate application,2016-10-25 06:01:28.998,2016-10-25 06:02:01.42,Role 1
20,W_Complete application,2016-10-25 06:01:59.306,2016-10-25 06:02:03.647,Role 1
22,W_Validate application,2016-10-25 06:01:49.248,2016-10-25 06:02:14.033,Role 1
24,W_Call after offers,2016-10-25 06:01:54.734,2016-10-25 06:02:29.47,Role 1
24,W_Validate application,2016-10-25 06:02:29.47,2016-10-25 06:02:35.794,Role 1
20,W_Shortened completion,2016-10-25 06:02:03.647,2016-10-25 06:02:39.009,Role 1
20,W_Call after offers,2016-10-25 06:02:39.009,2016-10-25 06:02:46.805,Role 1
5,W_Complete application,2016-10-25 06:01:26.806,2016-10-25 06:03:03.223,Role 1
11,W_Shortened completion,2016-10-25 06:00:00.097,2016-10-25 06:03:06.416,Role 1
11,W_Call after offers,2016-10-25 06:03:06.416,2016-10-25 06:03:06.481,Role 1
5,W_Shortened completion,2016-10-25 06:03:03.223,2016-10-25 06:03:08.82,Role 1
8,W_Shortened completion,2016-10-25 06:00:30.685,2016-10-25 06:03:14.363,Role 1
8,W_Call after offers,2016-10-25 06:03:14.363,2016-10-25 06:03:16.919,Role 1
2,W_Shortened completion,2016-10-25 06:01:21.699,2016-10-25 06:03:24.007,Role 1
7,W_Handle leads,2016-10-24 11:45:01.599,2016-10-25 06:03:24.049,Role 1
2,W_Call after offers,2016-10-25 06:03:24.007,2016-10-25 06:03:24.163,Role 1
7,W_Complete application,2016-10-25 06:03:24.049,2016-10-25 06:03:26.705,Role 1
0,W_Handle leads,2016-10-24 09:08:48.0,2016-10-25 06:03:33.796,Role 1
9,W_Handle leads,2016-10-24 12:23:49.26,2016-10-25 06:03:41.409,Role 1
21,W_Complete application,2016-10-24 16:01:38.006,2016-10-25 06:03:44.961,Role 1
9,W_Complete application,2016-10-25 06:03:41.409,2016-10-25 06:03:45.697,Role 1
