caseid,task,start_timestamp,end_timestamp,resource
3,Start,2012-02-13 21:50:22.321,2012-02-13 21:50:22.321,SYSTEM
10,Start,2012-02-14 00:56:57.625,2012-02-14 00:56:57.625,SYSTEM
22,Start,2012-02-14 04:04:54.452,2012-02-14 04:04:54.452,SYSTEM
25,Start,2012-02-14 06:08:30.192,2012-02-14 06:08:30.192,SYSTEM
27,Start,2012-02-14 07:06:56.149,2012-02-14 07:06:56.149,SYSTEM
27,End,2012-02-14 07:06:56.149,2012-02-14 07:06:56.149,SYSTEM
21,W_Completeren aanvraag,2012-02-14 03:36:10.252,2012-02-14 09:00:02.251,Role 1
21,Start,2012-02-14 09:00:02.251,2012-02-14 09:00:02.251,SYSTEM
22,W_Beoordelen fraude,2012-02-14 04:04:54.452,2012-02-14 09:00:02.576,Role 3
22,End,2012-02-14 09:00:02.576,2012-02-14 09:00:02.576,SYSTEM
4,W_Afhandelen leads,2012-02-13 21:55:09.97,2012-02-14 09:00:02.89,Role 1
4,Start,2012-02-14 09:00:02.89,2012-02-14 09:00:02.89,SYSTEM
6,W_Completeren aanvraag,2012-02-13 22:41:01.266,2012-02-14 09:00:11.691,Role 1
6,End,2012-02-14 09:00:11.691,2012-02-14 09:00:11.691,SYSTEM
13,W_Completeren aanvraag,2012-02-14 01:47:34.268,2012-02-14 09:00:12.985,Role 1
4,W_Beoordelen fraude,2012-02-14 09:00:02.89,2012-02-14 09:00:16.179,Role 3
4,End,2012-02-14 09:00:16.179,2012-02-14 09:00:16.179,SYSTEM
14,W_Completeren aanvraag,2012-02-14 01:51:50.249,2012-02-14 09:00:16.394,Role 1
14,End,2012-02-14 09:00:16.394,2012-02-14 09:00:16.394,SYSTEM
21,W_Nabellen offertes,2012-02-14 09:00:02.251,2012-02-14 09:00:28.548,Role 1
21,End,2012-02-14 09:00:28.548,2012-02-14 09:00:28.548,SYSTEM
25,W_Beoordelen fraude,2012-02-14 06:08:30.192,2012-02-14 09:00:37.077,Role 3
25,End,2012-02-14 09:00:37.077,2012-02-14 09:00:37.077,SYSTEM
9,W_Afhandelen leads,2012-02-14 00:55:40.716,2012-02-14 09:00:37.182,Role 1
9,Start,2012-02-14 09:00:37.182,2012-02-14 09:00:37.182,SYSTEM
1,W_Completeren aanvraag,2012-02-13 21:15:51.215,2012-02-14 09:00:39.522,Role 1
1,End,2012-02-14 09:00:39.522,2012-02-14 09:00:39.522,SYSTEM
28,W_Afhandelen leads,2012-02-14 07:26:55.973,2012-02-14 09:00:47.971,Role 1
31,W_Completeren aanvraag,2012-02-14 07:54:47.851,2012-02-14 09:00:53.82,Role 1
31,End,2012-02-14 09:00:53.82,2012-02-14 09:00:53.82,SYSTEM
29,W_Afhandelen leads,2012-02-14 07:28:22.707,2012-02-14 09:00:57.106,Role 1
29,End,2012-02-14 09:00:57.106,2012-02-14 09:00:57.106,SYSTEM
5,W_Afhandelen leads,2012-02-13 21:59:50.185,2012-02-14 09:01:04.744,Role 1
5,Start,2012-02-14 09:01:04.744,2012-02-14 09:01:04.744,SYSTEM
11,W_Afhandelen leads,2012-02-14 01:21:26.22,2012-02-14 09:01:10.336,Role 1
11,Start,2012-02-14 09:01:10.336,2012-02-14 09:01:10.336,SYSTEM
17,W_Afhandelen leads,2012-02-14 02:29:35.071,2012-02-14 09:01:28.342,Role 1
17,End,2012-02-14 09:01:28.342,2012-02-14 09:01:28.342,SYSTEM
2,W_Completeren aanvraag,2012-02-13 21:27:20.168,2012-02-14 09:01:31.797,Role 1
2,End,2012-02-14 09:01:31.797,2012-02-14 09:01:31.797,SYSTEM
11,W_Completeren aanvraag,2012-02-14 09:01:10.336,2012-02-14 09:01:45.14,Role 1
11,End,2012-02-14 09:01:45.14,2012-02-14 09:01:45.14,SYSTEM
10,W_Completeren aanvraag,2012-02-14 00:56:57.625,2012-02-14 09:02:41.648,Role 1
10,Start,2012-02-14 09:02:41.648,2012-02-14 09:02:41.648,SYSTEM
10,W_Beoordelen fraude,2012-02-14 09:02:41.648,2012-02-14 09:03:04.991,Role 3
10,End,2012-02-14 09:03:04.991,2012-02-14 09:03:04.991,SYSTEM
13,W_Nabellen offertes,2012-02-14 09:00:12.985,2012-02-14 09:03:05.0,Role 1
20,W_Completeren aanvraag,2012-02-14 03:22:16.111,2012-02-14 09:03:15.118,Role 1
20,Start,2012-02-14 09:03:15.118,2012-02-14 09:03:15.118,SYSTEM
15,W_Afhandelen leads,2012-02-14 02:16:16.116,2012-02-14 09:03:25.079,Role 1
15,Start,2012-02-14 09:03:25.079,2012-02-14 09:03:25.079,SYSTEM
18,W_Completeren aanvraag,2012-02-14 02:33:11.646,2012-02-14 09:03:31.465,Role 1
18,End,2012-02-14 09:03:31.465,2012-02-14 09:03:31.465,SYSTEM
28,W_Completeren aanvraag,2012-02-14 09:00:47.971,2012-02-14 09:03:32.581,Role 1
15,W_Completeren aanvraag,2012-02-14 09:03:25.079,2012-02-14 09:03:44.838,Role 1
15,End,2012-02-14 09:03:44.838,2012-02-14 09:03:44.838,SYSTEM
20,W_Beoordelen fraude,2012-02-14 09:03:15.118,2012-02-14 09:03:50.249,Role 3
20,End,2012-02-14 09:03:50.249,2012-02-14 09:03:50.249,SYSTEM
28,W_Nabellen offertes,2012-02-14 09:03:32.581,2012-02-14 09:03:54.078,Role 1
28,End,2012-02-14 09:03:54.078,2012-02-14 09:03:54.078,SYSTEM
19,W_Afhandelen leads,2012-02-14 02:59:13.339,2012-02-14 09:05:06.883,Role 1
19,Start,2012-02-14 09:05:06.883,2012-02-14 09:05:06.883,SYSTEM
12,W_Afhandelen leads,2012-02-14 01:37:43.582,2012-02-14 09:05:16.424,Role 1
12,End,2012-02-14 09:05:16.424,2012-02-14 09:05:16.424,SYSTEM
5,W_Nabellen offertes,2012-02-14 09:01:04.744,2012-02-14 09:05:17.994,Role 1
5,End,2012-02-14 09:05:17.994,2012-02-14 09:05:17.994,SYSTEM
9,W_Nabellen offertes,2012-02-14 09:00:37.182,2012-02-14 09:06:20.503,Role 1
9,End,2012-02-14 09:06:20.503,2012-02-14 09:06:20.503,SYSTEM
7,W_Afhandelen leads,2012-02-13 23:26:27.543,2012-02-14 09:07:22.287,Role 1
7,W_Completeren aanvraag,2012-02-14 09:07:22.287,2012-02-14 09:08:31.68,Role 1
7,End,2012-02-14 09:08:31.68,2012-02-14 09:08:31.68,SYSTEM
3,W_Completeren aanvraag,2012-02-13 21:50:22.321,2012-02-14 09:08:56.235,Role 1
3,End,2012-02-14 09:08:56.235,2012-02-14 09:08:56.235,SYSTEM
8,W_Afhandelen leads,2012-02-13 23:30:02.624,2012-02-14 09:10:43.401,Role 1
19,W_Afhandelen leads,2012-02-14 09:05:06.883,2012-02-14 09:11:32.072,Role 1
19,End,2012-02-14 09:11:32.072,2012-02-14 09:11:32.072,SYSTEM
30,W_Completeren aanvraag,2012-02-14 07:42:17.79,2012-02-14 09:12:11.4,Role 1
30,End,2012-02-14 09:12:11.4,2012-02-14 09:12:11.4,SYSTEM
24,W_Afhandelen leads,2012-02-14 05:48:29.135,2012-02-14 09:13:23.661,Role 1
24,End,2012-02-14 09:13:23.661,2012-02-14 09:13:23.661,SYSTEM
13,W_Valideren aanvraag,2012-02-14 09:03:05.0,2012-02-14 09:24:05.197,Role 2
13,End,2012-02-14 09:24:05.197,2012-02-14 09:24:05.197,SYSTEM
16,W_Afhandelen leads,2012-02-14 02:23:16.263,2012-02-14 09:29:49.799,Role 1
16,W_Completeren aanvraag,2012-02-14 09:29:49.799,2012-02-14 09:32:50.511,Role 1
16,W_Nabellen offertes,2012-02-14 09:32:50.511,2012-02-14 09:33:08.687,Role 1
16,End,2012-02-14 09:33:08.687,2012-02-14 09:33:08.687,SYSTEM
8,W_Completeren aanvraag,2012-02-14 09:10:43.401,2012-02-14 09:52:31.04,Role 1
8,End,2012-02-14 09:52:31.04,2012-02-14 09:52:31.04,SYSTEM
0,W_Afhandelen leads,2012-02-13 20:34:51.0,2012-02-14 09:53:15.781,Role 1
0,Start,2012-02-14 09:53:15.781,2012-02-14 09:53:15.781,SYSTEM
0,W_Afhandelen leads,2012-02-14 09:53:15.781,2012-02-14 09:58:32.592,Role 1
0,End,2012-02-14 09:58:32.592,2012-02-14 09:58:32.592,SYSTEM
23,W_Afhandelen leads,2012-02-14 05:44:38.794,2012-02-14 10:02:26.422,Role 1
23,End,2012-02-14 10:02:26.422,2012-02-14 10:02:26.422,SYSTEM
32,Start,2012-02-14 11:14:00.247,2012-02-14 11:14:00.247,SYSTEM
32,W_Nabellen offertes,2012-02-14 11:14:00.247,2012-02-14 11:14:40.483,Role 1
32,End,2012-02-14 11:14:40.483,2012-02-14 11:14:40.483,SYSTEM
33,Start,2012-02-14 11:16:56.478,2012-02-14 11:16:56.478,SYSTEM
33,W_Nabellen offertes,2012-02-14 11:16:56.478,2012-02-14 11:26:59.886,Role 1
33,W_Valideren aanvraag,2012-02-14 11:26:59.886,2012-02-14 11:27:49.526,Role 2
33,W_Nabellen incomplete dossiers,2012-02-14 11:27:49.526,2012-02-14 11:27:54.093,Role 1
34,W_Afhandelen leads,2012-02-14 11:33:01.261,2012-02-14 11:34:51.987,Role 1
34,W_Completeren aanvraag,2012-02-14 11:34:51.987,2012-02-14 11:35:45.132,Role 1
34,End,2012-02-14 11:35:45.132,2012-02-14 11:35:45.132,SYSTEM
36,Start,2012-02-14 11:42:58.647,2012-02-14 11:42:58.647,SYSTEM
36,End,2012-02-14 11:42:58.647,2012-02-14 11:42:58.647,SYSTEM
35,W_Afhandelen leads,2012-02-14 11:39:03.71,2012-02-14 11:46:59.441,Role 1
35,End,2012-02-14 11:46:59.441,2012-02-14 11:46:59.441,SYSTEM
37,Start,2012-02-14 14:32:18.446,2012-02-14 14:32:18.446,SYSTEM
37,W_Beoordelen fraude,2012-02-14 14:32:18.446,2012-02-14 14:32:36.577,Role 3
37,End,2012-02-14 14:32:36.577,2012-02-14 14:32:36.577,SYSTEM
38,Start,2012-02-14 14:42:35.227,2012-02-14 14:42:35.227,SYSTEM
38,W_Beoordelen fraude,2012-02-14 14:42:35.227,2012-02-14 14:43:22.06,Role 3
38,End,2012-02-14 14:43:22.06,2012-02-14 14:43:22.06,SYSTEM
39,W_Completeren aanvraag,2012-02-14 14:44:57.02,2012-02-14 14:44:58.732,Role 1
39,End,2012-02-14 14:44:58.732,2012-02-14 14:44:58.732,SYSTEM
40,W_Completeren aanvraag,2012-02-14 14:55:24.028,2012-02-14 14:58:23.853,Role 1
40,End,2012-02-14 14:58:23.853,2012-02-14 14:58:23.853,SYSTEM
41,W_Afhandelen leads,2012-02-14 15:03:39.806,2012-02-14 15:04:53.258,Role 1
41,Start,2012-02-14 15:04:53.258,2012-02-14 15:04:53.258,SYSTEM
42,W_Completeren aanvraag,2012-02-14 15:05:11.519,2012-02-14 15:14:47.395,Role 1
42,End,2012-02-14 15:14:47.395,2012-02-14 15:14:47.395,SYSTEM
41,W_Completeren aanvraag,2012-02-14 15:04:53.258,2012-02-14 15:24:16.834,Role 1
41,End,2012-02-14 15:24:16.834,2012-02-14 15:24:16.834,SYSTEM
33,W_Valideren aanvraag,2012-02-14 11:27:54.093,2012-02-14 15:29:40.59,Role 2
33,End,2012-02-14 15:29:40.59,2012-02-14 15:29:40.59,SYSTEM
44,W_Completeren aanvraag,2012-02-14 16:08:45.143,2012-02-14 16:13:54.539,Role 1
44,W_Nabellen offertes,2012-02-14 16:13:54.539,2012-02-14 16:14:11.527,Role 1
44,End,2012-02-14 16:14:11.527,2012-02-14 16:14:11.527,SYSTEM
45,W_Completeren aanvraag,2012-02-14 16:26:54.737,2012-02-14 16:27:53.251,Role 1
43,W_Afhandelen leads,2012-02-14 15:20:40.547,2012-02-14 16:28:17.247,Role 1
43,End,2012-02-14 16:28:17.247,2012-02-14 16:28:17.247,SYSTEM
45,W_Nabellen offertes,2012-02-14 16:27:53.251,2012-02-14 16:28:58.476,Role 1
45,End,2012-02-14 16:28:58.476,2012-02-14 16:28:58.476,SYSTEM
47,W_Afhandelen leads,2012-02-14 16:33:36.902,2012-02-14 16:33:39.088,Role 1
46,W_Afhandelen leads,2012-02-14 16:29:49.406,2012-02-14 16:33:55.811,Role 1
47,W_Completeren aanvraag,2012-02-14 16:33:39.088,2012-02-14 16:33:58.367,Role 1
46,W_Completeren aanvraag,2012-02-14 16:33:55.811,2012-02-14 16:43:48.598,Role 1
46,End,2012-02-14 16:43:48.598,2012-02-14 16:43:48.598,SYSTEM
51,Start,2012-02-14 17:17:28.695,2012-02-14 17:17:28.695,SYSTEM
54,Start,2012-02-14 18:19:52.486,2012-02-14 18:19:52.486,SYSTEM
64,Start,2012-02-14 21:01:09.741,2012-02-14 21:01:09.741,SYSTEM
65,Start,2012-02-14 21:12:04.822,2012-02-14 21:12:04.822,SYSTEM
70,Start,2012-02-15 00:11:51.391,2012-02-15 00:11:51.391,SYSTEM
73,Start,2012-02-15 00:48:58.296,2012-02-15 00:48:58.296,SYSTEM
74,Start,2012-02-15 00:55:36.528,2012-02-15 00:55:36.528,SYSTEM
75,Start,2012-02-15 01:04:33.95,2012-02-15 01:04:33.95,SYSTEM
76,Start,2012-02-15 01:08:41.379,2012-02-15 01:08:41.379,SYSTEM
79,Start,2012-02-15 01:25:27.231,2012-02-15 01:25:27.231,SYSTEM
80,Start,2012-02-15 01:31:26.423,2012-02-15 01:31:26.423,SYSTEM
80,End,2012-02-15 01:31:26.423,2012-02-15 01:31:26.423,SYSTEM
81,Start,2012-02-15 02:31:09.372,2012-02-15 02:31:09.372,SYSTEM
82,Start,2012-02-15 02:48:35.37,2012-02-15 02:48:35.37,SYSTEM
