caseid,task,start_timestamp,end_timestamp,resource
1,Start,2012-02-13 20:43:17.392,2012-02-13 20:43:17.392,SYSTEM
2,Start,2012-02-13 21:05:09.307,2012-02-13 21:05:09.307,SYSTEM
3,Start,2012-02-13 21:30:07.071,2012-02-13 21:30:07.071,SYSTEM
4,Start,2012-02-13 21:59:00.553,2012-02-13 21:59:00.553,SYSTEM
10,Start,2012-02-13 23:00:39.806,2012-02-13 23:00:39.806,SYSTEM
12,Start,2012-02-13 23:56:30.722,2012-02-13 23:56:30.722,SYSTEM
13,Start,2012-02-14 01:29:51.592,2012-02-14 01:29:51.592,SYSTEM
14,Start,2012-02-14 02:31:20.157,2012-02-14 02:31:20.157,SYSTEM
14,End,2012-02-14 02:31:20.157,2012-02-14 02:31:20.157,SYSTEM
17,Start,2012-02-14 03:32:17.039,2012-02-14 03:32:17.039,SYSTEM
22,Start,2012-02-14 04:40:51.678,2012-02-14 04:40:51.678,SYSTEM
23,Start,2012-02-14 05:15:12.706,2012-02-14 05:15:12.706,SYSTEM
28,Start,2012-02-14 06:46:11.074,2012-02-14 06:46:11.074,SYSTEM
29,Start,2012-02-14 06:49:07.302,2012-02-14 06:49:07.302,SYSTEM
37,Start,2012-02-14 08:55:29.804,2012-02-14 08:55:29.804,SYSTEM
13,W_Nabellen offertes,2012-02-14 01:29:51.592,2012-02-14 09:00:00.393,Role 1
28,W_Nabellen offertes,2012-02-14 06:46:11.074,2012-02-14 09:00:00.812,Role 1
28,End,2012-02-14 09:00:00.812,2012-02-14 09:00:00.812,SYSTEM
20,W_Afhandelen leads,2012-02-14 04:19:52.397,2012-02-14 09:00:02.336,Role 1
5,W_Afhandelen leads,2012-02-13 22:10:48.104,2012-02-14 09:00:03.555,Role 1
5,Start,2012-02-14 09:00:03.555,2012-02-14 09:00:03.555,SYSTEM
35,W_Completeren aanvraag,2012-02-14 08:37:04.138,2012-02-14 09:00:04.084,Role 1
33,W_Completeren aanvraag,2012-02-14 07:55:32.133,2012-02-14 09:00:04.302,Role 1
33,End,2012-02-14 09:00:04.302,2012-02-14 09:00:04.302,SYSTEM
5,W_Completeren aanvraag,2012-02-14 09:00:03.555,2012-02-14 09:00:06.35,Role 1
5,End,2012-02-14 09:00:06.35,2012-02-14 09:00:06.35,SYSTEM
7,W_Afhandelen leads,2012-02-13 22:24:08.666,2012-02-14 09:00:07.958,Role 1
7,Start,2012-02-14 09:00:07.958,2012-02-14 09:00:07.958,SYSTEM
20,W_Completeren aanvraag,2012-02-14 09:00:02.336,2012-02-14 09:00:08.208,Role 1
20,Start,2012-02-14 09:00:08.208,2012-02-14 09:00:08.208,SYSTEM
20,End,2012-02-14 09:00:08.208,2012-02-14 09:00:08.208,SYSTEM
11,W_Afhandelen leads,2012-02-13 23:02:51.106,2012-02-14 09:00:10.902,Role 1
11,Start,2012-02-14 09:00:10.902,2012-02-14 09:00:10.902,SYSTEM
11,End,2012-02-14 09:00:10.902,2012-02-14 09:00:10.902,SYSTEM
17,W_Nabellen offertes,2012-02-14 03:32:17.039,2012-02-14 09:00:12.18,Role 1
17,End,2012-02-14 09:00:12.18,2012-02-14 09:00:12.18,SYSTEM
21,W_Afhandelen leads,2012-02-14 04:38:22.626,2012-02-14 09:00:14.394,Role 1
21,End,2012-02-14 09:00:14.394,2012-02-14 09:00:14.394,SYSTEM
12,W_Beoordelen fraude,2012-02-13 23:56:30.722,2012-02-14 09:00:23.416,Role 3
12,End,2012-02-14 09:00:23.416,2012-02-14 09:00:23.416,SYSTEM
22,W_Beoordelen fraude,2012-02-14 09:00:23.416,2012-02-14 09:00:24.827,Role 3
22,End,2012-02-14 09:00:24.827,2012-02-14 09:00:24.827,SYSTEM
2,W_Beoordelen fraude,2012-02-13 21:05:09.307,2012-02-14 09:00:25.687,Role 3
2,End,2012-02-14 09:00:25.687,2012-02-14 09:00:25.687,SYSTEM
16,W_Completeren aanvraag,2012-02-14 03:02:29.412,2012-02-14 09:00:28.356,Role 1
6,W_Completeren aanvraag,2012-02-13 22:18:49.682,2012-02-14 09:00:28.722,Role 1
6,End,2012-02-14 09:00:28.722,2012-02-14 09:00:28.722,SYSTEM
23,W_Completeren aanvraag,2012-02-14 05:15:12.706,2012-02-14 09:00:29.123,Role 1
23,W_Nabellen offertes,2012-02-14 09:00:29.123,2012-02-14 09:00:29.821,Role 1
23,End,2012-02-14 09:00:29.821,2012-02-14 09:00:29.821,SYSTEM
37,W_Beoordelen fraude,2012-02-14 09:00:24.827,2012-02-14 09:00:41.369,Role 3
37,End,2012-02-14 09:00:41.369,2012-02-14 09:00:41.369,SYSTEM
3,W_Afhandelen leads,2012-02-13 21:30:07.071,2012-02-14 09:00:41.379,Role 1
30,W_Completeren aanvraag,2012-02-14 06:59:00.392,2012-02-14 09:00:43.329,Role 1
4,W_Afhandelen leads,2012-02-13 21:59:00.553,2012-02-14 09:00:46.252,Role 1
4,End,2012-02-14 09:00:46.252,2012-02-14 09:00:46.252,SYSTEM
19,W_Afhandelen leads,2012-02-14 03:46:24.14,2012-02-14 09:00:48.81,Role 1
19,Start,2012-02-14 09:00:48.81,2012-02-14 09:00:48.81,SYSTEM
19,W_Nabellen offertes,2012-02-14 09:00:48.81,2012-02-14 09:00:52.108,Role 1
9,W_Completeren aanvraag,2012-02-13 22:58:41.015,2012-02-14 09:00:54.121,Role 1
9,End,2012-02-14 09:00:54.121,2012-02-14 09:00:54.121,SYSTEM
1,W_Completeren aanvraag,2012-02-13 20:43:17.392,2012-02-14 09:00:58.022,Role 1
1,End,2012-02-14 09:00:58.022,2012-02-14 09:00:58.022,SYSTEM
30,W_Nabellen offertes,2012-02-14 09:00:43.329,2012-02-14 09:00:58.419,Role 1
36,W_Completeren aanvraag,2012-02-14 08:42:30.906,2012-02-14 09:01:00.515,Role 1
7,W_Beoordelen fraude,2012-02-14 09:00:25.687,2012-02-14 09:01:00.571,Role 3
7,End,2012-02-14 09:01:00.571,2012-02-14 09:01:00.571,SYSTEM
29,W_Afhandelen leads,2012-02-14 06:49:07.302,2012-02-14 09:01:21.135,Role 1
29,W_Completeren aanvraag,2012-02-14 09:01:21.135,2012-02-14 09:01:24.232,Role 1
29,End,2012-02-14 09:01:24.232,2012-02-14 09:01:24.232,SYSTEM
16,W_Nabellen offertes,2012-02-14 09:00:28.356,2012-02-14 09:01:29.089,Role 1
10,W_Nabellen offertes,2012-02-13 23:00:39.806,2012-02-14 09:01:33.346,Role 1
10,End,2012-02-14 09:01:33.346,2012-02-14 09:01:33.346,SYSTEM
15,W_Afhandelen leads,2012-02-14 03:01:50.3,2012-02-14 09:01:49.51,Role 1
15,End,2012-02-14 09:01:49.51,2012-02-14 09:01:49.51,SYSTEM
34,W_Afhandelen leads,2012-02-14 08:34:09.492,2012-02-14 09:02:02.95,Role 1
16,W_Valideren aanvraag,2012-02-14 09:01:29.089,2012-02-14 09:02:03.344,Role 2
8,W_Afhandelen leads,2012-02-13 22:37:02.076,2012-02-14 09:02:03.868,Role 1
0,W_Completeren aanvraag,2012-02-13 20:34:51.0,2012-02-14 09:02:06.978,Role 1
0,End,2012-02-14 09:02:06.978,2012-02-14 09:02:06.978,SYSTEM
36,W_Nabellen offertes,2012-02-14 09:01:00.515,2012-02-14 09:02:09.553,Role 1
26,W_Afhandelen leads,2012-02-14 05:41:23.037,2012-02-14 09:02:43.197,Role 1
36,W_Valideren aanvraag,2012-02-14 09:02:09.553,2012-02-14 09:03:06.609,Role 2
36,End,2012-02-14 09:03:06.609,2012-02-14 09:03:06.609,SYSTEM
3,W_Completeren aanvraag,2012-02-14 09:00:41.379,2012-02-14 09:03:14.597,Role 1
3,End,2012-02-14 09:03:14.597,2012-02-14 09:03:14.597,SYSTEM
26,W_Completeren aanvraag,2012-02-14 09:02:43.197,2012-02-14 09:03:17.925,Role 1
26,Start,2012-02-14 09:03:17.925,2012-02-14 09:03:17.925,SYSTEM
26,End,2012-02-14 09:03:17.925,2012-02-14 09:03:17.925,SYSTEM
24,W_Afhandelen leads,2012-02-14 05:28:07.602,2012-02-14 09:03:17.995,Role 1
24,End,2012-02-14 09:03:17.995,2012-02-14 09:03:17.995,SYSTEM
18,W_Afhandelen leads,2012-02-14 03:42:10.101,2012-02-14 09:03:43.674,Role 1
18,Start,2012-02-14 09:03:43.674,2012-02-14 09:03:43.674,SYSTEM
25,W_Afhandelen leads,2012-02-14 05:31:24.146,2012-02-14 09:04:21.404,Role 1
25,End,2012-02-14 09:04:21.404,2012-02-14 09:04:21.404,SYSTEM
34,W_Completeren aanvraag,2012-02-14 09:02:02.95,2012-02-14 09:04:56.77,Role 1
34,End,2012-02-14 09:04:56.77,2012-02-14 09:04:56.77,SYSTEM
38,Start,2012-02-14 09:05:34.202,2012-02-14 09:05:34.202,SYSTEM
38,End,2012-02-14 09:05:34.202,2012-02-14 09:05:34.202,SYSTEM
32,W_Completeren aanvraag,2012-02-14 07:33:27.478,2012-02-14 09:05:55.538,Role 1
32,Start,2012-02-14 09:05:55.538,2012-02-14 09:05:55.538,SYSTEM
32,W_Afhandelen leads,2012-02-14 09:05:55.538,2012-02-14 09:05:57.057,Role 1
32,End,2012-02-14 09:05:57.057,2012-02-14 09:05:57.057,SYSTEM
39,Start,2012-02-14 09:08:22.23,2012-02-14 09:08:22.23,SYSTEM
39,End,2012-02-14 09:08:22.23,2012-02-14 09:08:22.23,SYSTEM
16,W_Nabellen incomplete dossiers,2012-02-14 09:02:03.344,2012-02-14 09:14:23.866,Role 1
18,W_Afhandelen leads,2012-02-14 09:03:43.674,2012-02-14 09:15:34.653,Role 1
18,End,2012-02-14 09:15:34.653,2012-02-14 09:15:34.653,SYSTEM
40,Start,2012-02-14 09:16:16.785,2012-02-14 09:16:16.785,SYSTEM
40,End,2012-02-14 09:16:16.785,2012-02-14 09:16:16.785,SYSTEM
30,W_Valideren aanvraag,2012-02-14 09:00:58.419,2012-02-14 09:18:11.835,Role 2
30,End,2012-02-14 09:18:11.835,2012-02-14 09:18:11.835,SYSTEM
8,W_Completeren aanvraag,2012-02-14 09:02:03.868,2012-02-14 09:19:35.117,Role 1
8,End,2012-02-14 09:19:35.117,2012-02-14 09:19:35.117,SYSTEM
27,W_Afhandelen leads,2012-02-14 05:56:21.218,2012-02-14 09:22:48.95,Role 1
27,W_Completeren aanvraag,2012-02-14 09:22:48.95,2012-02-14 09:24:03.424,Role 1
27,Start,2012-02-14 09:24:03.424,2012-02-14 09:24:03.424,SYSTEM
27,W_Nabellen offertes,2012-02-14 09:24:03.424,2012-02-14 09:24:11.877,Role 1
27,End,2012-02-14 09:24:11.877,2012-02-14 09:24:11.877,SYSTEM
19,W_Valideren aanvraag,2012-02-14 09:00:52.108,2012-02-14 09:26:34.599,Role 2
19,End,2012-02-14 09:26:34.599,2012-02-14 09:26:34.599,SYSTEM
31,W_Afhandelen leads,2012-02-14 07:28:28.591,2012-02-14 09:52:14.379,Role 1
31,W_Completeren aanvraag,2012-02-14 09:52:14.379,2012-02-14 09:54:59.278,Role 1
31,W_Nabellen offertes,2012-02-14 09:54:59.278,2012-02-14 09:55:28.605,Role 1
35,W_Nabellen offertes,2012-02-14 09:00:04.084,2012-02-14 09:56:30.614,Role 1
35,W_Valideren aanvraag,2012-02-14 09:56:30.614,2012-02-14 09:57:55.163,Role 2
35,W_Nabellen incomplete dossiers,2012-02-14 09:57:55.163,2012-02-14 09:57:55.385,Role 1
35,End,2012-02-14 09:57:55.385,2012-02-14 09:57:55.385,SYSTEM
31,W_Valideren aanvraag,2012-02-14 09:55:28.605,2012-02-14 09:58:21.595,Role 2
31,W_Nabellen incomplete dossiers,2012-02-14 09:58:21.595,2012-02-14 09:58:55.836,Role 1
31,End,2012-02-14 09:58:55.836,2012-02-14 09:58:55.836,SYSTEM
41,W_Completeren aanvraag,2012-02-14 10:03:38.51,2012-02-14 10:03:41.747,Role 1
41,Start,2012-02-14 10:03:41.747,2012-02-14 10:03:41.747,SYSTEM
41,End,2012-02-14 10:03:41.747,2012-02-14 10:03:41.747,SYSTEM
16,W_Valideren aanvraag,2012-02-14 09:14:23.866,2012-02-14 10:14:59.616,Role 2
16,End,2012-02-14 10:14:59.616,2012-02-14 10:14:59.616,SYSTEM
