caseid,task,start_timestamp,end_timestamp,resource
0,Start,2012-02-13 20:34:51.0,2012-02-13 20:34:51.0,SYSTEM
2,Start,2012-02-13 20:48:01.523,2012-02-13 20:48:01.523,SYSTEM
5,Start,2012-02-13 22:38:30.359,2012-02-13 22:38:30.359,SYSTEM
12,Start,2012-02-14 03:27:00.793,2012-02-14 03:27:00.793,SYSTEM
12,End,2012-02-14 03:27:00.793,2012-02-14 03:27:00.793,SYSTEM
15,Start,2012-02-14 06:40:43.584,2012-02-14 06:40:43.584,SYSTEM
15,End,2012-02-14 06:40:43.584,2012-02-14 06:40:43.584,SYSTEM
18,Start,2012-02-14 08:07:47.171,2012-02-14 08:07:47.171,SYSTEM
18,End,2012-02-14 08:07:47.171,2012-02-14 08:07:47.171,SYSTEM
19,Start,2012-02-14 08:37:12.883,2012-02-14 08:37:12.883,SYSTEM
5,W_Afhandelen leads,2012-02-13 22:38:30.359,2012-02-14 09:00:01.058,Role 1
5,End,2012-02-14 09:00:01.058,2012-02-14 09:00:01.058,SYSTEM
7,W_Completeren aanvraag,2012-02-13 23:16:35.39,2012-02-14 09:00:04.489,Role 1
7,End,2012-02-14 09:00:04.489,2012-02-14 09:00:04.489,SYSTEM
16,W_Afhandelen leads,2012-02-14 07:35:43.281,2012-02-14 09:00:04.751,Role 1
16,End,2012-02-14 09:00:04.751,2012-02-14 09:00:04.751,SYSTEM
10,W_Completeren aanvraag,2012-02-14 02:46:56.607,2012-02-14 09:00:06.088,Role 1
2,W_Nabellen offertes,2012-02-13 20:48:01.523,2012-02-14 09:00:07.615,Role 1
10,W_Nabellen offertes,2012-02-14 09:00:06.088,2012-02-14 09:00:30.625,Role 1
11,W_Completeren aanvraag,2012-02-14 03:08:00.869,2012-02-14 09:00:30.804,Role 1
13,W_Afhandelen leads,2012-02-14 03:28:25.595,2012-02-14 09:00:45.919,Role 1
13,End,2012-02-14 09:00:45.919,2012-02-14 09:00:45.919,SYSTEM
9,W_Afhandelen leads,2012-02-14 02:34:01.642,2012-02-14 09:00:46.265,Role 1
9,Start,2012-02-14 09:00:46.265,2012-02-14 09:00:46.265,SYSTEM
9,W_Beoordelen fraude,2012-02-14 09:00:46.265,2012-02-14 09:00:46.495,Role 3
9,End,2012-02-14 09:00:46.495,2012-02-14 09:00:46.495,SYSTEM
14,W_Completeren aanvraag,2012-02-14 06:33:08.681,2012-02-14 09:00:47.459,Role 1
14,End,2012-02-14 09:00:47.459,2012-02-14 09:00:47.459,SYSTEM
19,W_Nabellen offertes,2012-02-14 08:37:12.883,2012-02-14 09:00:54.343,Role 1
8,W_Completeren aanvraag,2012-02-14 00:02:10.478,2012-02-14 09:01:22.017,Role 1
8,Start,2012-02-14 09:01:22.017,2012-02-14 09:01:22.017,SYSTEM
6,W_Completeren aanvraag,2012-02-13 23:00:03.639,2012-02-14 09:01:55.199,Role 1
6,End,2012-02-14 09:01:55.199,2012-02-14 09:01:55.199,SYSTEM
10,W_Valideren aanvraag,2012-02-14 09:00:30.625,2012-02-14 09:02:52.252,Role 2
0,W_Nabellen offertes,2012-02-13 20:34:51.0,2012-02-14 09:04:46.98,Role 1
0,End,2012-02-14 09:04:46.98,2012-02-14 09:04:46.98,SYSTEM
17,W_Afhandelen leads,2012-02-14 07:36:55.204,2012-02-14 09:05:15.723,Role 1
17,Start,2012-02-14 09:05:15.723,2012-02-14 09:05:15.723,SYSTEM
4,W_Afhandelen leads,2012-02-13 22:31:13.892,2012-02-14 09:05:21.526,Role 1
4,Start,2012-02-14 09:05:21.526,2012-02-14 09:05:21.526,SYSTEM
19,W_Valideren aanvraag,2012-02-14 09:00:54.343,2012-02-14 09:05:43.812,Role 2
10,W_Nabellen incomplete dossiers,2012-02-14 09:02:52.252,2012-02-14 09:06:14.099,Role 1
10,End,2012-02-14 09:06:14.099,2012-02-14 09:06:14.099,SYSTEM
19,W_Nabellen incomplete dossiers,2012-02-14 09:05:43.812,2012-02-14 09:06:59.082,Role 1
8,W_Nabellen offertes,2012-02-14 09:01:22.017,2012-02-14 09:07:36.952,Role 1
17,W_Completeren aanvraag,2012-02-14 09:05:15.723,2012-02-14 09:09:52.905,Role 1
17,Start,2012-02-14 09:09:52.905,2012-02-14 09:09:52.905,SYSTEM
3,W_Afhandelen leads,2012-02-13 20:55:47.426,2012-02-14 09:11:06.242,Role 1
3,Start,2012-02-14 09:11:06.242,2012-02-14 09:11:06.242,SYSTEM
3,W_Beoordelen fraude,2012-02-14 09:11:06.242,2012-02-14 09:11:17.9,Role 3
3,End,2012-02-14 09:11:17.9,2012-02-14 09:11:17.9,SYSTEM
20,W_Afhandelen leads,2012-02-14 08:53:35.273,2012-02-14 09:13:00.761,Role 1
20,W_Completeren aanvraag,2012-02-14 09:13:00.761,2012-02-14 09:13:03.635,Role 1
20,End,2012-02-14 09:13:03.635,2012-02-14 09:13:03.635,SYSTEM
4,W_Afhandelen leads,2012-02-14 09:05:21.526,2012-02-14 09:13:25.934,Role 1
4,End,2012-02-14 09:13:25.934,2012-02-14 09:13:25.934,SYSTEM
21,W_Completeren aanvraag,2012-02-14 09:13:27.74,2012-02-14 09:13:41.287,Role 1
21,End,2012-02-14 09:13:41.287,2012-02-14 09:13:41.287,SYSTEM
2,W_Valideren aanvraag,2012-02-14 09:00:07.615,2012-02-14 09:16:52.34,Role 2
19,W_Valideren aanvraag,2012-02-14 09:06:59.082,2012-02-14 09:17:02.059,Role 2
2,W_Nabellen incomplete dossiers,2012-02-14 09:16:52.34,2012-02-14 09:17:31.848,Role 1
2,End,2012-02-14 09:17:31.848,2012-02-14 09:17:31.848,SYSTEM
19,W_Nabellen incomplete dossiers,2012-02-14 09:17:02.059,2012-02-14 09:17:35.767,Role 1
19,W_Valideren aanvraag,2012-02-14 09:17:35.767,2012-02-14 09:18:05.707,Role 2
17,W_Afhandelen leads,2012-02-14 09:09:52.905,2012-02-14 09:18:07.541,Role 1
22,W_Afhandelen leads,2012-02-14 09:18:51.683,2012-02-14 09:18:56.536,Role 1
22,W_Completeren aanvraag,2012-02-14 09:18:56.536,2012-02-14 09:19:30.001,Role 1
22,W_Nabellen offertes,2012-02-14 09:19:30.001,2012-02-14 09:19:35.347,Role 1
19,W_Nabellen incomplete dossiers,2012-02-14 09:18:05.707,2012-02-14 09:20:13.441,Role 1
22,W_Valideren aanvraag,2012-02-14 09:19:35.347,2012-02-14 09:27:02.438,Role 2
22,End,2012-02-14 09:27:02.438,2012-02-14 09:27:02.438,SYSTEM
17,W_Completeren aanvraag,2012-02-14 09:18:07.541,2012-02-14 09:31:26.408,Role 1
17,Start,2012-02-14 09:31:26.408,2012-02-14 09:31:26.408,SYSTEM
17,W_Nabellen offertes,2012-02-14 09:31:26.408,2012-02-14 09:32:19.109,Role 1
17,End,2012-02-14 09:32:19.109,2012-02-14 09:32:19.109,SYSTEM
19,W_Valideren aanvraag,2012-02-14 09:20:13.441,2012-02-14 09:32:20.442,Role 2
19,End,2012-02-14 09:32:20.442,2012-02-14 09:32:20.442,SYSTEM
23,Start,2012-02-14 09:36:24.948,2012-02-14 09:36:24.948,SYSTEM
23,W_Afhandelen leads,2012-02-14 09:36:24.948,2012-02-14 09:37:26.253,Role 1
23,Start,2012-02-14 09:37:26.253,2012-02-14 09:37:26.253,SYSTEM
23,End,2012-02-14 09:37:26.253,2012-02-14 09:37:26.253,SYSTEM
1,W_Afhandelen leads,2012-02-13 20:42:34.54,2012-02-14 09:52:59.157,Role 1
1,Start,2012-02-14 09:52:59.157,2012-02-14 09:52:59.157,SYSTEM
1,W_Beoordelen fraude,2012-02-14 09:52:59.157,2012-02-14 09:53:06.765,Role 3
1,End,2012-02-14 09:53:06.765,2012-02-14 09:53:06.765,SYSTEM
8,W_Valideren aanvraag,2012-02-14 09:07:36.952,2012-02-14 10:00:42.429,Role 2
8,End,2012-02-14 10:00:42.429,2012-02-14 10:00:42.429,SYSTEM
25,Start,2012-02-14 10:04:53.523,2012-02-14 10:04:53.523,SYSTEM
25,W_Afhandelen leads,2012-02-14 10:04:53.523,2012-02-14 10:06:51.962,Role 1
25,W_Completeren aanvraag,2012-02-14 10:06:51.962,2012-02-14 10:11:18.023,Role 1
25,W_Nabellen offertes,2012-02-14 10:11:18.023,2012-02-14 10:11:24.381,Role 1
25,W_Valideren aanvraag,2012-02-14 10:11:24.381,2012-02-14 10:25:41.951,Role 2
25,W_Nabellen incomplete dossiers,2012-02-14 10:25:41.951,2012-02-14 10:25:53.255,Role 1
25,End,2012-02-14 10:25:53.255,2012-02-14 10:25:53.255,SYSTEM
26,W_Afhandelen leads,2012-02-14 10:20:01.293,2012-02-14 10:48:33.715,Role 1
26,Start,2012-02-14 10:48:33.715,2012-02-14 10:48:33.715,SYSTEM
26,W_Completeren aanvraag,2012-02-14 10:48:33.715,2012-02-14 10:49:04.164,Role 1
26,Start,2012-02-14 10:49:04.164,2012-02-14 10:49:04.164,SYSTEM
26,W_Afhandelen leads,2012-02-14 10:49:04.164,2012-02-14 10:52:47.132,Role 1
26,End,2012-02-14 10:52:47.132,2012-02-14 10:52:47.132,SYSTEM
27,Start,2012-02-14 10:54:54.086,2012-02-14 10:54:54.086,SYSTEM
27,W_Beoordelen fraude,2012-02-14 10:54:54.086,2012-02-14 10:55:29.522,Role 3
27,End,2012-02-14 10:55:29.522,2012-02-14 10:55:29.522,SYSTEM
28,Start,2012-02-14 11:32:05.001,2012-02-14 11:32:05.001,SYSTEM
28,End,2012-02-14 11:32:05.001,2012-02-14 11:32:05.001,SYSTEM
29,Start,2012-02-14 11:44:04.314,2012-02-14 11:44:04.314,SYSTEM
29,W_Nabellen offertes,2012-02-14 11:44:04.314,2012-02-14 11:44:15.001,Role 1
29,W_Valideren aanvraag,2012-02-14 11:44:15.001,2012-02-14 11:45:22.039,Role 2
30,W_Completeren aanvraag,2012-02-14 11:46:30.231,2012-02-14 11:51:49.067,Role 1
30,W_Nabellen offertes,2012-02-14 11:51:49.067,2012-02-14 11:51:52.529,Role 1
29,W_Nabellen incomplete dossiers,2012-02-14 11:45:22.039,2012-02-14 11:53:21.954,Role 1
29,End,2012-02-14 11:53:21.954,2012-02-14 11:53:21.954,SYSTEM
30,W_Valideren aanvraag,2012-02-14 11:51:52.529,2012-02-14 11:58:16.188,Role 2
30,W_Nabellen incomplete dossiers,2012-02-14 11:58:16.188,2012-02-14 11:59:08.816,Role 1
30,W_Valideren aanvraag,2012-02-14 11:59:08.816,2012-02-14 11:59:56.446,Role 2
30,W_Nabellen incomplete dossiers,2012-02-14 11:59:56.446,2012-02-14 12:05:29.12,Role 1
30,End,2012-02-14 12:05:29.12,2012-02-14 12:05:29.12,SYSTEM
31,W_Completeren aanvraag,2012-02-14 12:37:21.395,2012-02-14 12:37:49.663,Role 1
31,End,2012-02-14 12:37:49.663,2012-02-14 12:37:49.663,SYSTEM
32,W_Completeren aanvraag,2012-02-14 12:59:07.343,2012-02-14 12:59:12.54,Role 1
32,W_Nabellen offertes,2012-02-14 12:59:12.54,2012-02-14 12:59:25.472,Role 1
32,End,2012-02-14 12:59:25.472,2012-02-14 12:59:25.472,SYSTEM
33,Start,2012-02-14 13:09:29.983,2012-02-14 13:09:29.983,SYSTEM
11,W_Nabellen offertes,2012-02-14 09:00:30.804,2012-02-14 13:32:40.771,Role 1
34,W_Afhandelen leads,2012-02-14 13:38:51.939,2012-02-14 13:38:53.767,Role 1
34,W_Completeren aanvraag,2012-02-14 13:38:53.767,2012-02-14 13:42:47.814,Role 1
34,End,2012-02-14 13:42:47.814,2012-02-14 13:42:47.814,SYSTEM
33,W_Afhandelen leads,2012-02-14 13:09:29.983,2012-02-14 13:59:15.23,Role 1
33,Start,2012-02-14 13:59:15.23,2012-02-14 13:59:15.23,SYSTEM
33,W_Nabellen offertes,2012-02-14 13:59:15.23,2012-02-14 13:59:49.013,Role 1
33,W_Valideren aanvraag,2012-02-14 13:59:49.013,2012-02-14 14:01:01.682,Role 2
11,W_Valideren aanvraag,2012-02-14 13:32:40.771,2012-02-14 14:03:08.527,Role 2
11,W_Nabellen incomplete dossiers,2012-02-14 14:03:08.527,2012-02-14 14:04:19.356,Role 1
11,End,2012-02-14 14:04:19.356,2012-02-14 14:04:19.356,SYSTEM
33,W_Nabellen incomplete dossiers,2012-02-14 14:01:01.682,2012-02-14 14:17:15.449,Role 1
