caseid,task,start_timestamp,end_timestamp,resource
0,Start,2012-02-13 20:34:51.0,2012-02-13 20:34:51.0,SYSTEM
2,Start,2012-02-13 21:14:21.844,2012-02-13 21:14:21.844,SYSTEM
3,Start,2012-02-13 21:31:05.229,2012-02-13 21:31:05.229,SYSTEM
4,Start,2012-02-13 21:34:32.084,2012-02-13 21:34:32.084,SYSTEM
6,Start,2012-02-13 21:46:52.382,2012-02-13 21:46:52.382,SYSTEM
11,Start,2012-02-14 02:33:36.241,2012-02-14 02:33:36.241,SYSTEM
12,Start,2012-02-14 02:50:03.743,2012-02-14 02:50:03.743,SYSTEM
13,Start,2012-02-14 02:57:09.66,2012-02-14 02:57:09.66,SYSTEM
14,Start,2012-02-14 03:57:59.819,2012-02-14 03:57:59.819,SYSTEM
14,End,2012-02-14 03:57:59.819,2012-02-14 03:57:59.819,SYSTEM
16,Start,2012-02-14 04:28:33.293,2012-02-14 04:28:33.293,SYSTEM
17,Start,2012-02-14 04:35:46.443,2012-02-14 04:35:46.443,SYSTEM
18,Start,2012-02-14 04:42:46.082,2012-02-14 04:42:46.082,SYSTEM
18,End,2012-02-14 04:42:46.082,2012-02-14 04:42:46.082,SYSTEM
20,W_Afhandelen leads,2012-02-14 08:48:00.281,2012-02-14 09:00:00.928,Role 1
20,W_Completeren aanvraag,2012-02-14 09:00:00.928,2012-02-14 09:00:01.421,Role 1
13,W_Afhandelen leads,2012-02-14 02:57:09.66,2012-02-14 09:00:02.368,Role 1
13,Start,2012-02-14 09:00:02.368,2012-02-14 09:00:02.368,SYSTEM
2,W_Afhandelen leads,2012-02-13 21:14:21.844,2012-02-14 09:00:02.416,Role 1
3,W_Afhandelen leads,2012-02-13 21:31:05.229,2012-02-14 09:00:06.422,Role 1
2,W_Completeren aanvraag,2012-02-14 09:00:02.416,2012-02-14 09:00:08.959,Role 1
2,Start,2012-02-14 09:00:08.959,2012-02-14 09:00:08.959,SYSTEM
4,W_Completeren aanvraag,2012-02-13 21:34:32.084,2012-02-14 09:00:11.262,Role 1
4,End,2012-02-14 09:00:11.262,2012-02-14 09:00:11.262,SYSTEM
0,W_Nabellen offertes,2012-02-13 20:34:51.0,2012-02-14 09:00:13.417,Role 1
19,W_Completeren aanvraag,2012-02-14 08:29:55.08,2012-02-14 09:00:23.7,Role 1
7,W_Afhandelen leads,2012-02-13 22:02:10.057,2012-02-14 09:00:29.21,Role 1
7,Start,2012-02-14 09:00:29.21,2012-02-14 09:00:29.21,SYSTEM
5,W_Afhandelen leads,2012-02-13 21:45:15.436,2012-02-14 09:00:35.334,Role 1
5,End,2012-02-14 09:00:35.334,2012-02-14 09:00:35.334,SYSTEM
7,W_Completeren aanvraag,2012-02-14 09:00:29.21,2012-02-14 09:00:54.398,Role 1
