caseid,task,role,start_timestamp,end_timestamp,dur_raw,dur,wait_raw,wait
Case0000,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0000,W_Completeren aanvraag,end,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.013507029041647911,34750.0
Case0000,W_Completeren aanvraag,Role 1,2012-02-16 06:30:07.110,2012-02-16 06:30:07.110,0.0,0.0,0.02848716638982296,73290.0
Case0000,W_Nabellen offertes,Role 1,2012-02-17 06:39:44.110,2012-02-17 06:50:03.110,0.002546730451285839,619.0,0.03380727022886276,86977.0
Case0000,W_Nabellen offertes,Role 1,2012-02-18 07:36:38.110,2012-02-18 07:45:57.110,0.002298528328537941,559.0,0.034669335931539536,89195.0
Case0000,W_Nabellen offertes,Role 2,2012-02-19 06:21:32.110,2012-02-19 06:31:16.110,0.0024017924442887306,584.0,0.031614165753126144,81335.0
Case0000,W_Nabellen offertes,Role 1,2012-02-20 02:31:52.110,2012-02-20 02:42:34.110,0.0026416052132844925,642.0,0.027999743819236755,72036.0
Case0000,W_Nabellen offertes,Role 1,2012-02-20 22:08:59.110,2012-02-20 22:13:56.110,0.0012218221090734005,297.0,0.02720237337052822,69985.0
Case0000,W_Completeren aanvraag,end,2012-02-21 17:07:17.110,2012-02-21 17:07:17.110,0.0,0.0,0.026431536301970482,68001.0
Case0000,W_Nabellen offertes,Role 1,2012-02-22 12:43:01.110,2012-02-22 12:47:40.110,0.0011474136263132095,279.0,0.027419647201895714,70544.0
Case0000,W_Completeren aanvraag,Role 2,2012-02-23 10:53:12.110,2012-02-23 11:01:16.110,0.0019900957122445107,484.0,0.030913392081856728,79532.0
Case0000,W_Nabellen offertes,Role 1,2012-02-24 03:47:38.110,2012-02-24 03:57:08.110,0.0023438241332769394,570.0,0.023469870910048485,60382.0
Case0001,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0001,W_Nabellen offertes,Role 1,2012-02-16 04:56:20.110,2012-02-16 04:56:20.110,0.0,0.0,0.022114647552371025,56895.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-17 01:30:58.110,2012-02-17 01:30:58.110,0.0,0.0,0.02879331074655056,74078.0
Case0001,W_Nabellen offertes,Role 1,2012-02-17 20:31:09.110,2012-02-17 20:31:09.110,0.0,0.0,0.02659083530306816,68411.0
Case0001,W_Nabellen offertes,Role 1,2012-02-18 17:14:38.110,2012-02-18 17:14:38.110,0.0,0.0,0.02899988554418087,74609.0
Case0001,W_Nabellen offertes,Role 1,2012-02-19 13:43:38.110,2012-02-19 13:43:38.110,0.0,0.0,0.02866189368069172,73740.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-20 09:57:40.110,2012-02-20 09:57:40.110,0.0,0.0,0.028312943875789642,72842.0
Case0001,W_Nabellen offertes,Role 1,2012-02-21 02:58:38.110,2012-02-21 02:58:38.110,0.0,0.0,0.02381056919693947,61258.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-21 21:16:35.110,2012-02-21 21:16:35.110,0.0,0.0,0.02560558170080185,65877.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-22 12:59:41.110,2012-02-22 12:59:41.110,0.0,0.0,0.021994609385728836,56586.0
Case0001,W_Nabellen offertes,Role 1,2012-02-23 04:38:27.110,2012-02-23 04:38:27.110,0.0,0.0,0.02189338579773903,56326.0
Case0001,W_Nabellen offertes,Role 1,2012-02-23 21:44:21.110,2012-02-23 21:44:21.110,0.0,0.0,0.023925641551613808,61554.0
Case0001,W_Nabellen offertes,Role 2,2012-02-24 15:19:54.110,2012-02-24 15:19:54.110,0.0,0.0,0.024616917595267296,63333.0
Case0001,W_Nabellen incomplete dossiers,Role 1,2012-02-25 08:16:28.110,2012-02-25 08:16:28.110,0.0,0.0,0.023707730695605278,60994.0
Case0001,W_Valideren aanvraag,Role 2,2012-02-26 00:26:32.110,2012-02-26 00:26:32.110,0.0,0.0,0.022623255848884583,58204.0
Case0001,W_Completeren aanvraag,end,2012-02-26 13:29:57.110,2012-02-26 13:29:57.110,0.0,0.0,0.018270336091518402,47005.0
Case0001,W_Beoordelen fraude,end,2012-02-27 06:08:38.110,2012-02-27 06:12:56.110,0.0010603060945868492,258.0,0.023290596902370453,59921.0
Case0001,W_Afhandelen leads,Role 1,2012-02-28 07:14:01.110,2012-02-28 07:28:15.110,0.0035106968134641647,854.0,0.035007499158382416,90065.0
Case0001,W_Valideren aanvraag,Role 2,2012-02-29 07:38:29.110,2012-02-29 07:49:13.110,0.0026475591585040092,644.0,0.03382159769535065,87014.0
Case0001,W_Nabellen incomplete dossiers,Role 1,2012-03-01 01:03:48.110,2012-03-01 01:19:00.110,0.0037484942004084587,912.0,0.024127840995788574,62075.0
Case0001,W_Nabellen incomplete dossiers,end,2012-03-01 19:25:29.110,2012-03-01 19:40:27.110,0.0036939214915037155,898.0,0.02533840388059616,65189.0
Case0002,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0003,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0003,W_Completeren aanvraag,Role 1,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.013507029041647911,34750.0
Case0003,W_Nabellen offertes,end,2012-02-16 03:22:31.110,2012-02-16 03:22:31.110,0.0,0.0,0.024111900478601456,62034.0
Case0003,W_Completeren aanvraag,Role 1,2012-02-17 03:02:03.110,2012-02-17 03:02:29.110,0.00010726135224103928,26.0,0.03310536965727806,85172.0
Case0003,W_Completeren aanvraag,Role 1,2012-02-18 03:43:01.110,2012-02-18 03:51:52.110,0.0021848082542419434,531.0,0.034528303891420364,88832.0
Case0003,W_Nabellen offertes,Role 1,2012-02-19 02:01:18.110,2012-02-19 02:14:04.110,0.003150518052279949,766.0,0.03100418858230114,79766.0
Case0003,W_Completeren aanvraag,Role 1,2012-02-19 23:47:52.110,2012-02-20 00:00:42.110,0.00316760316491127,770.0,0.030173195526003838,77628.0
Case0003,W_Nabellen offertes,Role 2,2012-02-20 18:23:18.110,2012-02-20 18:31:42.110,0.0020719519816339016,504.0,0.025714408606290817,66156.0
Case0003,W_Completeren aanvraag,Role 2,2012-02-21 12:48:12.110,2012-02-21 12:54:28.110,0.0015478557907044888,376.0,0.025571981444954872,65790.0
Case0004,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0004,W_Afhandelen leads,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0004,W_Afhandelen leads,Role 1,2012-02-16 08:23:42.110,2012-02-16 08:25:07.110,0.000347665511071682,85.0,0.026950616389513016,69337.0
Case0005,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0006,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0006,W_Afhandelen leads,Role 1,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.013507029041647911,34750.0
Case0007,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0008,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0008,W_Completeren aanvraag,Role 1,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.013507029041647911,34750.0
Case0008,W_Nabellen offertes,Role 1,2012-02-16 03:22:31.110,2012-02-16 03:22:31.110,0.0,0.0,0.024111900478601456,62034.0
Case0008,W_Completeren aanvraag,Role 1,2012-02-17 01:16:04.110,2012-02-17 01:16:04.110,0.0,0.0,0.03063402883708477,78813.0
Case0008,W_Valideren aanvraag,Role 1,2012-02-17 21:19:05.110,2012-02-17 21:19:05.110,0.0,0.0,0.028055908158421516,72181.0
Case0008,W_Nabellen offertes,Role 1,2012-02-18 16:05:53.110,2012-02-18 16:05:53.110,0.0,0.0,0.026278410106897354,67608.0
Case0008,W_Valideren aanvraag,Role 1,2012-02-19 12:19:48.110,2012-02-19 12:19:48.110,0.0,0.0,0.028310243040323257,72835.0
Case0008,W_Nabellen offertes,Role 1,2012-02-20 05:02:03.110,2012-02-20 05:02:03.110,0.0,0.0,0.023374022915959358,60135.0
Case0008,W_Valideren aanvraag,Role 1,2012-02-20 23:50:08.110,2012-02-20 23:50:08.110,0.0,0.0,0.026308612897992134,67685.0
Case0008,W_Completeren aanvraag,Role 1,2012-02-21 15:23:15.110,2012-02-21 15:23:15.110,0.0,0.0,0.021761732175946236,55987.0
Case0008,W_Nabellen offertes,Role 1,2012-02-22 07:35:27.110,2012-02-22 07:35:27.110,0.0,0.0,0.022672967985272408,58332.0
Case0008,W_Nabellen offertes,Role 1,2012-02-23 01:08:55.110,2012-02-23 01:08:55.110,0.0,0.0,0.024568427354097366,63208.0
Case0008,W_Completeren aanvraag,Role 2,2012-02-23 19:06:54.110,2012-02-23 19:06:54.110,0.0,0.0,0.02514002099633217,64679.0
Case0008,W_Completeren aanvraag,Role 1,2012-02-24 09:42:04.110,2012-02-24 09:42:04.110,0.0,0.0,0.020410137251019478,52510.0
Case0008,W_Valideren aanvraag,Role 2,2012-02-25 00:49:05.110,2012-02-25 00:49:05.110,0.0,0.0,0.021153053268790245,54421.0
Case0008,W_Valideren aanvraag,Role 2,2012-02-25 13:54:29.110,2012-02-25 13:54:29.110,0.0,0.0,0.018316833302378654,47124.0
Case0008,W_Valideren aanvraag,Role 1,2012-02-26 02:47:50.110,2012-02-26 02:47:50.110,0.0,0.0,0.018035605549812317,46401.0
Case0008,W_Nabellen incomplete dossiers,Role 1,2012-02-26 16:23:29.110,2012-02-26 16:23:29.110,0.0,0.0,0.01902216672897339,48939.0
Case0009,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0010,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0011,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0012,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0013,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0014,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0015,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0015,W_Nabellen offertes,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0016,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0016,W_Completeren aanvraag,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0016,W_Completeren aanvraag,end,2012-02-16 04:56:20.110,2012-02-16 04:56:20.110,0.0,0.0,0.022114647552371025,56895.0
Case0016,W_Afhandelen leads,end,2012-02-17 02:50:33.110,2012-02-17 02:50:33.110,0.0,0.0,0.030649477615952492,78853.0
Case0016,W_Completeren aanvraag,Role 1,2012-02-18 06:32:33.110,2012-02-18 06:52:20.110,0.004882492125034332,1187.0,0.038760364055633545,99720.0
Case0016,W_Nabellen offertes,Role 1,2012-02-19 09:07:59.110,2012-02-19 09:21:44.110,0.003392590209841728,825.0,0.0367463119328022,94539.0
Case0017,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0017,W_Afhandelen leads,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0017,W_Completeren aanvraag,end,2012-02-16 08:23:42.110,2012-02-16 08:25:07.110,0.000347665511071682,85.0,0.026950616389513016,69337.0
Case0017,W_Afhandelen leads,Role 1,2012-02-17 06:50:05.110,2012-02-17 06:50:05.110,0.0,0.0,0.0313667394220829,80698.0
Case0017,W_Nabellen offertes,Role 1,2012-02-18 10:08:21.110,2012-02-18 10:15:44.110,0.001821436919271946,443.0,0.03820672631263733,98296.0
Case0017,W_Completeren aanvraag,Role 1,2012-02-19 09:38:50.110,2012-02-19 09:45:08.110,0.0015537701547145844,378.0,0.03272229805588722,84186.0
Case0017,W_Completeren aanvraag,end,2012-02-20 04:34:24.110,2012-02-20 04:44:25.110,0.00247076153755188,601.0,0.026336180046200752,67756.0
Case0017,W_Completeren aanvraag,Role 1,2012-02-21 02:26:19.110,2012-02-21 02:37:22.110,0.002727051265537739,663.0,0.0303622055798769,78114.0
Case0017,W_Nabellen offertes,Role 1,2012-02-21 23:59:40.110,2012-02-22 00:14:20.110,0.003620292991399765,880.0,0.029904967173933983,76938.0
Case0017,W_Afhandelen leads,Role 1,2012-02-22 21:02:32.110,2012-02-22 21:18:00.110,0.003816640004515648,928.0,0.02910986728966236,74892.0
Case0018,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0018,W_Completeren aanvraag,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0018,W_Completeren aanvraag,Role 1,2012-02-16 04:56:20.110,2012-02-16 04:56:20.110,0.0,0.0,0.022114647552371025,56895.0
Case0018,W_Nabellen offertes,Role 1,2012-02-16 23:55:57.110,2012-02-16 23:55:57.110,0.0,0.0,0.026577433571219444,68377.0
Case0018,W_Nabellen offertes,Role 1,2012-02-17 21:08:29.110,2012-02-17 21:08:29.110,0.0,0.0,0.029677463695406914,76352.0
Case0018,W_Completeren aanvraag,Role 1,2012-02-18 18:19:59.110,2012-02-18 18:19:59.110,0.0,0.0,0.02965313009917736,76290.0
Case0018,W_Nabellen offertes,Role 1,2012-02-19 12:29:38.110,2012-02-19 12:29:38.110,0.0,0.0,0.02541218139231205,65379.0
Case0018,W_Nabellen offertes,Role 1,2012-02-20 08:00:09.110,2012-02-20 08:00:09.110,0.0,0.0,0.02729807421565056,70231.0
Case0018,W_Completeren aanvraag,Role 1,2012-02-21 03:18:09.110,2012-02-21 03:18:09.110,0.0,0.0,0.027006052434444427,69480.0
Case0018,W_Nabellen offertes,Role 2,2012-02-21 19:41:00.110,2012-02-21 19:41:00.110,0.0,0.0,0.02292145974934101,58971.0
Case0018,W_Nabellen offertes,Role 1,2012-02-22 12:44:06.110,2012-02-22 12:44:06.110,0.0,0.0,0.02386019192636013,61386.0
Case0018,W_Completeren aanvraag,Role 1,2012-02-23 06:07:17.110,2012-02-23 06:07:17.110,0.0,0.0,0.024328453466296196,62591.0
Case0018,W_Nabellen offertes,Role 1,2012-02-23 21:07:44.110,2012-02-23 21:07:44.110,0.0,0.0,0.020999938249588013,54027.0
Case0018,W_Completeren aanvraag,Role 1,2012-02-24 13:57:41.110,2012-02-24 13:57:41.110,0.0,0.0,0.023553479462862015,60597.0
Case0018,W_Completeren aanvraag,Role 1,2012-02-25 04:44:43.110,2012-02-25 04:44:43.110,0.0,0.0,0.020686917006969452,53222.0
Case0018,W_Nabellen incomplete dossiers,Role 1,2012-02-25 19:44:19.110,2012-02-25 19:44:19.110,0.0,0.0,0.02097998932003975,53976.0
Case0018,W_Valideren aanvraag,Role 1,2012-02-26 11:37:12.110,2012-02-26 11:37:12.110,0.0,0.0,0.022222720086574554,57173.0
Case0018,W_Valideren aanvraag,Role 1,2012-02-27 01:42:51.110,2012-02-27 01:42:51.110,0.0,0.0,0.01972196251153946,50739.0
Case0018,W_Nabellen incomplete dossiers,end,2012-02-27 16:07:17.110,2012-02-27 16:07:17.110,0.0,0.0,0.02015990950167179,51866.0
Case0018,W_Nabellen incomplete dossiers,Role 1,2012-02-28 10:06:03.110,2012-02-28 10:13:02.110,0.0017215367406606674,419.0,0.02515825629234314,64726.0
Case0018,W_Nabellen incomplete dossiers,Role 1,2012-02-29 06:59:59.110,2012-02-29 07:11:01.110,0.002724134363234043,662.0,0.029080530628561974,74817.0
Case0018,W_Valideren aanvraag,Role 1,2012-03-01 03:22:31.110,2012-03-01 03:35:11.110,0.00312693789601326,760.0,0.02825392223894596,72690.0
Case0018,W_Nabellen incomplete dossiers,Role 2,2012-03-01 20:19:58.110,2012-03-01 20:31:14.110,0.0027813706547021866,676.0,0.02343280240893364,60287.0
Case0018,W_Valideren aanvraag,Role 1,2012-03-02 13:10:21.110,2012-03-02 13:22:07.110,0.002901836298406124,706.0,0.023300813511013985,59947.0
Case0018,W_Nabellen incomplete dossiers,end,2012-03-03 04:26:04.110,2012-03-03 04:30:12.110,0.0010209190659224987,248.0,0.02108137495815754,54237.0
Case0018,W_Nabellen incomplete dossiers,Role 1,2012-03-03 22:25:24.110,2012-03-03 22:33:35.110,0.002017434686422348,491.0,0.02507527731359005,64512.0
Case0019,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0020,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0021,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0022,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0023,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0023,W_Afhandelen leads,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0023,W_Completeren aanvraag,Role 1,2012-02-16 08:23:42.110,2012-02-16 08:25:07.110,0.000347665511071682,85.0,0.026950616389513016,69337.0
Case0023,W_Nabellen offertes,Role 1,2012-02-17 02:44:55.110,2012-02-17 02:44:55.110,0.0,0.0,0.02564907819032669,65988.0
Case0023,W_Completeren aanvraag,end,2012-02-17 23:36:43.110,2012-02-17 23:36:43.110,0.0,0.0,0.02919396571815014,75108.0
Case0023,W_Completeren aanvraag,Role 1,2012-02-18 22:00:31.110,2012-02-18 22:02:36.110,0.0005124504677951336,125.0,0.031339287757873535,80628.0
Case0023,W_Nabellen offertes,Role 1,2012-02-19 20:39:35.110,2012-02-19 20:49:06.110,0.002348128706216812,571.0,0.03164699301123619,81419.0
Case0023,W_Nabellen offertes,Role 2,2012-02-20 18:58:37.110,2012-02-20 19:11:27.110,0.0031648334115743637,770.0,0.031006185337901115,79771.0
Case0023,W_Nabellen offertes,Role 1,2012-02-21 14:41:57.110,2012-02-21 14:55:05.110,0.003242291510105133,788.0,0.02729780226945877,70230.0
Case0023,W_Completeren aanvraag,Role 2,2012-02-22 09:49:59.110,2012-02-22 09:58:14.110,0.002035536803305149,495.0,0.02646760828793049,68094.0
Case0023,W_Nabellen offertes,Role 1,2012-02-23 01:01:09.110,2012-02-23 01:04:34.110,0.0008448082953691483,205.0,0.021057216450572014,54175.0
Case0023,W_Completeren aanvraag,Role 1,2012-02-23 17:52:32.110,2012-02-23 17:52:32.110,0.0,0.0,0.023507244884967804,60478.0
