caseid,task,role,start_timestamp,end_timestamp,dur_raw,dur,wait_raw,wait
Case0000,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0000,W_Nabellen offertes,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0000,W_Completeren aanvraag,Role 1,2012-02-16 07:07:52.110,2012-02-16 07:09:38.110,0.0004368741065263748,106.0,0.02518193982541561,64787.0
Case0000,W_Completeren aanvraag,Role 1,2012-02-17 01:38:07.110,2012-02-17 01:38:07.110,0.0,0.0,0.025851594284176826,66509.0
Case0000,W_Completeren aanvraag,Role 1,2012-02-17 20:47:00.110,2012-02-17 20:47:00.110,0.0,0.0,0.026793627068400383,68933.0
Case0000,W_Nabellen offertes,Role 1,2012-02-18 15:23:58.110,2012-02-18 15:23:58.110,0.0,0.0,0.026049325242638588,67018.0
Case0000,W_Afhandelen leads,Role 1,2012-02-19 11:15:00.110,2012-02-19 11:15:00.110,0.0,0.0,0.02777671627700329,71462.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.013507029041647911,34750.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-16 03:22:31.110,2012-02-16 03:22:31.110,0.0,0.0,0.024111900478601456,62034.0
Case0001,W_Nabellen offertes,Role 1,2012-02-16 23:49:02.110,2012-02-16 23:49:02.110,0.0,0.0,0.028604043647646904,73591.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-17 22:02:56.110,2012-02-17 22:02:56.110,0.0,0.0,0.03110833279788494,80034.0
Case0001,W_Nabellen offertes,end,2012-02-18 17:19:52.110,2012-02-18 17:19:52.110,0.0,0.0,0.026981286704540253,69416.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-19 16:06:35.110,2012-02-19 16:09:48.110,0.000792413018643856,193.0,0.03187364712357521,82003.0
Case0001,W_Nabellen offertes,Role 1,2012-02-20 14:20:37.110,2012-02-20 14:29:49.110,0.002268873155117035,552.0,0.03103645332157612,79849.0
Case0001,W_Nabellen offertes,Role 1,2012-02-21 12:39:08.110,2012-02-21 12:50:23.110,0.002773689106106758,675.0,0.031001755967736244,79759.0
Case0002,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0003,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0003,W_Valideren aanvraag,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
